productname,brand,price,pagelink,condition,conditiondetails,exteriorcolor,exteriormaterial,hardware,accessories,brandcode,measurements,itemnr,claircode
Flap Bag Multicolor Patchwork Jumbo,Chanel,"
            $4,605
        ",/collections/chanel/products/handbags-chanel-flap-bag-multicolor-patchwork-jumbo5586681,Great,". Minor creasing on exterior, wear and discoloration on straps, scuffs underneath flap, scratches on hardware.","Pink, Red",Textile,Silver,Authenticity Card,23529175,"Handle Drop 10&quot;, Height 8&quot;, Width 11.5&quot;, Depth 3.5&quot;, Strap Drop 19&quot;",55866/81,HB.CH.FLBA.MUPA.JB 
Classic Double Flap Bag Quilted Lambskin Jumbo,Chanel,"
            $5,080
        ",/collections/chanel/products/handbags-chanel-classic-double-flap-bag-quilted-lambskin-jumbo5576864,Very good,". Creasing and wear on exterior, indentations and marks in interior pocket, scratches on hardware.",Pink,Leather,Silver,No Accessories,18564393,"Handle Drop 13.5&quot;, Height 8&quot;, Width 12&quot;, Depth 3.5&quot;, Strap Drop 24&quot;",55768/64,HB.CH.CDFL.QULA.JB 
Vintage Diana Flap Bag Quilted Lambskin Medium,Chanel,"
            $3,530
        ",/collections/chanel/products/handbags-chanel-vintage-diana-flap-bag-quilted-lambskin-medium5596947,Great,". Minor wear and discoloration on exterior edges, light wear on strap. Creasing and scuffs underneath flap, scratches on hardware.",Blue,Leather,Gold,"Box, Authenticity Card",4430312,"Height 6.5&quot;, Width 10&quot;, Depth 3&quot;, Strap Drop 21&quot;",55969/47,HB.CH.VIDF.QULA.ME 
Vintage CC Front Pocket Briefcase Caviar,Chanel,"
            $2,535
        ",/collections/chanel/products/handbags-chanel-vintage-cc-front-pocket-briefcase-caviar55969197,Great,". Odor in interior. Moderate creasing on exterior, minor wear in interior, scratches on hardware.",Black,Leather,Gold,No Accessories,3397738,"Handle Drop 6.5&quot;, Height 12.5&quot;, Width 15&quot;, Depth 4.5&quot;",55969/197,HB.CH.VCBF.CAV 
Vintage Front Pocket Tote Caviar Medium,Chanel,"
            $1,505
        ",/collections/chanel/products/handbags-chanel-vintage-front-pocket-tote-caviar-medium55969240,Great,". Wear, creasing, scuffs and discoloration on exterior, handles, and interior, scratches on hardware.",Black,Leather,Gold,No Accessories,2873055,"Handle Drop 14&quot;, Height 10&quot;, Width 12&quot;, Depth 3.5&quot;",55969/240,HB.CH.VFPTO.CAV.ME 
Logo Zip Backpack Shearling,Chanel,"
            $5,200
        ",/collections/chanel/products/handbags-chanel-logo-zip-backpack-shearling5569023,Great,". Minimal wear on exterior, scratches on hardware.","Multicolor, Pink, Red, White",Shearling,Silver,"Dust Bag, Authenticity Card",28582594,"Handle Drop 3&quot;, Height 16&quot;, Width 13&quot;, Depth 5&quot;, Strap Drop 10-16&quot;",55690/23,HB.CH.LGZB.SH 
Vintage Timeless Chain Shoulder Bag Lambskin Medium,Chanel,"
            $1,730
        ",/collections/chanel/products/handbags-chanel-vintage-timeless-chain-shoulder-bag-lambskin-medium55969241,Very good,". Wear, discoloration and scuffs on exterior and handles, color bleeding in interior pocket. Marks and wear in interior, scratches on hardware.",Black,Leather,Gold,No Accessories,2589283,"Handle Drop 14&quot;, Height 10&quot;, Width 11&quot;, Depth 4.5&quot;",55969/241,HB.CH.TSCB.LS.ME 
Vintage Full Flap Bag Quilted Lambskin Mini,Chanel,"
            $2,900
        ",/collections/chanel/products/handbags-chanel-vintage-full-flap-bag-quilted-lambskin-mini55969246,Very good,". Creasing and moderate scuffs on exterior, underneath flap, and in interior, scratches on hardware.",Black,Leather,,Box,1371410,"Height 4.5&quot;, Width 7.5&quot;, Depth 2.5&quot;, Strap Drop 19.5&quot;",55969/246,HB.CH.VIFF.QULA.MI 
North South Boy Flap Bag Quilted Metallic Calfskin Small,Chanel,"
            $3,650
        ",/collections/chanel/products/handbags-chanel-north-south-boy-flap-bag-quilted-metallic-calfskin-small5576810,Excellent,". Light wear on base corners, scuffs and creasing underneath flap. Minimal wear in interior, scratches on hardware.","Metallic, Silver",Leather,Aged Silver,Authenticity Card,27037358,"Handle Drop 11&quot;, Height 7.5&quot;, Width 6.5&quot;, Depth 2&quot;, Strap Drop 20&quot;",55768/10,HB.CH.VTBY.QMCF.SM 
Boy Flap Bag Quilted Lambskin Old Medium,Chanel,"
            $4,685
        ",/collections/chanel/products/handbags-chanel-boy-flap-bag-quilted-lambskin-old-medium560471,Great,". Minor wear and discoloration on base and flap corners, scuffs underneath flap, wear in interior, scratches on hardware.",Black,Leather,Aged Silver,Authenticity Card,20936860,"Handle Drop 11&quot;, Height 6&quot;, Width 10&quot;, Depth 3&quot;, Strap Drop 20&quot;",56047/1,HB.CH.BF.QULA.OM 
Chain Around CC Tablet Holder Tweed,Chanel,"
            $3,000
        ",/collections/chanel/products/handbags-chanel-chain-around-cc-tablet-holder-tweed559836,Excellent,". Minor wear in interior, scratches on hardware.",Black,Tweed,Gold,No Accessories,22870033,"Height 9&quot;, Width 11&quot;, Depth 1&quot;, Strap Drop 20&quot;",55983/6,HB.CH.CARI.TW 
Wallet on Chain Camellia Lambskin,Chanel,"
            $2,040
        ",/collections/chanel/products/handbags-chanel-wallet-on-chain-camellia-lambskin55969164,Very good,". Moderate wear on base corner, indentations underneath flap and in interior, scratches on hardware.",Pink,Leather,Silver,No Accessories,14606247,"Height 5&quot;, Width 7.5&quot;, Depth 1&quot;, Strap Drop 24&quot;",55969/164,HB.CH.WOC.CLS 
Boy Shopping Tote Chevron Denim,Chanel,"
            $2,330
        ",/collections/chanel/products/handbags-chanel-boy-shopping-tote-chevron-denim55969144,Good,". Heavy discoloration on exterior and handles, minor wear in interior, scratches on hardware.",Blue,Denim,Aged Silver,Authenticity Card,20858110,"Handle Drop 7.5&quot;, Height 9.5&quot;, Width 14&quot;, Depth 6&quot;",55969/144,HB.CH.BYST.CVDE 
Wallet on Chain Lace Embossed Goatskin,Chanel,"
            $2,190
        ",/collections/chanel/products/handbags-chanel-wallet-on-chain-lace-embossed-goatskin55969312,Very good,". Wear on base and flap corners and strap, creasing on base, scratches on hardware.",Black,Leather,Silver,Authenticity Card,18953053,"Height 5&quot;, Width 7.5&quot;, Depth 1.5&quot;, Strap Drop 24&quot;",55969/312,HB.CH.WOC.LCLE 
Neo Executive Tote Python Medium,Chanel,"
            $3,735
        ",/collections/chanel/products/handbags-chanel-neo-executive-tote-python-medium559431,Good,". Moderate lifting of scales and wear on exterior, handles and strap, slight creasing on exterior. Minor cracking on side opening wax edges, scuffs and minor wear in interior, scratches on hardware.",Green,"Exotic, Python",Gold,"Authenticity Card, Dust Bag, With Strap",23973089,"Handle Drop 5.5&quot;, Height 11&quot;, Width 15&quot;, Depth 6&quot;, Strap Drop 18&quot;",55943/1,HB.CH.NCET.PY.ME 
Boy Zip Pouch Quilted Caviar Medium,Chanel,"
            $1,390
        ",/collections/chanel/products/handbags-chanel-boy-zip-pouch-quilted-caviar-medium559835,Great,". Light wear on exterior and in interior, small indentation on rear, scratches on hardware.",Metallic,Leather,Aged Silver,No Accessories,24815536,"Height 6&quot;, Width 10&quot;, Depth 1&quot;",55983/5,HB.CH.BZP.QCA.ME 
Classic Double Flap Bag Chevron Lambskin Medium,Chanel,"
            $5,750
        ",/collections/chanel/products/handbags-chanel-classic-double-flap-bag-chevron-lambskin-medium5576820,Excellent,". Light scuffs underneath flap, minor indentations on interior flap, scratches on hardware.",Purple,Leather,Gold,"Authenticity Card, Dust Bag",26458611,"Handle Drop 9&quot;, Height 6&quot;, Width 10&quot;, Depth 3&quot;, Strap Drop 16&quot;",55768/20,HB.CH.CDFL.CHVLS.ME 
Vintage Clover Camera Bag Printed Canvas Small,Chanel,"
            $1,100
        ",/collections/chanel/products/handbags-chanel-vintage-clover-camera-bag-printed-canvas-small55969222,Good,". Discoloration and wear on exterior edges, wear in interior, scratches on hardware.","Neutral, Pink, Print",Canvas Plain,Silver,Authenticity Card,9625962,"Height 6&quot;, Width 7.5&quot;, Depth 2&quot;, Strap Drop 10-22&quot;",55969/222,HB.CH.COVA.PRC.SM 
Classic Card Holder Quilted Lambskin,Chanel,"
            $730
        ",/collections/chanel/products/handbags-chanel-classic-card-holder-quilted-lambskin5596964,Pristine,". Minimal wear on base corners, faint indentations on rear.",Green,Leather,Silver,"Box, Dust Bag, Authenticity Card",27348708,"Height 3&quot;, Width 4.5&quot;, Depth 0.5&quot;",55969/64,AC.CH.OCHZ.QULA 
Urban Spirit Backpack Quilted Lambskin Large,Chanel,"
            $4,650
        ",/collections/chanel/products/handbags-chanel-urban-spirit-backpack-quilted-lambskin-large5590665,Very good,". Creasing and darkening on exterior, minor wear on flap edges, straps and in interior. Creasing and small indentations underneath flap, scratches on hardware.",Purple,Leather,Gold Tone,No Accessories,23300793,"Handle Drop 4&quot;, Height 12&quot;, Width 10&quot;, Depth 5&quot;, Strap Drop 14-16&quot;",55906/65,HB.CH.USBP.QULA.LG 
Chocolate Bar Handcuff Clutch Quilted Leather Small,Chanel,"
            $2,190
        ",/collections/chanel/products/handbags-chanel-chocolate-bar-handcuff-clutch-quilted-leather-small5596970,Very good,". Light creasing on exterior, glue stains on base and interior opening corner, moderate scuffs in interior, scratches on hardware.","Metallic, Silver",Leather,Gun Metal,With Strap,7487549,"Handle Drop 5&quot;, Height 5&quot;, Width 7.5&quot;, Depth 1.5&quot;",55969/70,HB.CH.CBHC.QLE.SM 
Optic Coco Tote Printed Coated Canvas with Caviar Small,Chanel,"
            $1,140
        ",/collections/chanel/products/handbags-chanel-optic-coco-tote-printed-coated-canvas-with-caviar-small55906148,Good,". Wear and darkening on base corners, moderate wear side opening edges, heavy cracking on handle wax edges. Wear and discoloration in interior, scratches on hardware.","Black, Print, Red, White",Canvas (Coated),Silver,"Pochette, Dust Bag, Authenticity Card",11800134,"Handle Drop 6&quot;, Height 10&quot;, Width 13&quot;, Depth 5&quot;",55906/148,HB.CH.OPTI.PCCC.SM 
Deauville Bowling Bag Canvas Large,Chanel,"
            $2,000
        ",/collections/chanel/products/handbags-chanel-deauville-bowling-bag-canvas-large55969239,Good,". Discoloration and wear on base corners, heavy peeling on handle wax edges, small mark on top. Wear in interior, scratches on hardware.",Orange,Canvas Plain,Silver,No Accessories,20983847,"Handle Drop 4&quot;, Height 10&quot;, Width 12&quot;, Depth 5&quot;, Strap Drop 15&quot;",55969/239,HB.CH.DEBW.CA.LG 
Gabrielle Shopping Tote Quilted Calfskin Large,Chanel,"
            $2,150
        ",/collections/chanel/products/handbags-chanel-gabrielle-shopping-tote-quilted-calfskin-large5596912,Great,". Minor indentations and scuffs on base trims, minor marks on exterior, scratches on hardware.","Black, Multicolor, Neutral",Leather,"Aged Silver, Aged Gold","Authenticity Card, Dust Bag, With Strap",24242824,"Handle Drop 4&quot;, Height 12&quot;, Width 13&quot;, Depth 4.5&quot;, Strap Drop 15-17&quot;",55969/12,HB.CH.GBST.QLC.LG 
Just Mademoiselle Bag Quilted Aged Calfskin Large,Chanel,"
            $1,310
        ",/collections/chanel/products/handbags-chanel-just-mademoiselle-bag-quilted-aged-calfskin-large55969170,Very good,". Moderate wear on base and corners and straps,  light cracking on handle wax edges. Minimal wear in interior, scratches on hardware.",Yellow,Leather,Silver,Authenticity Card,15761376,"Handle Drop 7&quot;, Height 9.5&quot;, Width 13&quot;, Depth 4.5&quot;, Strap Drop 15&quot;",55969/170,HB.CH.JM.QAC.LG 
Deauville Pouch Raffia Medium,Chanel,"
            $695
        ",/collections/chanel/products/handbags-chanel-deauville-pouch-raffia-medium559838,Great,". Slight discoloration on rear top edge, minor wear in interior, scratches on hardware.",Gray,Raffia,Silver,No Accessories,22025502,"Height 8&quot;, Width 10.5&quot;, Depth 1&quot;",55983/8,HB.CH.DVLP.RAFF.ME 
Happy Stitch Flap Bag Quilted Velvet Calfskin Small,Chanel,"
            $3,065
        ",/collections/chanel/products/handbags-chanel-happy-stitch-flap-bag-quilted-velvet-calfskin-small560472,Very good,". Wear, darkening and creasing on exterior, minor wear and darkening on strap. Creasing and scuffs underneath flaps, light wear in interior, scratches on hardware.",Red,Leather,Aged Gold,Authenticity Card,21115648,"Handle Drop 11&quot;, Height 6&quot;, Width 8.5&quot;, Depth 2&quot;, Strap Drop 21&quot;",56047/2,HB.CH.HSFB.QVC.SM 
CC Pocket Crossbody Bag Quilted Caviar Small,Chanel,"
            $2,315
        ",/collections/chanel/products/handbags-chanel-cc-front-pocket-tote-quilted-caviar-small560503,Excellent,". Light scuffs on front, small indentation on rear, faint scratches on hardware.",Blue,Leather,Silver,"Authenticity Card, Charms",19126864,"Handle Drop 11.5&quot;, Height 8.5&quot;, Width 10.5&quot;, Depth 1&quot;, Strap Drop 21.5&quot;",56050/3,
Coco Cocoon Zipped Tote Quilted Nylon Medium,Chanel,"
            $1,270
        ",/collections/chanel/products/handbags-chanel-coco-cocoon-zipped-tote-quilted-nylon-medium5608011,Very good,". Creasing on exterior, scuffs on exterior and interior leather trims, minor wear in interior, scratches on hardware.",Black,Nylon,Silver,Authenticity Card,15158572,"Handle Drop 7&quot;, Height 12&quot;, Width 14.5&quot;, Depth 7&quot;",56080/11,HB.CH.CCZT.QUNY.ME 
Logo Phone Clutch with Chain PVC Over Quilted Tweed,Chanel,"
            $2,025
        ",/collections/chanel/products/handbags-chanel-logo-phone-clutch-with-chain-pvc-over-quilted-tweed5608047,Excellent,". Minor wear on exterior, scratches on hardware.",Black,"Leather, Pvc, Tweed",Gold,No Accessories,28019672,"Height 7&quot;, Width 4.5&quot;, Depth 2&quot;, Strap Drop 23.5&quot;",56080/47,HB.CH.LGPH.PVCT 
Vintage CC Lock Tote Leather Small,Chanel,"
            $770
        ",/collections/chanel/products/handbags-chanel-vintage-cc-lock-tote-leather-small5608043,Good,". Wear on base and opening corners, moderate creasing and scuffs on exterior, loss of shape and wear on handles. Scuffs on interior opening trim, minor wear in interior, scratches and discoloration on hardware.",Brown,Leather,Gold,No Accessories,7775772,"Handle Drop 6&quot;, Height 10&quot;, Width 10.5&quot;, Depth 5&quot;",56080/43,HB.CH.VCLT.LE.SM 
Surpique Boston Bag Quilted Leather Large,Chanel,"
            $1,000
        ",/collections/chanel/products/handbags-chanel-surpique-boston-bag-quilted-leather-large5608012,Good,". Heavy wear, scuffs and creasing on exterior and handles, moderate darkening and wear on exterior and handle stitching. Wear in interior, scratches on hardware.",Black,Leather,Aged Gold,No Accessories,6586082,"Handle Drop 6&quot;, Height 8&quot;, Width 13&quot;, Depth 5&quot;",56080/12,HB.CH.SRQB.QLE.LG 
Deauville Pouch Denim Medium,Chanel,"
            $1,050
        ",/collections/chanel/products/handbags-chanel-deauville-pouch-denim-medium560504,Excellent,. No visible signs of wear.,Blue,Denim,Silver,Authenticity Card,23890618,"Height 7.5&quot;, Width 10.5&quot;, Depth 1&quot;",56050/4,HB.CH.DVLP.DEN.ME 
Reverso Boy Flap Bag Glazed Calfskin Old Medium,Chanel,"
            $2,365
        ",/collections/chanel/products/handbags-chanel-reverso-boy-flap-bag-glazed-calfskin-old-medium5308157,Fair,". Moderate discoloration and wear on exterior trims, indentations and scuffs on exterior and underneath flap. Creasing and wear on strap, discoloration and stains in interior, scratches on hardware.","Gray, Multicolor",Leather,Silver,No Accessories,16196435,"Handle Drop 12&quot;, Height 5.5&quot;, Width 10&quot;, Depth 2&quot;, Strap Drop 20&quot;",53081/57,HB.CH.RBF.GZCF.OM 
Deauville Tote Glazed Calfskin Large,Chanel,"
            $2,430
        ",/collections/chanel/products/handbags-chanel-deauville-tote-glazed-calfskin-large5344082,Good,". Heavy creasing and loss of shape on exterior, moderate discoloration and wear on base corners, indentations on base. Wear in interior, scratches on hardware.",Blue,Leather,Silver,No Accessories,22197302,"Handle Drop 4&quot;, Height 12&quot;, Width 15&quot;, Depth 7&quot;, Strap Drop 11&quot;",53440/82,HB.CH.DCHT.GZCF.LG 
Round Hand Clutch Quilted Aged Calfskin,Chanel,"
            $800
        ",/collections/chanel/products/handbags-chanel-round-hand-clutch-quilted-aged-calfskin549614,Great,". Slight creasing on exterior, small stain on interior pouch zipper tape and faint scratches on hardware.","Metallic, Silver",Leather,Silver,"Pochette, Dust Bag",15780062,"Height 5&quot;, Width 5&quot;, Depth 2&quot;",54961/4,HB.CH.RUHC.QAC 
Paris in Rome Drawstring Bag Quilted Lambskin Large,Chanel,"
            $3,325
        ",/collections/chanel/products/handbags-chanel-paris-in-rome-drawstring-bag-quilted-lambskin-large540501,Great,". Minor creasing and scuffs on exterior, minimal wear in interior, scratches on hardware.",Black,Leather,Aged Gold,"Authenticity Card, Dust Bag, With Strap",23099483,"Handle Drop 7&quot;, Height 9.5&quot;, Width 14&quot;, Depth 4&quot;, Strap Drop 17-21&quot;",54050/1,HB.CH.PRDW.QULA.LG 
