productname,productpage,price,brand,estretailpr,itemnr,category,length,height,width,drop,year,acc_included,description,condition,cond_ext,cond_hw,cond_handle,cond_int,cond_other
Monogram Giant Jungle NéoNoé Caramel,https://www.fashionphile.com/louis-vuitton-monogram-giant-jungle-neonoe-caramel-499644,"
                                                    $3,020                                            ",Louis Vuitton,,499644,Handbags,10.25 ,10.25 ,6.75 ,12 ,,"rap, dust bag","We guarantee this is an authentic LOUIS VUITTON Monogram Giant Jungle NéoNoé Caramel or 100% of your money back. This chic bucket style bag is finely crafted of Louis Vuitton jungle monogram in brown and multicolored striped coated canvas. The bag features back and white monogram coated canvas with shoulder strap with polished brass hardware. The wide top opens with a cinch cord to an orange microfiber with a central zipper pocket. This is an excellent bag for any day, from Louis Vuitton!",Excell,Faint scuffs,Faint scratch(es),,,
Empreinte Melie Black,https://www.fashionphile.com/louis-vuitton-empreinte-melie-black-489833,"
                                                    $2,260                                            ",Louis Vuitton,"2,710",489833,Crossbody,11.75 ,13 ,5 ,14.25 ,2017,"rap, luggage tag","We guarantee this is an authentic LOUIS VUITTON Empreinte Melie Black or 100% of your money back. This chic hobo is finely crafted of classic Louis Vuitton monogram Empreinte leather in black. The shoulder bag features horizontal zipper pockets that wrap around the back of the bag, a black leather handle with polished brass clasps and links, and an optional adjustable shoulder strap. The top is open to a black pin-striped fabric interior with patch pockets. This is an excellent hobo bag for everyday wear, with the luxury and style of Louis Vuitton!",Very G,"Corner wear, edge wear , wear at resin glazing, faint scuffs","Scratch(es) , plating","Creases, scuffs , wear at resin glazing, sizing marks","Musty odor, marks, pocket(s) stretched",
Epi Alma MM Figue,https://www.fashionphile.com/louis-vuitton-epi-alma-mm-figue-462755,"
                                                    $1,080                                            ",Louis Vuitton,"2,500",462755,Handbags,13.5 ,10.5 ,6.5 ,4 ,2014,"clochette, lock, 2 key","We guarantee this is an authentic LOUIS VUITTON Epi Alma MM Figue or 100% of your money back. This stunning bowler style tote is created of signature Louis Vuitton epi leather in vibrant purple. The bag features a leather base, and rolled top handles with polished silver hardware. The wrap-around zippers open to a purple microfiber interior with patch pockets. This is an ideal bag for everyday use, with a one of a kind look, from Louis Vuitton! ",Very G,"Marks, frayed stitch(es), peeling",Scratch(es),,"Residue marks , scuffs",
Taiga Monogram Outdoor Messenger Cobalt,https://www.fashionphile.com/louis-vuitton-taiga-monogram-outdoor-messenger-cobalt-503017,"
                                                    $1,865                                            ",Louis Vuitton,,503017,Crossbody,9.25 ,7.25 ,3.75 ,9.5 ,,dust bag,"We guarantee this is an authentic LOUIS VUITTON Taiga Monogram Outdoor Messenger Cobalt or 100% of your money back. This stylish shoulder bag is crafted of royal blue cross-grain taiga leather, with classic Louis Vuitton monogram coated canvas accents. The bag features a front zipper pocket and an adjustable coated canvas shoulder strap with polished silver hardware. The top zippers open the bag to a black nylon fabric interior with a patch pocket. This is an excellent messenger bag to organize your everyday essentials, with the luxury and style of Louis Vuitton!",Excell,Faint scuffs,,,,
Taurillon Volta Galet,https://www.fashionphile.com/louis-vuitton-taurillon-volta-galet-483555,"
                                                    $1,465                                            ",Louis Vuitton,"4,300",483555,Crossbody,11.5 ,10.25 ,4 ,18.5 ,2015,rap,"We guarantee this is an authentic LOUIS VUITTON Taurillon Volta Galet or 100% of your money back. This lovely tote is crafted of soft taurillon pebbled calfskin leather in beige. The bag features a rolled leather top handle with gold links, an optional shoulder strap with clasps, and a broad facing flap with a brass Louis Vuitton LV encased with leather. The flap opens to a partitioned light beige microfiber interior, ideal for everyday necessities with the luxury and style of Louis Vuitton.    ",Excell,dge wea,"Scratch(es) , plating","Surface wear , sizing marks",Marks,
Monogram Pochette Felicie Chain Wallet Fuchsia,https://www.fashionphile.com/louis-vuitton-monogram-pochette-felicie-chain-wallet-fuchsia-451225,"
                                                    $1,335                                            ",Louis Vuitton,,451225,Clutch & Evening,8.5 ,4.75 ,1 ,22 ,2018,"dust bag, 2 inserts, strap","We guarantee this is an authentic LOUIS VUITTON Monogram Pochette Felicie Chain Wallet Fuchsia or 100% of your money back. This stylish bag is crafted of classic Louis Vuitton monogram on coated canvas, and features an optional polished brass chain link shoulder strap, and an envelope style front flap. This snaps open to a dark pink fabric interior with a patch pocket, and removable zipper pocket and card slot inserts. This is a versatile clutch bag, ideal for day or evening use, with the luxury and style of Louis Vuitton! ",Excell,,Scratch(es),,Pocket(s) stretched,
Monogram Bears Xmas Mini Pochette Accessories,https://www.fashionphile.com/louis-vuitton-monogram-bears-xmas-mini-pochette-accessories-512390,"
                                                    $750                                            ",Louis Vuitton,,512390,Handbags,5.75 ,3.75 ,1.25 ,6.25 ,2018,"box, dust bag","We guarantee this is an authentic LOUIS VUITTON Monogram Bears Xmas Mini Pochette Accessories or 100% of your money back. This small pochette is crafted of traditional monogram toile canvas, featuring a playful print of bear skiers wearing LV handbags and scarves. The bag features a polished gold chain wrist strap with a clasp at one end for attaching to your handbag. This is a stylish piece for just the necessities, by Louis Vuitton!",New,,,,,
Mahina Onatah Pochette Aubergine,https://www.fashionphile.com/louis-vuitton-mahina-onatah-pochette-aubergine-512006,"
                                                    $380                                            ",Louis Vuitton,,512006,Handbags,14.5 ,8 ,1 ,6 ,,,"We guarantee this is an authentic LOUIS VUITTON Mahina Onatah Pochette Aubergine or 100% of your money back. This chic pochette is crafted of Louis Vuitton monogram embossed perforated leather in dark red. The bag features a side to side looping strap of leather, canvas and brass loops with a double tassel leather zipper pull. This opens to a brown Louis Vuitton monogram fabric interior with a patch pocket. This is a stylish shoulder bag, ideal for all your essentials, by Louis Vuitton!",G,"Corner wear, scuffs , faded area(s), edge wea","Oxidation , scratch(es) , tarnish","Scuffs , patina , stain(s)","Tear in lining, surface wear, pocket(s) stretched",
X SUPREME Lambskin Slipper Travel Case Red,https://www.fashionphile.com/louis-vuitton-x-supreme-lambskin-slipper-travel-case-red-511695,"
                                                    $270                                            ",Louis Vuitton,,511695,Travel & Luggage,5.25 ,13 ,1.25 ,,,,"We guarantee this is an authentic LOUIS VUITTON X SUPREME Lambskin Slipper Travel Case Red or 100% of your money back. This convenient slipper case is crafted of soft lambskin leather in red. The pouch features a gold LV logo on the front, a Supreme logo on the reverse side, and a brass wrap-around zipper that opens to a black mini monogram printed velvet interior for your slippers. Travel in style with this handy accessory, from Louis Vuitton! ",Excell,Marks,Faint scratch(es),,,
Monogram Marais MM,https://www.fashionphile.com/louis-vuitton-monogram-marais-mm-512586,"
                                                    $1,505                                            ",Louis Vuitton,"2,260",512586,Handbags,11.25 ,9 ,7.5 ,4.75 ,2013,dust bag,"We guarantee this is an authentic LOUIS VUITTON Monogram Marais MM or 100% of your money back. This stylish tote is crafted of Louis Vuitton monogram on coated toile canvas. The shoulder bag features rolled leather top handles and polished brass zippers that extend around the face, rear, and the top of the tote. This handbag opens to three burgundy microfiber fabric interiors with patch pockets and room for your daytime or evening necessities, with the one of a kind style of Louis Vuitton!",Very G,"Corner wear, scuffs , patina of vachetta","Scratch(es) , plating","Patina , marks",Marks,
Monogram Galliera GM,https://www.fashionphile.com/louis-vuitton-monogram-galliera-gm-512461,"
                                                    $1,240                                            ",Louis Vuitton,"1,800",512461,Handbags,18.5 ,13.5 ,5 ,7.5 ,2009,,"We guarantee this is an authentic LOUIS VUITTON Monogram Galliera GM or 100% of your money back. This fashionable hobo-style handbag is crafted of Louis Vuitton's signature monogram canvas in brown. It features a vachetta cowhide leather looping shoulder strap, piping, trim, and polished brass hardware. The top opens to a beige microfiber interior with a large snap pocket and patch pockets. This roomy and chic Louis Vuitton shoulder bag is perfect for everyday use!",Very G,"Corner wear, patina of vachetta , edge wear , marks","Scratch(es) , plating","Edge wear , creases, patina , liquid marks, sizing marks","k marks, surface wea",
Monogram Galliera PM,https://www.fashionphile.com/louis-vuitton-monogram-galliera-pm-512459,"
                                                    $1,075                                            ",Louis Vuitton,"1,680",512459,Handbags,15.5 ,11.5 ,4.75 ,7.25 ,2009,,"We guarantee this is an authentic LOUIS VUITTON Monogram Galliera PM or 100% of your money back. This stylish shoulder bag is finely crafted of classic Louis Vuitton monogram on toile canvas. The shoulder bag features an adjustable vachetta leather shoulder strap and trim, complete with polished brass hardware including a large engraved front plate. The top is open to a light beige microfiber interior with a flap pocket and patch pockets. Roomy enough to accommodate everyday essentials, this Louis Vuitton tote is ideal for everyday use!",Very G,"Corner wear, scuffs , patina of vachetta , edge wear , marks","Scratch(es) , plating","Edge wear , scuffs , patina , liquid marks","Surface wear, marks",
Monogram Monceau 28,https://www.fashionphile.com/louis-vuitton-monogram-monceau-28-512182,"
                                                    $860                                            ",Louis Vuitton,"1,095",512182,Handbags,10.5 ,7.5 ,2.5 ,5.75 ,1987,"dust bag, 2 keys (strap not included)",We guarantee this is an authentic LOUIS VUITTON Monogram Monceau 28 or 100% of your money back. This classic bag is finely crafted of classic Louis Vuitton monogram coated canvas. The bag features a leather top handle and a brass press-lock on the crossover flap. This opens to a partitioned terra cotta cross-grain leather interior with zipper and patch pockets. This is an excellent tote for personal or professional use with a one of a kind look of luxury and style from Louis Vuitton! ,G,"Corner wear, edge wea","Scratch(es) , tarnish","Cracks, missing additional strap","Scuffs , marks, lining and/or pocket is deteriorating",
Damier Azur Totally MM,https://www.fashionphile.com/louis-vuitton-damier-azur-totally-mm-513531,"
                                                    $860                                            ",Louis Vuitton,"1,430",513531,Handbags,12.75 ,11.75 ,6 ,9 ,2011,,We guarantee this is an authentic LOUIS VUITTON Damier Azur Totally MM or 100% of your money back. This stylish tote is finely crafted of Louis Vuitton's signature Damier canvas in Azur blue. The shoulder bag feature vachetta cowhide leather shoulder straps and polished brass hardware with bucket pockets on the sides. The top zipper opens to an ivory fabric interior with patch pockets. This is a wonderful tote for the day from Louis Vuitton!,G,"Corner wear, discoloration, patina of vachetta , edge wear , curling , marks","Scratch(es) , plating","Edge wear , scuffs , wear at resin glazing, patina , popped stitch(es), tear, cracks","Residue marks , discoloration, perfume or cologne od",
Monogram Multi Pochette Accessories Kaki,https://www.fashionphile.com/louis-vuitton-monogram-multi-pochette-accessories-kaki-512573,"
                                                    $3,235                                            ",Louis Vuitton,,512573,Crossbody,9.5 ,5.25 ,1.5 ,14.5 ,2020,"box, 3 dust bags, adjustable strap, chain strap, small pochette, coin pur","We guarantee this is an authentic LOUIS VUITTON Monogram Multi Pochette Accessories Kaki or 100% of your money back. This hybrid crossbody bag is crafted of classic and mini monogram canvas in brown. It features a pochette accessories, a mini pochette accessories, and a round coin purse. It has both a removable brass chain and an adjustable hunter green Louis Vuitton inscribed Jacquard strap for multiple carrying options. This chic shoulder bag is ideal for daytime or evening essentials, with the luxury and style of Louis Vuitton!",New,,,,,
Damier Ebene Speedy 30,https://www.fashionphile.com/louis-vuitton-damier-ebene-speedy-30-497731,"
                                                    $1,215                                            ",Louis Vuitton,"1,160",497731,Handbags,12.5 ,8.5 ,7 ,3.25 ,2012,,We guarantee this is an authentic LOUIS VUITTON Damier Ebene Speedy 30 or 100% of your money back. This stylish doctor-style tote is crafted of Louis Vuitton Damier coated canvas in brown. It features brown leather rolled top handles detailed with brass hardware. The top zipper opens to a rouge red fabric interior with a hanging patch pocket. This is an ideal classic everyday tote from Louis Vuitton!,Very G,"Corner wear, warped or ben","Scratch(es) , plating","Scuffs , discoloratio",Surface wea,
Monogram Menilmontant MM,https://www.fashionphile.com/louis-vuitton-monogram-menilmontant-mm-512001,"
                                                    $1,135                                            ",Louis Vuitton,"1,650",512001,Crossbody,14 ,10.75 ,3.75 ,19.75 ,2011,,"We guarantee this is an authentic LOUIS VUITTON Monogram Menilmontant MM or 100% of your money back. This chic messenger bag is crafted of traditional Louis Vuitton monogram on toile canvas. The bag features an exterior rear zipper pocket, vachetta cowhide leather trim, and an adjustable shoulder strap with polished brass hardware. The crossover flap opens to reveal two front patch pockets and a cocoa brown fabric interior with a zipper pocket. This is a stylish messenger bag, suitable for everyday essentials, from Louis Vuitton!",Very G,"Corner wear, scuffs , patina of vachetta , edge wea",Scratch(es),"Edge wear , scuffs","Residue marks , surface wear, marks",
Monogram Pallas Dune,https://www.fashionphile.com/louis-vuitton-monogram-pallas-dune-512486,"
                                                    $2,370                                            ",Louis Vuitton,"2,620",512486,Handbags,14 ,9.5 ,5.5 ,12 ,,"dust bag, strap","We guarantee this is an authentic LOUIS VUITTON Monogram Pallas Dune or 100% of your money back. This chic tote is crafted of Louis Vuitton monogram on toile canvas with wide sides that gather and pleat at the top and a top peek-a-boo edge of beige leather. The bag features rolled treated cowhide leather top handles with polished brass links, a full-length patch pocket on the front and rear, and an optional monogram toile shoulder strap with brass clasps. The top zipper opens to a beige microfiber interior with patch pockets and enough room for all of your necessities with the luxury and style of Louis Vuitton!",Very G,Faint corner wea,"Scratch(es) , plating","Scuffs , liquid marks",Marks,
Monogram Calfskin Kimono Dune,https://www.fashionphile.com/louis-vuitton-monogram-calfskin-kimono-dune-511973,"
                                                    $2,045                                            ",Louis Vuitton,"3,250",511973,Handbags,10.25 ,11.5 ,5.75 ,9.5 ,2016,"box, dust bag","We guarantee this is an authentic LOUIS VUITTON Monogram Calfskin Kimono Dune or 100% of your money back. Reminiscent of the Japanese Kimono robes, this stylish tote is crafted in Louis Vuitton monogram canvas with an overlapping layer of rich calfskin leather in beige. The bag features thin rolled beige leather top handles and a polished brass Louis Vuitton V embellishment. The top is open to a partitioned beige suede interior with a central zippered compartment. This is the perfect shoulder bag for your everyday essentials, with the luxury and style only from Louis Vuitton!",Very G,"Marks, faint corner wea","Scratch(es) , plating",Scuffs,"Perfume or cologne odor, surface wear, marks, pocket(s) stretched, stain(s)",
Damier Ebene Berkeley,https://www.fashionphile.com/louis-vuitton-damier-ebene-berkeley-511136,"
                                                    $1,270                                            ",Louis Vuitton,,511136,Handbags,12.25 ,9 ,7.5 ,5 ,,dust bag,"We guarantee this is an authentic LOUIS VUITTON Damier Ebene Berkeley or 100% of your money back. This chic structured tote is crafted of Louis Vuitton signature damier checkered canvas in ebene brown. This handbag features a front Louis Vuitton brass plate, an exterior pocket on each side panel, and dark brown leather trim including adjustable rolled leather top handles and corner detailing. The top zipper opens to a red microfiber interior with patch pockets. This is a stylish handbag, ideal for everyday use, from Louis Vuitton!",Very G,"Corner wear, scuffs , edge wea","Scratch(es) , plating","Sizing marks , marks","Residue marks , perfume or cologne odor, pocket(s) stretched",
Monogram Pallas Clutch Cerise,https://www.fashionphile.com/louis-vuitton-monogram-pallas-clutch-cerise-512678,"
                                                    $1,290                                            ",Louis Vuitton,,512678,Clutch & Evening,8.5 ,5.25 ,1.75 ,22.5 ,2016,"dust bag, strap","We guarantee this is an authentic LOUIS VUITTON Monogram Pallas Clutch Cerise or 100% of your money back. This chic shoulder bag is crafted of Louis Vuitton monogram on toile canvas with red calfskin leather trim. The bag features a front pocket, a polished brass chain-link strap, and an optional vachetta leather shoulder strap. The top zipper opens to a red fabric interior with a patch pocket and enough room for day or evening essentials with the luxury and style of Louis Vuitton!",Very G,"Corner wear, edge wea","Scratch(es) , plating","Edge wear , pati","k marks, surface wear, marks",
Monogram Giant Jungle Onthego Black Caramel,https://www.fashionphile.com/louis-vuitton-monogram-giant-jungle-onthego-black-caramel-512657,"
                                                    $4,315                                            ",Louis Vuitton,,512657,Handbags,16.25 ,12.75 ,6.75 ,11.75 ,2019,dust bag,"We guarantee this is an authentic LOUIS VUITTON Monogram Giant Jungle Onthego Black Caramel or 100% of your money back. This limited edition tote features oversized and smaller size versions of the classic Louis Vuitton monogram in coated canvas. The shoulder bag features the traditional Louis Vuitton monogram logos with animal-inspired prints, sturdy shoulder straps, and polished brass hardware. The top opens to a brown on yellow striped fabric interior with zipper and patch pockets. This is a gorgeous and spacious tote with an exceptional look for a day of play, from Louis Vuitton!",New,,Protective plastic sticker(s) intact,,,
Monogram Escale Neonoe MM Bleu,https://www.fashionphile.com/louis-vuitton-monogram-escale-neonoe-mm-bleu-512642,"
                                                    $3,235                                            ",Louis Vuitton,,512642,Crossbody,10.25 ,10.25 ,6.75 ,12.25 ,2020,dust bag,"We guarantee this is an authentic LOUIS VUITTON Monogram Escale Neonoe MM Bleu or 100% of your money back. This classic bucket-style shoulder bag ifeatures oversized and smaller versions of the classic Louis Vuitton monogram print on multicolored cascading coated canvas. The bag features an adjustable navy blue leather shoulder strap with silver hardware and a matching top cinch-cord. This opens the bag to a partitioned navy blue microfiber interior with a zipper compartment. This fresh take on the classic bucket bag is ideal for everyday use, from Louis Vuitton!",New,,,,,
Damier Ebene Alma BB,https://www.fashionphile.com/louis-vuitton-damier-ebene-alma-bb-512551,"
                                                    $1,780                                            ",Louis Vuitton,,512551,Crossbody,9.25 ,6.75 ,4.5 ,22.75 ,2019,"dust bag, strap, clochette, lock, 2 key","We guarantee this is an authentic LOUIS VUITTON Damier Ebene Alma BB or 100% of your money back. This mini bowling-style tote is crafted of Louis Vuitton's signature Damier coated canvas in brown. The bag features beautiful brown cowhide leather trim including a solid base, rolled leather top handles, and an optional shoulder strap with brass hardware. The wrap-around zipper opens to a red fabric interior with a patch pocket. This sophisticated bag is suitable for everyday use, by Louis Vuitton!",Excell,,"Plating wear , faint scratch(es)",,,
Taurillon Neo Square Bag Black,https://www.fashionphile.com/louis-vuitton-taurillon-neo-square-bag-black-512605,"
                                                    $3,125                                            ",Louis Vuitton,"3,400",512605,Crossbody,7 ,7 ,6 ,22.5 ,2019,"dust bag, strap, luggage tag","We guarantee this is an authentic LOUIS VUITTON Taurillon Neo Square Bag Black or 100% of your money back. This chic bag is crafted of taurillon calfskin leather. This versatile bag converts easily from a handbag to a shoulder bag by adding the optional adjustable strap. This bag features an envelope pocket with LV signature S lock closure logo in polished gold, the top zipper opens to a black microfiber interior with a flat pocket. This style also features a luggage tag but please note that it does not come with the luggage tag strap. The elegant style and exceptional quality of this bag will complement your finest attire for special events, only from Louis Vuitton!",Excell,,Faint scratch(es),,Marks,
Damier Ebene Berkeley,https://www.fashionphile.com/louis-vuitton-damier-ebene-berkeley-512489,"
                                                    $1,075                                            ",Louis Vuitton,"1,890",512489,Handbags,12.25 ,8.5 ,7.5 ,6.25 ,,,"We guarantee this is an authentic LOUIS VUITTON Damier Ebene Berkeley or 100% of your money back. This chic structured tote is crafted of Louis Vuitton signature damier checkered canvas in ebene brown. This handbag features a front Louis Vuitton brass plate, exterior pockets on each side panel, and dark brown leather adjustable top handles, and piping. The top zipper opens to a red microfiber interior with patch pockets. This is a stylish handbag, ideal for everyday use, from Louis Vuitton!",Very G,"Scuffs , edge wear , marks, popped stitch(es), substantial corner wea","Scratch(es) , tarnished, plating","Smoothing of leather , scuffs , wear at resin glazing","Residue marks , ink marks, pocket(s) stretched",Worn serial number(s)
Monogram Keepall 55,https://www.fashionphile.com/louis-vuitton-monogram-keepall-55-512464,"
                                                    $860                                            ",Louis Vuitton,"1,600",512464,Handbags,22.25 ,12.25 ,9.75 ,4.25 ,2000,,"We guarantee this is an authentic LOUIS VUITTON Monogram Keepall 55 or 100% of your money back. This stylish bag is crafted of signature Louis Vuitton monogram on toile coated canvas. The bag features a vachetta cowhide leather trim, rolled top handles, and polished brass hardware. The top zippers open the bag to a spacious cocoa brown fabric interior. This is an excellent travel bag, from Louis Vuitton!",Very G,"Corner wear, creases, scuffs , edge wear , cracks, marks, painted or dyed, liquid marks","Scratch(es) , tarnish","Wear at resin glazing, darkening , patina , liquid marks, marks, frayed stitch(es)","Residue marks , musty od",
Monogram Saumur 43,https://www.fashionphile.com/louis-vuitton-monogram-saumur-43-512428,"
                                                    $535                                            ",Louis Vuitton,"1,520",512428,Crossbody,17.5 ,14.25 ,4 ,16.25 ,1990,,"We guarantee this is an authentic LOUIS VUITTON Monogram Saumur 43 or 100% of your money back. This stylish messenger bag is crafted of classic Louis Vuitton monogram on coated canvas. The bag features vachetta cowhide leather trim, belt buckle cinches, and opens on either side to a cocoa brown fabric interior with patch pockets. This is a chic messenger bag, ideal for business or travel essentials, from Louis Vuitton!",G,"Corner wear, patina of vachetta , edge wear , cracks, liquid marks, faint scuffs, frayed stitch(es), splitting, sizing marks","Oxidation , scratch(es) , tarnish","Edge wear , darkening , patina , liquid marks, sizing marks , cracks, splitting",Marks,
Epi Croisette PM Mandarin,https://www.fashionphile.com/louis-vuitton-epi-croisette-pm-mandarin-512394,"
                                                    $350                                            ",Louis Vuitton,"1,160",512394,Handbags,12.25 ,10.5 ,4 ,7.75 ,2003,,"We guarantee this is an authentic LOUIS VUITTON Epi Croisette PM Mandarin or 100% of your money back. This shoulder bag is crafted out of bright orange epi textured leather and features thin smooth leather handles and opens to a matching fabric interior with a patch pocket, a cell pocket, and D-ring. This tote has room for all of your daytime essentials with the luxury and style only from Louis Vuitton!",Very G,"Corner wear, edge wear , marks, faint scuffs, frayed stitch(es)",,"Surface wear , edge wear , scuffs","Scuffs , marks, edge wea",
Damier Ebene Kensington,https://www.fashionphile.com/louis-vuitton-damier-ebene-kensington-498658,"
                                                    $1,830                                            ",Louis Vuitton,"1,860",498658,Handbags,13.25 ,10 ,5.75 ,15.5 ,,"dust bag, strap","We guarantee this is an authentic LOUIS VUITTON Damier Ebene Kensington or 100% of your money back. This chic tote is crafted of signature damier toile check canvas. This shoulder bag features tall rolled mocha leather handles, an optional shoulder strap and a polished brass cut out V at the top center. The top opens to a partitioned microfiber rose beige interior with a central zipper compartment. Satisfy your practical needs as well as your demand for style with this lovely shoulder bag, from Louis Vuitton!",Excell,,"Plating wear , faint scratch(es)",,,
Damier Azur Speedy 30,https://www.fashionphile.com/louis-vuitton-damier-azur-speedy-30-497732,"
                                                    $1,125                                            ",Louis Vuitton,"1,160",497732,Handbags,11.75 ,8 ,6.75 ,3 ,2014,,"We guarantee this is an authentic LOUIS VUITTON Damier Azur Speedy 30 or 100% of your money back. This is a stylish iconic tote crafted of Louis Vuitton damier checkered blue and white canvas. The handbag features Louis Vuitton signature natural vachetta cowhide leather trim and rolled leather top handles with polished brass hardware. The top zipper opens to an interior of ivory fabric with a hanging patch pocket. This is a beautifully spacious handbag, with the luxury and style of Louis Vuitton!",Very G,"Corner wear, color transfer , edge wear , marks","Scratch(es) , tarnish","Scuffs , patina , liquid marks","k marks, surface wea",
Damier Ebene Cabas Rosebery,https://www.fashionphile.com/louis-vuitton-damier-ebene-cabas-rosebery-465640,"
                                                    $1,055                                            ",Louis Vuitton,"1,810",465640,Handbags,12.5 ,11 ,5.25 ,15.5 ,2011,"dust bag, strap","We guarantee this is an authentic LOUIS VUITTON Damier Ebene Cabas Rosebery or 100% of your money back. This stylish tote is crafted of Louis Vuitton damier ebene checkered canvas. The shoulder bag features dark brown leather top handles, an optional adjustable leather shoulder strap with a crossover strap and a polished gold turn lock. The top is open to a rouge red fabric interior with zipper and patch pockets. This is an excellent tote, ideal for everyday use, from Louis Vuitton!",Very G,"Corner wear, scuffs , edge wea","Scratch(es) , tarnish","Creases, wear at resin glazing","Surface wear, marks",
Monogram Alma PM,https://www.fashionphile.com/louis-vuitton-monogram-alma-pm-474153,"
                                                    $765                                            ",Louis Vuitton,"1,580",474153,Handbags,12 ,9.25 ,6.5 ,3.25 ,1998,lock (key not included),"We guarantee this is an authentic LOUIS VUITTON Monogram Alma PM or 100% of your money back. This bowling style tote is crafted of classic Louis Vuitton monogram coated canvas. This structured bag features a signature vachetta cowhide leather trim including rolled top handles, and base with polished brass hardware. The top zipper opens to a cocoa brown fabric interior with patch pockets. This is a classic handbag ideal for everyday use, by Louis Vuitton!",Very G,"Corner wear, scuffs , structure wear , patina of vachetta , leather has been treated, liquid marks","Oxidation , tarnished, faint scratch(es)","Edge wear , patina , frayed stitch(es)","Pilling, pocket(s) stretched",
Monogram Pochette Twin PM,https://www.fashionphile.com/louis-vuitton-monogram-pochette-twin-pm-511600,"
                                                    $750                                            ",Louis Vuitton,,511600,Clutch & Evening,7.5 ,4 ,1.25 ,20.75 ,1999,"dust bag, strap","We guarantee this is an authentic LOUIS VUITTON Monogram Pochette Twin PM or 100% of your money back. This classic pochette is crafted of Louis Vuitton monogram on toile canvas. This handbag features a removable vachetta cowhide leather shoulder strap and a facing flap that opens to a beige microfiber interior. This versatile bag can be worn on one shoulder, across the body, or just as a clutch, only from Louis Vuitton!",Very G,"Corner wear, warped or bent, patina of vachetta , edge wea",Scratch(es),"Edge wear , darkening , patina , liquid marks",Marks,
Mahina Haumea Galet,https://www.fashionphile.com/louis-vuitton-mahina-haumea-galet-512331,"
                                                    $3,125                                            ",Louis Vuitton,"4,650",512331,Handbags,12 ,9.75 ,6 ,12.25 ,2019,"dust bag, strap, tassel",We guarantee this is an authentic LOUIS VUITTON Mahina Haumea Galet or 100% of your money back. This chic handbag is crafted of grained calfskin leather in beige. The shoulder bag features braided rolled beige leather top handles with matching tassel detailing at the front and silver hardware. This opens to a brown suede interior with flat pockets. Enjoy this handbag for day or evening use with the luxury and style of Louis Vuitton.,Excell,"Corner wear, color transfer , marks",Faint scratch(es),,Marks,
Monogram Retiro GM,https://www.fashionphile.com/louis-vuitton-monogram-retiro-gm-470545,"
                                                    $1,230                                            ",Louis Vuitton,"1,960",470545,Handbags,15.5 ,11 ,6.75 ,8.5 ,2011,"dust bag, strap",We guarantee this is an authentic LOUIS VUITTON Monogram Retiro GM or 100% of your money back. This tote is beautifully crafted of classic Louis Vuitton monogram coated canvas with complimentary signature vachetta cowhide leather including sturdy strap handles and an optional shoulder strap. The shoulder bag has polished brass hardware including the top zipper that opens to a durable and stain-resistant ivory alcantara fabric with patch pockets. This is an excellent bag for all of your everyday needs with the special touch of luxury and style from Louis Vuitton!,Very G,"Corner wear, creases, scuffs , faded area(s), patina of vachetta , cracks, marks, liquid marks","Plating wear , faint scratch(es)","Creases, wear at resin glazing, patina , liquid marks, sizing marks , marks","Surface wear, marks, pilling, pocket(s) stretched, stain(s)",
Damier Ebene Berkeley,https://www.fashionphile.com/louis-vuitton-damier-ebene-berkeley-507088,"
                                                    $895                                            ",Louis Vuitton,"1,890",507088,Handbags,12.25 ,8.5 ,7.5 ,5 ,,dust bag,"We guarantee this is an authentic LOUIS VUITTON Damier Ebene Berkeley or 100% of your money back. This chic structured tote is crafted of Louis Vuitton signature damier checkered canvas in ebene brown. This handbag features a front Louis Vuitton brass plate, exterior pockets on each side panel, and dark brown leather adjustable top handles, and piping. The top zipper opens to a red microfiber interior with patch pockets. This is a stylish handbag, ideal for everyday use, from Louis Vuitton!",Very G,"Corner wear, scuffs , edge wear , marks, sizing marks","Scratch(es) , plating","Scuffs , marks","Residue marks , surface wear, pocket(s) stretched",Worn serial number(s)
Damier Ebene Pochette Melville,https://www.fashionphile.com/louis-vuitton-damier-ebene-pochette-melville-512037,"
                                                    $595                                            ",Louis Vuitton,940,512037,Crossbody,9.75 ,9.5 ,,17.5 ,2006,dust bag,"We guarantee this is an authentic LOUIS VUITTON Damier Ebene Pochette Melville or 100% of your money back. This chic crossbody bag is crafted of Louis Vuitton's signature Damier coated canvas in brown. The bag features an adjustable nylon crossbody strap, an exterior pocket with a plastic buckle closure, and a brass top zipper that opens to a compact dark brown fabric interior. This tote is ideal for just the essentials, with the luxury and style only from Louis Vuitton!",G,"Corner wear, scuffs , edge wear , cracks","Scratch(es) , tarnish",Marks,"Surface wear, marks",
