prname,page2,price,authnumber,sizeInch,color_material,accessories,outside_condition,inside_condition,other,smell,product_nr
LOUIS VUITTON CITE GM SHOULDER BAG MONOGRAM M51181,/collections/louis-vuitton/products/ao25697,"108,000",FL0032,"W 14.6 x H 8.7 x D 4.5 ""

Strap Drop. 11.0 ""","Brown
/
Monogram Canvas, Leather",Dust Bag,Excellent condition,Excellent condition,-,-,AO25697
LOUIS VUITTON SPEEDY 30 HAND BAG MONOGRAM ECLIPSE BLACK M40244,/collections/louis-vuitton/products/ao25696,"228,000",VI2089,"W 11.8 x H 7.0 x D 5.9""

Handle Drop. 6.2 ""","Black, Gold
/
Monogram Canvas, Leather, Sequins",-,There is sign of use overall.,There is sign of use overall.,-,-,AO25696
LOUIS VUITTON SPONTINI 2WAY HAND BAG MONOGRAM M47500,/collections/louis-vuitton/products/ao20683,"108,000",AR 0094,"W 7.7 x H 7.9 x D 3.1 ""

Handle Drop. 3.9 ""

Strap Drop. 20.5 ""","Brown
/
Monogram Canvas, Leather",Shoulder Strap,"There is sign of use overall.

crack",Excellent condition,-,perfume,AO20683
LOUIS VUITTON SPEEDY 35 HAND BAG MONOGRAM M41524,/collections/louis-vuitton/products/ao18414,"59,800",SP 0977,"W 13.8 x H 9.1 x D 7.1 ""

Handle Drop. 3.5 ""","Brown
/
Monogram Canvas, Leather",-,There is sign of use overall.,"There is sign of use overall.

Pen mark",-,-,AO18414
LOUIS VUITTON SOHO BACKPACK HAND BAG DAMIER N51132,/collections/louis-vuitton/products/ao17608,"198,000",TH 0043,"W 9.4 × H 11.8 × D 3.5 ""

Handle Drop. 2.0 ""

Strap total length. 26.8 - 29.9 ""","Brown
/
Handle Drop. 5.0 cm",Dust Bag,Excellent condition,Excellent condition,-,-,AO17608
LOUIS VUITTON SPEEDY 30 HAND BAG PINK MONOGRAM GRAFFITI M93704,/collections/louis-vuitton/products/ao16228,"328,000",TH 5008,"W 12.0 x H 8.7 x D 7.1 ""

Handle Drop. 3.9 ""","Brown, Pink
/
Monogram Canvas, Leather",-,"There is sign of used overall.

Leather part: minor suntanned and stain.

Corner: scuff.","Good condition

Leather part: stain.",Pocket has minor pen mark.,-,AO16228
LOUIS VUITTON Impala Damie sovage Handbag M92133,/collections/louis-vuitton/products/ao25621,"69,800",CE1000,"W 7.8x H 5.7 x D 3.5""

Handle Drop. 3.1""","Brown
 / 
Fur, Leather",-,"Excellent condition

Minor scuff.",Excellent condition,-,-,AO25621
LOUIS VUITTON DANUBE Neiman Marcus 90th Anniversary SHOULDER BAG M45266,/collections/louis-vuitton/products/ao25622,"89,800",SL0997,"W 5.9 x H 8.3 x D 1.8 ""

Strap Drop. 18.9 - 22.1 ""","Brown
 / 
Monogram Canvas, Leather",-,Good condition,Good condition,-,-,AO25622
LOUIS VUITTON MULTIPLI CITE SHOULDER BAG MONOGRAM M51162,/collections/louis-vuitton/products/ao25620,"108,000",MB1003,"W 14.2 x H 10.6 x D 4.5 ""

Strap Drop. 7.5 - 8.7 ""","Brown
 / 
Monogram Canvas, Leather",Dust Bag,"Excellent condition

Leather has a minor tan.",Excellent condition,-,-,AO25620
LOUIS VUITTON TROTTEUR SHOULDER BAG MONOGRAM M51240,/collections/louis-vuitton/products/ao19941,"108,000",AR1013,"W 8.9 x H 4.9 x D 2.8 ""

Strap Drop. 18.5 - 20.9 ""","Brown
/
Monogram Canvas, Leather","Manual, Dust Bag",Excellent condition,Excellent condition,-,-,AO19941
LOUIS VUITTON CAMERA BAG SHOULDER BAG MONOGRAM DENIM M95348,/collections/louis-vuitton/products/ao15565,"268,000",SR 1067,"W 6.3 x H 7.9 x D 2.4 ""

Strap Drop. 20.5 - 22.8 ""","Indigo
/
Monogram Denim, Leather",-,"There is sign of use overall.

Denim: scuff, dirt and suntanned.

Leather part: scuff, suntanned and stains.",Good condition,-,-,AO15565
LOUIS VUITTON POCHETTE TWIN PM SHOULDER BAG MONOGRAM M51854,/collections/louis-vuitton/products/ao13437,"69,800",CA 0993,"W 7.5 "" x H 4.1 "" x D 0.8 ""

Strap Drop. 19.7 ""","Brown
/
Monogram Canvas, Leather",-,"There is sign of use overall.

Leather has suntanned, scuff and stain.",Good condition,-,-,AO13437
LOUIS VUITTON ELLIPSE PM HAND TOTE BAG MONOGRAM M51127,/collections/louis-vuitton/products/ao11923,"89,800",VI 1927,"W 8.3 x H 11.0 x D 2.8 ""

Handle Drop. 3.9 ""","Brown
/
Monogram Canvas, Leather",-,"Good condition

Leather part: scuff, suntanned and stains.",Good condition,-,-,AO11923
LOUIS VUITTON BEL AIR 2WAY BUSINESS HAND BAG MONOGRAM M51122,/collections/louis-vuitton/products/ao09024,"198,000",SL 0978,"W 11.2 "" x H 8.7 "" x D 3.0 ""

Handle Drop. 1.2 ""

Strap Drop. 19.3 - 26.4 ""","Brown
/
Monogram Canvas, Leather","Shoulder Strap, Dust Bag, Box","Good condition

Leather is minor dirt.

Handle is minor stain.",Good condition,-,-,AO09024
LOUIS VUITTON MINI MONTSOURIS BACKPACK MONOGRAM M51137,/collections/louis-vuitton/products/ao08525,"128,000",SP 0947,"W 8.9 x H 8.3 x D 3.9 ""

Handle Drop. 3.1 ""

Strap total length. 25.6 - 27.6 ""","Brown
/
Monogram Canvas, Leather",-,"There is sign of use overall.

Leather part: scuff, suntanned and stains.","Good condition

There is scuff and minor dirt.",-,-,AO08525
LOUIS VUITTON MONTSOURIS PM BACKPACK HAND BAG MONOGRAM M51137,/collections/louis-vuitton/products/ao07514,"198,000",SP1927,"W 8.3 x H 9.4 x D 3.5 ""

Strap total length. 26.8 - 29.9 ""","Brown
/
Monogram Canvas, Leather",-,"Good condition

Drawstring Code is Scuff",Good condition,-,-,AO07514
LOUIS VUITTON SAUMUR 35 MESSENGER SHOULDER BAG MONOGRAM,/collections/louis-vuitton/products/ao07445,"69,800",MB 1927,"W 13.8 "" x H 11.0 "" x D 9.4 ""

Strap Drop. 15.7 - 22.8 ""","Brown
/
Monogram Canvas, Leather",-,"There is sign of use overall.

Leather has scuff, minor crack and dirt.

Shoulder has suntanned and wrinkle.","There is sign of use overall.

There is dirt.",-,-,AO07445
LOUIS VUITTON AMAZON CROSS BODY SHOULDER BAG MONOGRAM M45236,/collections/louis-vuitton/products/ao07440,"69,800",AR 0090,"W 5.9 "" x H 8.3 "" x D 3.7 ""

Strap Drop. 16.9 - 24.0 ""","Brown
/
Monogram Canvas, Leather",-,"There is sign of use overall.

Leather has stain and scuff.

Shoulder roots has loose.",Good condition,-,-,AO07440
LOUIS VUITTON TROTTEUR CROSS BODY SHOULDER BAG MONOGRAM M51240,/collections/louis-vuitton/products/ao07384,"98,000",AR 0081,"W 8.7 "" x H 4.9 "" x D 2.8 ""

Strap Drop. 16.9 - 21.7 ""","Brown
/
Monogram Canvas, Leather",-,"Good condition

Shoulder has minor suntanned.",Excellent condition,-,-,AO07384
LOUIS VUITTON SPEEDY 40 HAND BAG MONOGRAM M41522,/collections/louis-vuitton/products/ao07299,"79,800",MB 8906,"W 16.1 "" x H 9.4 "" x D 7.5 ""

Handle Drop. 3.5 ""","Brown
/
Monogram Canvas, Leather",-,"There is sign of use overall.

Handle and leather is suntanned.","There is sign of use overall.

There is stain.",-,-,AO07299
LOUIS VUITTON SPEEDY 30 HAND BAG PINK MONOGRAM GRAFFITI M93704,/collections/louis-vuitton/products/ao06595,"298,000",AA 0029,"W 12.2 x H 8.5 x D 6.9 ""

Handle Drop. 3.5 ""","Brown, Pink
/
Monogram Graffiti Canvas, Leather","Padlock, Keys x2, Manual","Excellent condition

Leather part : scuff and minor stain.",Excellent condition,-,-,AO06595
LOUIS VUITTON Speedy 40 Hand Bag Monogram M41522,/collections/louis-vuitton/products/ao06430,"79,800",SP0914,"W 16.1 "" x H 9.8 "" x D 7.9 ""

Handle Drop. 3.1 ""","Brown
/
Monogram canvas, Leather",-,"There is sign of use overall.

Leather part: Discoloration, Rubbed, Stain","There is sign of use overall.

Leather part: Mold stain",-,-,AO06430
LOUIS VUITTON KEEPALL 50 TRAVEL HAND BAG MONOGRAM GRAFFITI M92196,/collections/louis-vuitton/products/ao05986,"498,000",FL 0051,"W 20.1 x H 11.8 x D 8.7 ""

Handle Drop. 3.1 ""","Brown, Khaki
/
Monogram Graffiti Canvas, Leather","Name Tag, Handle Holder, Dust Bag","Good condition

Leather part: scuff, minor suntanned and stains.",Good condition,-,-,AO05986
LOUIS VUITTON UTAH REPORTER MESSENGER SHOULDER BAG MENS M92072,/collections/louis-vuitton/products/ao25570,"89,800",-,"W 13.0 x H 9.8 x D 3.1 ""

Strap Drop. 13.8 - 19.7 ""","Brown, Black
/
Utah Leather",-,Good condition,Good condition,-,-,AO25570
LOUIS VUITTON POCHETTE MONTAIGNE SHOULDER BAG BLACK EPI M59292,/collections/louis-vuitton/products/ao25569,"98,000",TH5018,"W 9.8 x H 4.3 x D 2.4 ""

Strap Drop. 7.1 - 8.7 ""","Black
/
Epi Leather, Leather",-,Excellent condition,Good condition,-,-,AO25569
LOUIS VUITTON SOUFFLOT HAND BAG BROWN EPI M52228,/collections/louis-vuitton/products/ao25567,"79,800",AR0958,"W 12.2 x H 5.9 x D 5.5 ""

Handle Drop. 6.7 ""","Gold(Brown)
/
Epi Leather, Leather",Pouch,"Excellent condition

The pouch strap has split.",Excellent condition,-,-,AO25567
LOUIS VUITTON L'INGENIEUX TROMPE L'OEIL M92712 Handbag Monogram Trompe,/collections/louis-vuitton/products/ao25531,"248,000",TH0074,"W 14.2 x H 7.9 x D 5.9 ""

Handle Drop. 3.5 ""","Yellow, Brown
/
Alligator Skin, Velvet","Manual, Dust bag",Excellent condition,Excellent condition,-,-,AO25531
LOUIS VUITTON VAVIN PM HAND BAG MONOGRAM PANDA M51173 MURAKAMI,/collections/louis-vuitton/products/ao25530,"298,000",SN 0094,"W 8.1 x H 8.3 x D 3.3 ""

Handle Drop. 4.7 ""","Brown
/
Monogram Canvas, Leather",Dust Bag,Excellent condition,Excellent condition,-,-,AO25530
LOUIS VUITTON PAPILLON SHOULDER BAG MONOGRAM PUMPKIN DOTS M40689,/collections/louis-vuitton/products/ao25472,"198,000",MB2182,"W 11.8 × H 5.9 × D 5.9 ""

Strap Drop. 11.4 ""","Red, Brown
/
Monogram pumpkin canvas, Leather","Manual, Dust Bag, Padlock, Key x2",Excellent condition,Excellent condition,-,-,AO25472
LOUIS VUITTON Messager NM M93226 Messenger Bag Damier Geant,/collections/louis-vuitton/products/ao25474,"89,800",VI 2078,"W 14.6 x H 11.0 x D 3.5 ""

Strap Drop. 9.8 - 19.7 ""","Terre
/
Damier Geant Canvas,Leather",-,Good condition,Excellent condition,-,-,AO25474
LOUIS VUITTON LOOPING MM SHOULDER BAG MONOGRAM M51146,/collections/louis-vuitton/products/ao25473,"79,800",FL 0092,"W 9.1 x H 8.3 x D 3.9 ""

Strap Drop. 8.3 ""","Brown
/
Monogram Canvas, Leather",Dust Bag,"Good condition

Leather part: scuff, minor suntanned and stains.","Good condition

There is pen mark.",-,-,AO25473
LOUIS VUITTON LEOPARD BABY HAND BAG M94257 2012 COLLECTION,/collections/louis-vuitton/products/ao25471,"108,000",FL2182,"W 9.1 x H 6.1 x D 4.7 ""

Handle Drop. 3.0 ""","Black, Brown
/
Jacquard Canvas, Leather","Name Tag, Dust Bag",Good condition,Good condition,-,-,AO25471
LOUIS VUITTON VAVIN PM HAND TOTE BAG EPI RED SP ORDER,/collections/louis-vuitton/products/ao25469,"108,000",AAS26747,"W 8.1 x H 8.3 x D 3.3 ""

Handle Drop. 4.7 ""","Red
/
Epi leather",-,Good condition,Good condition,-,-,AO25469
LOUIS VUITTON MUSETTE SHOULDER BAG ORANGE MONOGRAM PERFO M95174,/collections/louis-vuitton/products/ao25416,"118,000",TH 0036,"W 12.2 "" x H 11.4 "" x D 3.1 ""

Strap Drop. 15.4 - 16.9 ""","Brown, Orange
/
Monogram Perfo Canvas, Leather",-,"There is sign of use overall.

Leather part: scuff, stain and minor crack",Excellent condition,-,-,AO25416
LOUIS VUITTON WATCH JEWELRY CASE BOX TRUNK SP ORDER,/collections/louis-vuitton/products/ao25224,"398,000",112401,"W 12.6 x H 7.3 x D 9.1 ""","Brown
/
Leather","Keys*2, Manual, Roll Pouch, Cloth, Dust Bag","Good condition

scratches",Excellent condition,-,-,AO25224
LOUIS VUITTON JEMINE 34 SHOES CASE TRUNK MONOGRAM M21628,/collections/louis-vuitton/products/ao25223,"598,000",1113982,"W 23.8 "" x H 8.3 "" x D 14.2 ""

Handle Drop. 2.8 ""","Brown
/
Monogram Canvas, Leather, Metal",Name Tag,"Good condition

Handle: scuff and stain.

Metal fittings: rust
The corner is concave","Good condition

Metal fittings: rust",-,-,AO25223
LOUIS VUITTON THAMES PM SHOULDER BAG MONOGRAM M56384,/collections/louis-vuitton/products/ao25222,"158,000",AR0059,"W 15.4 x H 8.3 x D 2.8 ""

Strap Drop. 7.9 - 8.7 ""","Brown
/
Monogram canvas, Leather",-,Excellent condition,"Excellent condition

Minor dirt.",-,-,AO25222
LOUIS VUITTON DANUBE SHOULDER BAG MONOGRAM MINI LIN M95228,/collections/louis-vuitton/products/ao25221,"79,800",TH 0097,"W 5.5 "" x H 8.3 "" x D 1.6 ""

Strap Drop. 16.9 - 20.5 ""","Brown
/
Monogram Mini Lin Canvas, Leather",-,"Good condition

Monogram mini lin: minor discoloration",Good condition,-,-,AO25221
LOUIS VUITTON LOCKIT MM HAND TOTE BAG BLACK SUHALI M91875,/collections/louis-vuitton/products/ao25220,"128,000",DU0076,"W 13.4 x H 11.8 x D 7.1""

Handle drop. 5.5 ""","Black
/
Suhali Leather","Cover of Keys, Keys*2, Padlock, Dust Bag, Box",Excellent condition,Excellent condition,-,-,AO25220
LOUIS VUITTON NEO CABBY MM 2WAY HAND BAG MONOGRAM DENIM M95351,/collections/louis-vuitton/products/ao25217,"79,800",TH2037,"W 15.7 x H 10.2 x D 5.9 ""

Handle Drop. 5.1 ""

Shoulder Drop. 7.9 - 9.8 ""","Black
/
Monogram Denim, Leather",Shoulder Strap,"Good condition

Scuff","Good condition

Minor stain",-,-,AO25217
LOUIS VUITTON POCHETTE ACCESSOIRES 2WAY HAND BAG GRAFFITI M92191,/collections/louis-vuitton/products/ao25296,"128,000",AR 0051,"W 8.3 x H 5.1 x D 1.4 ""

Handle Drop. 5.5 ""

Strap Drop. 23.6 ""","Brown, Khaki
/
Monogram Graffiti Canvas, Leather",Shoulder Strap,There is sign of use overall.,Good condition,-,-,AO25296
LOUIS VUITTON STRATOS 55 ATTACHE HARD CASE TRUNK MONOGRAM,/collections/louis-vuitton/products/ao25305,"79,800",-,"W 21.3 x H 13.4 x D 7.1 ""

Handle Drop. 2.0 ""","Brown
/
Monogram Canvas, Leather",-,"There is sign of use overall.

Leather part: suntanned, scratches, stain and minor torn.

Zipper top: Deformation","There is sign of use overall.

scuff and many stains.

Metal fittings: discoloration",-,-,AO25305
LOUIS VUITTON AMFAR THREE VANITY STAR SOUPLE SHOULDER BAG M47275,/collections/louis-vuitton/products/ao25302,"118,000",SL 1001,"W 11.4 x H 11.8 x D 7.1 ""

Shoulder Drop. 11.4 - 15.0 ""","Brown
/
Monogram Canvas, Leather",-,"Good condition

Leather part: scuff and stain",Good condition,-,-,AO25302
LOUIS VUITTON MUSETTE SALSA BAG DAMIER N51300,/collections/louis-vuitton/products/ao25301,"69,800",LM 1003,"W 9.3 x H 9.8 x D 3.0 ""

Strap Drop. 20.9 - 23.2 ""","Brown
/
Damier Canvas, Leather",-,"Good condition

Strap: wrinkle.

Strap roots: minor peeled",Good condition,-,-,AO25301
LOUIS VUITTON VERNIS READE MM HAND TOTE BAG BEIGE M91141,/collections/louis-vuitton/products/ao25298,"59,800",TH 0092,"W 9.8 x H 13.4 x D 4.5 ""

Handle Drop. 5.1 ""","Beige
/
Patent Leather, Leather","Manual, Dust Bag","Good condition

Patent leather: dirt.

Leather part: suntanned",Good condition,-,-,AO25298
LOUIS VUITTON CHRISSIE MM SHOULDER BAG WHITE MULTI-COLOR M40311,/collections/louis-vuitton/products/ao25190,"198,000",SP 2140,"W 15.7 x H 10.6 x D 4.7 ""

Shoulder Drop. 6.7 - 7.9 ""","White, etc
/
Monogram Multi-Color Canvas, Leather","Cover of Key(Strap: minor crack), Keys*2, Dust Bag","Good condition

Leather part: suntanned and minor scuff",Excellent condition,-,-,AO25190
LOUIS VUITTON POCHETTE COSMETIC POUCH DAMIER N47516,/collections/louis-vuitton/products/ao25195,"45,800",CA0078,"W 6.7 × H 4.3 × D 2.4 ""","Brown
/
Damier Canvas, Leather",Dust Bag,Excellent condition,Excellent condition,-,-,AO25195
LOUIS VUITTON SOHO BACKPACK BAG MONOGRAM M50200,/collections/louis-vuitton/products/ao25193,"298,000",TH 1016,"W 9.4 × H 12.2 × D 3.5 ""

Handle Drop. 2.0 ""

Strap total length. 28.7 - 31.9 ""","Brown
/
Monogram Canvas, Leather",Dust Bag,"Excellent condition

Leather part: suntanned and dirt",Excellent condition,-,-,AO25193
LOUIS VUITTON STEAMER 65 TRAVEL HAND BAG MONOGRAM,/collections/louis-vuitton/products/ao25192,"148,000",-,"W 25.6 x H 23.6 x D 11.0 ""

Handle Drop. 1.2 ""","Brown
/
Monogram Canvas, Leather",Name Tag,"There is sign of use overall.

Leather part: frayed, seal mark, scratches, stain and crack.

Corner: scuff and torn.

Metal fittings: rust and patina","There is sign of use overall.

frayed and peeled(Bottom)

Metal fittings: rust and patina",-,-,AO25192
LOUIS VUITTON CITE MM SHOULDER BAG MONOGRAM M51182,/collections/louis-vuitton/products/ao25191,"79,800",FL 0013,"W 9.8 x H 6.5 x D 4.3 ""

Strap Drop. 9.8 ""","Brown
/
Monogram Canvas, Leather",-,Good condition,Excellent condition,-,-,AO25191
LOUIS VUITTON VAVIN PM HAND BAG MONOGRAM PANDA M51173 MURAKAMI,/collections/louis-vuitton/products/ao25189,"298,000",SN 0094,"W 8.1 x H 8.3 x D 3.3 ""

Handle Drop. 4.7 ""","Brown
/
Monogram Canvas, Leather",Dust Bag,"Excellent condition

Leather part: minor suntanned",Excellent condition,-,-,AO25189
LOUIS VUITTON POPINCOURT HAUT SHOULDER BAG MONOGRAM M40007,/collections/louis-vuitton/products/ao25119,"138,000",SR 0026,"W 11.0 x H 9.4 x D 5.1 ""

Strap Drop. 7.1 - 9.4 ""","Brown
/
Monogram Canvas, Leather",Dust Bag,Good condition,Good condition,-,-,AO25119
LOUIS VUITTON ORSAY CLUTCH HAND BAG MONOGRAM M51790,/collections/louis-vuitton/products/ao25115,"79,800",AR 1000,"W 9.6 x H 6.3 x D 2.0 ""","Brown
/
Monogram Canvas, Leather",Dust Bag,Excellent condition,Excellent condition,-,-,AO25115
LOUIS VUITTON ALMA MM HAND BAG BEIGE MONOGRAM GRAFFITI M92180,/collections/louis-vuitton/products/ao25055,"168,000",BA 0041,"W 11.0 x H 8.7 x D 4.3 ""

Handle Drop. 3.1 ""","Beige, White
/
Leather",Dust Bag,Good condition,Good condition,-,-,AO25055
LOUIS VUITTON SPEEDY 30 HAND BAG GREEN GRAFFITI M93706,/collections/louis-vuitton/products/ao25060,"348,000",TH 5008,"W 11.8 "" x H 9.1 "" x D 6.7 ""

Handle Drop. 3.1 ""","Brown, Green
/
Monogram Graffiti Canvas, Leather",Dust Bag,"Excellent condition

Leather part: minor suntanned",Excellent condition,-,-,AO25060
LOUIS VUITTON SHERWOOD WAIST BUM BAG POUCH RED EPI M52907,/collections/louis-vuitton/products/ao25059,"59,800",MI 1902(Bag) / CT 0944(Belt),"W 4.7 x H 4.3 x D 0.4 ""

Belt Size. 24.8 - 28.7 ""

#34/85","Red
/
Epi Leather, Leather",-,Good condition,Good condition,-,-,AO25059
LOUIS VUITTON SAC DEPAULE PM SHOULDER BAG BLUE BLACK EPI BI-COLOR,/collections/louis-vuitton/products/ao25058,"79,800",VI 0932,"W 10.2 x H 11.4 x D 5.7 ""

Strap Drop. 14.2 - 16.1 ""","Blue, Black
/
Epi Leather, Leather",-,"Good condition

Loose shape.

Strap: mold stain",Good condition,-,-,AO25058
LOUIS VUITTON COLUMBINE SHOULDER TOTE BAG DAMIER N99037,/collections/louis-vuitton/products/ao25057,"108,000",AS 0917 / 8937,"W 16.1 x H 11.0 x D 5.7 ""

Shoulder Drop. 12.6 ""","Brown
/
Damier Canvas, Leather",-,"There is sign of use overall.

Leather part: suntanned and scratches",Good condition,-,-,AO25057
LOUIS VUITTON TROUSSE WAPITY POUCH MONOGRAM MULTICOLOR M58033,/collections/louis-vuitton/products/ao24992,"98,000",FL 0095,"W 4.1 x H 3.1 x D 1.8 ""","White, etc
/
Monogram Multi-Color Canvas, Leather",Dust Bag,"Good condition

Zipper rail is dirt.",Excellent condition,-,-,AO24992
LOUIS VUITTON BAGGY GM SHOULDER BAG MONOGRAM DENIM M95048,/collections/louis-vuitton/products/ao24969,"198,000",FL 1005(Bag) / TH 1016(Strap),"W 12.6 x H 13.0 x D 3.9 ""

Strap Drop. 7.9 - 9.8 or 19.7 - 24.4 ""","Indigo, Brown
/
Monogram Denim, Leather","Spare Strap, Dust Bag",AO24969,"Excellent condition

Long strap: suntanned",Excellent condition,-,AO24969
LOUIS VUITTON KEEPALL 60 TRAVEL HAND BAG MONOGRAM M41422,/collections/louis-vuitton/products/ao24976,"89,800",FL 1929,"W 24.0 x H 12.6 x D 10.2 ""

Handle Drop. 3.9 ""","Brown
/
Monogram Canvas, Leather","Name Tag, Handle Holder",AO24976,"Good condition

Leather part: suntanned and minor stain.",Good condition,-,AO24976
LOUIS VUITTON NOE DRAWSTRING SHOULDER BAG EPI TRI-COLOR M44082,/collections/louis-vuitton/products/ao24968,"98,000",AR 1915,"W 10.4 x H 13.2 x D 7.1 ""

Strap Drop. 10.2 - 13.4 ""","Blue, Red, Green
/
Epi Leather, Leather",-,AO24968,Good condition,Good condition,-,AO24968
LOUIS VUITTON NEO SPEEDY HAND BAG PINK MONOGRAM DENIM M95214,/collections/louis-vuitton/products/ao24967,"148,000",SP 0026,"W 12.0 x H 6.5 x D 6.3 ""

Handle Drop. 4.3 ""","Pink, Brown
/
Monogram Denim Canvas, Leather",-,AO24967,"Good condition

Leather part: scuff and minor stain",Good condition,-,AO24967
LOUIS VUITTON SAC PLAT HAND TOTE BAG MONOGRAM MIROIR M40269,/collections/louis-vuitton/products/ao24964,"298,000",FO 3019,"W 14.2 x H 15.0 x D 3.1 ""

Handle Drop. 4.3 ""","Silver
/
Patent Leather",Manual,AO24964,Good condition,Good condition,-,AO24964
LOUIS VUITTON VAVIN GM SHOULDER TOTE BAG MONOGRAM M51170,/collections/louis-vuitton/products/ao24961,"128,000",SD 0062,"W 11.8 x H 12.6 x D 4.3 ""

Strap Drop. 7.9 ""","Brown
/
Monogram canvas, Leather",-,AO24961,Good condition,Excellent condition,-,AO24961
LOUIS VUITTON SAC PLAT HAND TOTE BAG DAMIER N51140,/collections/louis-vuitton/products/ao24911,"128,000",MI 1005,"W 14.2 x H 15.0 x D 3.9 ""

Handle Drop. 4.7 ""","Brown
/
Damier Canvas, Leather",Dust Bag,AO24911,Good condition,Good condition,-,AO24911
LOUIS VUITTON TROUSSE WAPITY POUCH BAG MONOGRAM MULTICOLOR M58034,/collections/louis-vuitton/products/ao24885,"98,000", FL 0055," W 4.1 x H 3.1 x D 1.8 """," Black, etc / Monogram Multi-Color Canvas, Leather", Dust Bag, AO24885, Good condition, Good condition, -, AO24885
LOUIS VUITTON AMAZON CROSS BODY SHOULDER BAG DAMIER N48074,/collections/louis-vuitton/products/ao24916,"138,000",TH 1016,"W 5.9 x H 8.3 x D 3.5 ""

Strap Drop. 17.7 - 21.3 ""","Brown
/
Damier Canvas, Leather",Dust Bag,AO24916,"Excellent condition

Metal fittings: minor discoloration",Excellent condition,-,AO24916
LOUIS VUITTON LITTLE BOULOGNE HAND BAG MONOGRAM SATIN M92143,/collections/louis-vuitton/products/ao24914,"89,800",SR 0031,"W 7.5 x H 3.9 x D 2.0 ""

Handle Drop. 7.5 - 8.7 ""","Brown
/
Monogram Satin, Leather",-,AO24914,Good condition,Good condition,-,AO24914
LOUIS VUITTON SPEEDY 25 HAND BAG MONOGRAM CHERRY MURAKAMI M95009,/collections/louis-vuitton/products/ao24912,"298,000",SP 0025,"W 10.2 x H 7.5 x D 5.9 ""

Handle Drop. 3.5 ""","Brown, Red
/
Monogram Cherry Canvas, Leather",Dust Bag,AO24912,"Good condition

Leather part: minor stain",Excellent condition,-,AO24912
