productname,productpage,price,brand,estretailpr,itemnr,category,length,height,width,drop,year,acc_included,description,condition,cond_ext,cond_hw,cond_handle,cond_int,cond_other
Aged Calfskin Chevron Quilted 2.55 Reissue 226 Flap Red,https://www.fashionphile.com/chanel-aged-calfskin-chevron-quilted-255-reissue-226-flap-red-447505,"
                                                    $4,630                                            ",Chanel,"6,400",447505,Handbags,11 ,6.25 ,3 ,19.5 ,2017,"box, dust bag, authenticity card",We guarantee this is an authentic CHANEL Aged Calfskin Chevron Quilted 2.55 Reissue 226 Flap Red or 100% of your money back. This stylish shoulder bag is beautifully crafted of chevron quilted aged calfskin leather in red. The bag features an aged gold reissue chain shoulder straps and an aged gold squared mademoiselle turn lock. This opens to a red leather interior with patch pockets. This is a classic shoulder bag that is ideal for everyday use from Chanel!,Excell,Faint corner wea,Faint scratch(es),,"Scuffs , marks",
Caviar Quilted Medium Boy Flap Black,https://www.fashionphile.com/chanel-caviar-quilted-medium-boy-flap-black-506250,"
                                                    $4,995                                            ",Chanel,,506250,Crossbody,9.75 ,6 ,3 ,20.5 ,2019,"authenticity card, dust bag","We guarantee this is an authentic CHANEL Caviar Quilted Medium Boy Flap Black or 100% of your money back. This stylish shoulder bag is crafted of luxurious caviar leather in black. The bag features an aged ruthenium chain shoulder strap with a leather shoulder pad, a diamond-quilted crossover flap with a linear quilted border, and an aged ruthenium CC boy push lock. This opens to a black fabric interior with a patch pocket. This is an ideal shoulder bag for any occasion, from Chanel!",Excell,,,Marks,,
Metallic Lambskin Chevron Quilted Studded Stud Wars Backpack Silver,https://www.fashionphile.com/chanel-metallic-lambskin-chevron-quilted-studded-stud-wars-backpack-silver-501501,"
                                                    $4,095                                            ",Chanel,"5,900",501501,Backpacks,7 ,8.75 ,4.25 ,13 ,2017,"dust bag, authenticity card","We guarantee this is an authentic CHANEL Metallic Lambskin Chevron Quilted Studded Stud Wars Backpack Silver or 100% of your money back. This stylish backpack is beautifully crafted of soft and smooth diamond-quilted lambskin leather in silver with dark silver and silver studs throughout. It features silver chain link shoulder straps with leather shoulder pads, a facing flap that opens with silver Chanel CC turn lock closure and an exterior back pocket. The top opens to a spacious black fabric interior for everyday essentials with the timeless style of Chanel! ",Excell,Faint scuffs,"Protective plastic sticker(s) intact, faint scratch(es)",,,
Aged Calfskin Quilted Medium Jacket Boy Flap Black,https://www.fashionphile.com/chanel-aged-calfskin-quilted-medium-jacket-boy-flap-black-490825,"
                                                    $4,595                                            ",Chanel,,490825,Crossbody,10 ,5.5 ,2.75 ,20 ,2017,"box, dust bag, authenticity card","We guarantee this is an authentic CHANEL Aged Calfskin Quilted Medium Jacket Boy Flap Black or 100% of your money back. This chic shoulder bag is crafted of black diamond-quilted calfskin leather with a linear quilted border. The bag features aged gold hardware, a chain-link shoulder strap with a leather shoulder pad, and an aged gold Chanel boy CC push lock. This opens the front flap to a black fabric interior with a patch pocket. This is an excellent shoulder bag, ideal for day and evening use, from Chanel!",Excell,,"Scratch(es) , plating",,"Perfume or cologne odor, marks",
Calfskin Quilted Large Boy Flap Green,https://www.fashionphile.com/chanel-calfskin-quilted-large-boy-flap-green-503035,"
                                                    $2,395                                            ",Chanel,"5,500",503035,Handbags,11.75 ,9 ,2.25 ,20.75 ,2013,dust bag,"We guarantee this is an authentic CHANEL Calfskin Quilted Large Boy Flap Green or 100% of your money back. This stylish flap bag is crafted of soft calfskin leather in bright green. It features a ruthenium chain shoulder strap with a leather shoulder pad, a diamond quilted flap with a linear quilted border and a ruthenium CC boy push lock. The flap opens to a black fabric interior with zipper and patch pockets. This is an ideal bag for day or evening, from Chanel!",G,"Corner wear, scuffs , nicks , structure wear , discoloration, edge wear , marks","Plating wear , faint scratch(es)","Surface wear , edge wear , creases, marks","k marks, creases, marks, imprints, bubbled",
Lambskin Chevron Quilted Small Camera Case Black,https://www.fashionphile.com/chanel-lambskin-chevron-quilted-small-camera-case-black-477608,"
                                                    $920                                            ",Chanel,,477608,Shoulder Bags,8.5 ,5 ,3 ,13 ,,,"We guarantee this is an authentic CHANEL Lambskin Chevron Quilted Small Camera Case Black or 100% of your money back. This chic vintage shoulder bag is crafted of a v-shaped chevron quilted luxurious lambskin leather in black. The bag features gold chain link shoulder straps threaded with leather and a front and rear pocket. The top zipper that opens to a matching leather interior with a zipper and patch pocket. This is a lovely shoulder bag, ideal for day and evening use, for just the necessities, from Chanel! ",G,"Corner wear, creases, structure wear , structure loss , edge wea","Oxidation , scratch(es) , plating","Edge wear , creases",Residue marks,Worn serial number(s)
Lurex Canvas Small Deauville Tote Navy Blue Gold,https://www.fashionphile.com/chanel-lurex-canvas-small-deauville-tote-navy-blue-gold-506091,"
                                                    $3,095                                            ",Chanel,,506091,Handbags,13.5 ,10.5 ,6.75 ,10 ,2019,"box, dust bag",We guarantee this is an authentic CHANEL Lurex Canvas Small Deauville Tote Navy Blue Gold or 100% of your money back. This lovely tote is crafted of fine dark blue denim canvas with a gold lurex Chanel printed advertisement logo. The bag features navy blue rolled leather top handles and silver chain link fabric threaded shoulder straps. The wide top opens to a blue fabric interior with a zipper and patch pockets. Enjoy this tote for everyday needs with the timeless style only from Chanel! ,Excell,,Faint scratch(es),,,
Aged Calfskin Chevron Quilted Small Gabrielle Hobo Dark Pink Navy Charcoal,https://www.fashionphile.com/chanel-aged-calfskin-chevron-quilted-small-gabrielle-hobo-dark-pink-navy-charcoal-431965,"
                                                    $3,835                                            ",Chanel,"3,900",431965,Crossbody,8 ,5.75 ,3.25 ,25.5 ,2018,"dust bag, authenticity card","We guarantee this is an authentic CHANEL Aged Calfskin Chevron Quilted Small Gabrielle Hobo Dark Pink Navy Charcoal or 100% of your money back. This stylish shoulder bag is featured in chevron stitched aged calfskin leather in dark blue with pink leather trim and black base. The bag features thin gold tone, silver tone and ruthenium chain link leather threaded shoulder straps with a shoulder pad. The top zipper opens to a gray fabric interior with a zipper and patch pockets. This elegant and functional shoulder bag is both versatile and chic, from Chanel!",Excell,Pilling,Faint scratch(es),,,
Calfskin Quilted Medium Coco Sporran Flap Black,https://www.fashionphile.com/chanel-calfskin-quilted-medium-coco-sporran-flap-black-436999,"
                                                    $2,215                                            ",Chanel,,436999,Handbags,12.5 ,7.5 ,3 ,,2013,"authenticity card, dust bag",We guarantee this is an authentic CHANEL Calfskin Quilted Medium Coco Sporran Flap Black or 100% of your money back. This stylish shoulder bag is crafted of richly textured double-diamond quilted calfskin leather. The bag features an aged silver chain-link shoulder strap with a leather shoulder pad and an aged silver Chanel CC Mademoiselle turn lock with decorative detailing. The flap opens to a bordeaux fabric interior with room for essentials for every situation with the timeless quality and style of Chanel! ,Very G,"Corner wear, scuffs , indentations",Scratch(es),"Scuffs , sizing marks",Marks,
Tweed Zip Tote Pink White,https://www.fashionphile.com/chanel-tweed-zip-tote-pink-white-370778,"
                                                    $800                                            ",Chanel,,370778,Handbags,9.25 ,9 ,2.5 ,18 ,Circa 2010s,,"We guarantee this is an authentic CHANEL Tweed Zip Tote Pink White or 100% of your money back. This structured frame box is crafted of pink and white tweed. The bag features plexiglass chain link shoulder straps threaded with clear PVC, and a silver Chanel CC zipper pull. The top opens to a pink leather interior with a zipper pocket and room for your essentials. This is a chic shoulder bag, ideal for everyday necessities, with the one of a kind classic style, only from Chanel!",Excell,"dge wear , frayed stitch(es)",Scratch(es),,Protective plastic sticker(s) intac,
Crumpled Grained Calfskin Quilted Mini Two Tone Flap Blue,https://www.fashionphile.com/chanel-crumpled-grained-calfskin-quilted-mini-two-tone-flap-blue-395113,"
                                                    $2,995                                            ",Chanel,,395113,Crossbody,7.25 ,5.75 ,2.25 ,22.75 ,2016,"authenticity card, dust bag, box","We guarantee this is an authentic CHANEL Crumpled Grained Calfskin Quilted Mini Two Tone Flap Blue or 100% of your money back. The chic mini cross body classic is crafted of crumpled quilted calfskin leather in blue. The shoulder bag features an aged gold chain link leather threaded shoulder strap and a facing blue Chanel CC turn lock. This opens the flap to a blue leather interior with a zipper and patch pocket. This is an excellent evening bag or petite grab and go bag for just the essentials, by Chanel!",Excell,,Faint scratch(es),,,
Caviar Quilted Timeless Clutch Black,https://www.fashionphile.com/chanel-caviar-quilted-timeless-clutch-black-475998,"
                                                    $1,745                                            ",Chanel,"1,900",475998,Clutch & Evening,11.25 ,6.25 ,2.5 ,,2006,,We guarantee this is an authentic CHANEL Caviar Quilted Timeless Clutch Black or 100% of your money back. This stylish clutch is beautifully crafted of black diamond quilted caviar leather. The clutch features a polished silver kiss lock in the form of a Chanel CC logo that opens to a black leather interior with a zipper pocket. This stylish clutch will be ideal for any evening with the essentials from the one of a kind look by Chanel!,Very G,"Warped or bent, marks",Scratch(es),,Marks,
Calfskin Stitched Medium Boy Flap Brown,https://www.fashionphile.com/chanel-calfskin-stitched-medium-boy-flap-brown-446558,"
                                                    $3,705                                            ",Chanel,"5,000",446558,Crossbody,9.75 ,5.5 ,3 ,20 ,2013,,"We guarantee this is an authentic CHANEL Calfskin Stitched Medium Boy Flap Brown or 100% of your money back. This chic bag is crafted of calfskin leather with diamond stitched and linear quilting in brown. The bag features ruthenium chain link straps with a leather shoulder pad, and a Chanel CC boy push lock. The shoulder bag opens to a brown fabric interior with a patch pocket ideal for day or evening wear with the timeless style of Chanel! ",Very G,"Corner wear, scuffs , edge wea",Scratch(es),"Creases, scuffs",Scuffs,
Caviar Quilted Maxi Double Flap Black,https://www.fashionphile.com/chanel-caviar-quilted-maxi-double-flap-black-481158,"
                                                    $5,750                                            ",Chanel,"6,900",481158,Handbags,13 ,8.75 ,3.75 ,19.25 ,,dust bag,"We guarantee this is an authentic CHANEL Caviar Quilted Maxi Double Flap Black or 100% of your money back. This stylish shoulder bag is crafted of luxurious caviar textured leather in black. The shoulder bag features a leather threaded polished gold chain link shoulder straps, a rear patch pocket, and a front flap with a gold CC turn lock. The flap opens to a second flap and a bordeaux leather interior with patch pockets. This is an ideal classic shoulder bag perfect for day or evening, from Chanel!",Excell,,Scratch(es),,Marks,
Shiny Crumpled Calfskin Small 31 Pouch Black,https://www.fashionphile.com/chanel-shiny-crumpled-calfskin-small-31-pouch-black-474781,"
                                                    $2,320                                            ",Chanel,,474781,Clutch & Evening,10 ,5.5 ,1 ,,2020,"box, dust bag, authenticity card",We guarantee this is an authentic CHANEL Shiny Crumpled Calfskin Small 31 Pouch Black or 100% of your money back. This chic clutch is crafted of fine diamond-quilted textured calfskin leather in black. The bag features a short frontal flap and a small CC. The frontal flap opens to a black leather interior with zippered compartments and card slots. This stylish clutch is only from Chanel!,Excell,,,,Scuffs,
Caviar Quilted Jumbo Double Flap Red,https://www.fashionphile.com/chanel-caviar-quilted-jumbo-double-flap-red-446407,"
                                                    $4,780                                            ",Chanel,"6,400",446407,Crossbody,12 ,8 ,3.5 ,23.25 ,2011,authenticity card,"We guarantee this is an authentic CHANEL Caviar Quilted Jumbo Double Flap Red or 100% of your money back. This large classic shoulder bag is crafted of diamond quilted caviar leather in red. The shoulder bag features polished silver chain link leather threaded shoulder straps and a front flap with a polished silver classic CC turn lock. This handbag opens to a second flap and a matching red matte leather interior with patch pockets. This is a stunning shoulder bag, ideal for every situation, with the one of a kind classic style from Chanel!",Very G,"Corner wear, creases, edge wear , faint scuffs",Scratch(es),"Surface wear , edge wear","Scuffs , imprints, edge wea",
Caviar Quilted Timeless Clutch Black,https://www.fashionphile.com/chanel-caviar-quilted-timeless-clutch-black-502944,"
                                                    $2,295                                            ",Chanel,,502944,Clutch & Evening,11 ,5.5 ,2.75 ,,2007,"box, dust bag, authenticity card",We guarantee this is an authentic CHANEL Caviar Quilted Timeless Clutch Black or 100% of your money back. This stylish clutch is beautifully crafted of black diamond quilted caviar leather. The clutch features a polished silver kiss lock in the form of a Chanel CC logo that opens to a black leather interior with a zipper pocket. This stylish clutch will be ideal for any evening with the essentials from the one of a kind look by Chanel!,Excell,,Faint scratch(es),,"Scuffs , marks",
Caviar Quilted Mini Square Flap Pink,https://www.fashionphile.com/chanel-caviar-quilted-mini-square-flap-pink-498060,"
                                                    $3,595                                            ",Chanel,,498060,Crossbody,6.5 ,5.25 ,2.5 ,21 ,2004,"dust bag, authenticity card","We guarantee this is an authentic CHANEL Caviar Quilted Mini Square Flap Pink or 100% of your money back. This stylish shoulder bag is crafted of diamond quilted luxurious caviar leather in pink. The bag features a long leather threaded gold chain-link shoulder strap and polished gold plated Chanel CC turn lock. The front flap opens to a pink leather interior with zipper and patch pockets. This is a beautiful shoulder bag, ideal for day or evening and just the essentials, from Chanel!",Very G,"Corner wear, marks",Scratch(es),,Marks,
Calfskin Quilted Large Boy Tote Camel,https://www.fashionphile.com/chanel-calfskin-quilted-large-boy-tote-camel-498460,"
                                                    $2,650                                            ",Chanel,"4,300",498460,Handbags,13 ,12 ,3.75 ,11 ,2015,"dust bag, box, authenticity card","We guarantee this is an authentic CHANEL Calfskin Quilted Large Boy Tote Camel or 100% of your money back. This chic tote is crafted of diamond quilted calfskin leather in beige. The shoulder bag features aged gold chain link straps and leather shoulder pads with a textured Boy push lock. The interior closure strap opens to a dark beige fabric interior with zipper and patch pockets. This is an excellent shopping tote with a one of a kind look, only from Chanel!",Very G,"Corner wear, ink mark(s), edge wea",Faint scratch(es),Color transfer,Scuffs,
Caviar Quilted XL Grand Shopping Tote GST Black,https://www.fashionphile.com/chanel-caviar-quilted-xl-grand-shopping-tote-gst-black-504053,"
                                                    $3,195                                            ",Chanel,"3,500",504053,Handbags,16.25 ,10.25 ,5.25 ,9.25 ,2014,,"We guarantee this is an authentic CHANEL Caviar Quilted XL Grand Shopping Tote GST Black or 100% of your money back. This stunning tote is beautifully crafted of luxurious diamond-quilted caviar leather in black. The bag features leather-threaded gold chain shoulder straps with leather shoulder pads, a prominent quilted Chanel CC logo on the front, and a wide rear pocket. The top is open to a partitioned black satin fabric interior with zipper and patch pockets. This is a classic tote, with versatility for day or evening, from Chanel!",Very G,"Corner wear, structure wear , marks","Scratch(es) , plating",Creases,"Surface wear, marks",
Lambskin Quilted Chic Pearls Clutch With Chain Black,https://www.fashionphile.com/chanel-lambskin-quilted-chic-pearls-clutch-with-chain-black-500610,"
                                                    $2,995                                            ",Chanel,,500610,Crossbody,7.5 ,4 ,1.25 ,22 ,,"authenticity card, box, dust bag","We guarantee this is an authentic CHANEL Lambskin Quilted Chic Pearls Clutch With Chain Black or 100% of your money back. This stylish wallet with chain is crafted of diamond quilted textured lambskin leather. The bag features a leather threaded aged gold chain strap, faux pearls aligned on the top, and a flap with an aged gold classic CC turn lock. This opens to a gold leather interior with zipper and patch pockets. This is a chic shoulder bag, ideal for day or evening, from Chanel!",Excell,dge wea,Protective plastic sticker(s) intact,,Scuffs,
Caviar Quilted Flap Light Beige,https://www.fashionphile.com/chanel-caviar-quilted-flap-light-beige-503477,"
                                                    $3,850                                            ",Chanel,,503477,Crossbody,10.25 ,7.5 ,3 ,19 ,2017,authenticity card,"We guarantee this is an authentic CHANEL Caviar Quilted Flap Light Beige or 100% of your money back. This sleek classic tote is crafted of diamond stitched grained caviar calfskin leather in beige. The shoulder bag features a gold chain link leather threaded shoulder strap with a shoulder pad, a rear patch pocket, and a gold CC lock closure. This opens the flap to a matching leather interior with a zipper pocket. This elegant flap bag has room for all of your day or evening essentials with the timeless quality and style of Chanel!",Excell,Faint corner wea,Faint scratch(es),,mprints,
Lambskin Chevron Quilted Mini Square Flap Black,https://www.fashionphile.com/chanel-lambskin-chevron-quilted-mini-square-flap-black-505955,"
                                                    $3,330                                            ",Chanel,"3,500",505955,Crossbody,6.5 ,5 ,2.75 ,20.25 ,2019,"box, dust bag, authenticity card",We guarantee this is an authentic CHANEL Lambskin Chevron Quilted Mini Square Flap Black or 100% of your money back. The chic crossbody bag is crafted of soft lambskin leather in black with chevron quilting. The bag features a black leather threaded gold chain-link shoulder strap and a gold Chanel CC turn-lock securing the front flap. This opens to a black leather interior with zipper and patch pockets. This purse is perfect for daytime and evening essentials with the timeless style of Chanel!,Excell,Faint scuffs,Faint scratch(es),,"Scuffs , protective plastic sticker(s) intac",
Aged Calfskin Quilted Mini Reissue Camera Case Red,https://www.fashionphile.com/chanel-aged-calfskin-quilted-mini-reissue-camera-case-red-502323,"
                                                    $2,495                                            ",Chanel,"3,000",502323,Crossbody,7 ,4 ,2 ,22.25 ,2018,"box, dust bag, authenticity card","We guarantee this is an authentic CHANEL Aged Calfskin Quilted Mini Reissue Camera Case Red or 100% of your money back. This stylish shoulder bag is beautifully crafted of aged quilted calfskin leather in red. This shoulder bag features a gold reissue shoulder chain, a front flap pocket and a Chanel mademoiselle turn lock detail. The top zipper opens to a matte red leather interior with a patch pocket. Indulge in the feminine charms of this luxury masterpiece, from Chanel!",Excell,Marks,,,,
Glazed Calfskin Large On The Road Tote Purple,https://www.fashionphile.com/chanel-glazed-calfskin-large-on-the-road-tote-purple-487288,"
                                                    $950                                            ",Chanel,"2,350",487288,Handbags,15.75 ,12.5 ,7.75 ,9 ,2009,"dust bag, authenticity card","We guarantee this is an authentic CHANEL Glazed Calfskin Large On The Road Tote Purple or 100% of your money back. This super-chic tote is crafted of textured glazed diamond stitched calfskin. The bag features tall leather strap top handles and a frontal silver Chanel CC logo. The top is open to a purple satin interior with zippered sections. This is an excellent tote for day or evening, from Chanel!",Very G,"Corner wear, scuffs , edge wea",Faint scratch(es),Wear at resin glazing,,
Calfskin Quilted XXL Travel Flap Bag Black,https://www.fashionphile.com/chanel-calfskin-quilted-xxl-travel-flap-bag-black-490914,"
                                                    $6,595                                            ",Chanel,,490914,Handbags,17.25 ,10.25 ,6.25 ,18 ,2019,"authenticity card, dust bag, box",We guarantee this is an authentic CHANEL Calfskin Quilted XXL Travel Flap Bag Black or 100% of your money back. This chic oversized flap is crafted of grained black calfskin quilted leather in black. The shoulder bag features a polished gold chain-link shoulder straps threaded with black leather and a leather shoulder pad. The front polished gold CC turn-lock opens to a spacious partitioned black fabric interior with patch pockets and a front zipper compartment. This luxurious shoulder bag is ideal for travel with the timeless and iconic style of Chanel!,New,,Protective plastic sticker(s) intact,,Protective plastic sticker(s) intac,
Caviar Quilted Maxi Double Flap Black,https://www.fashionphile.com/chanel-caviar-quilted-maxi-double-flap-black-504182,"
                                                    $4,795                                            ",Chanel,"6,900",504182,Crossbody,13 ,9 ,3.5 ,19.5 ,2011,"box, dust bag","We guarantee this is an authentic CHANEL Caviar Quilted Maxi Double Flap Black or 100% of your money back. This elegant shoulder bag is crafted of luxurious caviar textured leather in black. The bag features a leather-threaded silver chain-link shoulder strap, a rear patch pocket, and a crossover flap with a silver classic CC turn lock. The flap opens to reveal an inner flap and a burgundy leather interior with patch pockets. This is an ideal shoulder bag for day or evening with a timeless style from Chanel!",Very G,"dge wear , marks, frayed stitch(es)",Scratch(es),Edge wear,"Scuffs , marks, bubbled",
Tweed N°5 Tote Multicolor,https://www.fashionphile.com/chanel-tweed-n05-tote-multicolor-463419,"
                                                    $2,055                                            ",Chanel,,463419,Handbags,15 ,16.5 ,,11.5 ,2017,"dust bag, authenticity card","We guarantee this is an authentic CHANEL Tweed N°5 Tote Multicolor or 100% of your money back. This stylish tote is crafted of multicolored woven tweed, with a frayed border. The bag features a black leather-threaded silver chain-link detail, a prominent black patent No. 5 and a black tweed Chanel logo patch on the front. The top is open to a black diamond quilted nylon interior with a patch pocket. This is a bold tote with a timeless everyday style, from Chanel!",Excell,Marks,,,,
Aged Calfskin Quilted Small Gabrielle Hobo Light Blue,https://www.fashionphile.com/chanel-aged-calfskin-quilted-small-gabrielle-hobo-light-blue-503957,"
                                                    $3,395                                            ",Chanel,"3,900",503957,Crossbody,8 ,5.75 ,3.25 ,28.5 ,2018,"dust bag, authenticity card","We guarantee this is an authentic CHANEL Aged Calfskin Quilted Small Gabrielle Hobo Light Blue or 100% of your money back. The bag is featured in diamond stitched aged calfskin leather in light blue with a matching base. The bag features thin gold tone, silver tone and ruthenium chain link leather threaded shoulder straps with a shoulder pad. The top zipper opens to a light blue fabric interior with a zipper and patch pockets. This elegant and functional shoulder bag is both versatile and chic, from Chanel!",Excell,"Marks, faint corner wea",Faint scratch(es),,,
Aged Calfskin Quilted 2.55 Reissue 226 Flap Black,https://www.fashionphile.com/chanel-aged-calfskin-quilted-255-reissue-226-flap-black-466872,"
                                                    $4,835                                            ",Chanel,"6,200",466872,Crossbody,11 ,7 ,3.25 ,19.5 ,2011,"authenticity card, dust bag",We guarantee this is an authentic CHANEL Aged Calfskin Quilted 2.55 Reissue 226 Flap Black or 100% of your money back. This stylish classic flap shoulder bag is crafted of diamond-quilted textured aged calfskin leather in black. The handbag features a ruthenium reissue chain shoulder strap and a ruthenium Mademoiselle turn lock. This opens to an inner flap and a burgundy leather interior with room for essentials for both daytime and evening wear with the timeless quality and style of Chanel! ,Excell,dge wea,Faint scratch(es),,"Musty odor, marks",
Caviar Quilted Medium Urban Companion Flap White,https://www.fashionphile.com/chanel-caviar-quilted-medium-urban-companion-flap-white-433694,"
                                                    $3,115                                            ",Chanel,"3,300",433694,Crossbody,8.75 ,7.5 ,3 ,21 ,2018,authenticity card,We guarantee this is an authentic CHANEL Caviar Quilted Medium Urban Companion Flap White or 100% of your money back. This chic shoulder bag is crafted of luxurious diamond-quilted caviar leather in off white. The bag features a leather-threaded silver chain shoulder strap and a flap with a silver CC turn lock. The flap opens three compartments lined with grosgrain fabric and a zippered pocket. Enjoy this fabulous flap bag with the timeless style of Chanel!,Excell,Faint corner wea,Faint scratch(es),,Residue marks,Altered/repaired
Calfskin Stitched Large Button Up Hobo Black,https://www.fashionphile.com/chanel-calfskin-stitched-large-button-up-hobo-black-486816,"
                                                    $3,850                                            ",Chanel,"4,400",486816,Handbags,9.25 ,12.5 ,6.25 ,13.25 ,2018,"box, dust bag, authenticity card","We guarantee this is an authentic CHANEL Calfskin Stitched Large Button Up Hobo Black or 100% of your money back. This stylish tote is crafted of luxurious diamond stitched calfskin leather in black. The bag features an aged gold chain link leather threaded shoulder strap, a black shoulder strap and an aged gold Chanel CC turn lock. This opens to a burgundy fabric interior with zipper and patch pockets, room for all of your everyday necessities with the timeless style only from Chanel! ",Very G,"Corner wear, scuffs , smoothing of leather , indentations","Scratch(es) , plating","Edge wear , scuffs , wear at resin glazing, marks, structure wear","k marks, perfume or cologne odor, surface wear, marks",
Aged Calfskin Quilted 2.55 Reissue 225 Flap Black,https://www.fashionphile.com/chanel-aged-calfskin-quilted-255-reissue-225-flap-black-502590,"
                                                    $3,695                                            ",Chanel,"5,800",502590,Crossbody,9.25 ,6 ,2.75 ,20.25 ,,"dust bag, authenticity card","We guarantee this is an authentic CHANEL Aged Calfskin Quilted 2.55 Reissue 225 Flap Black or 100% of your money back. This stylish shoulder bag is beautifully crafted of diamond quilted aged calfskin leather in black. The bag features ruthenium reissue chain shoulder straps and a ruthenium Mademoiselle turn lock. This opens to an inner flap and bordeaux leather interior with flat pockets. This bag radiates sophistication and style, from Chanel!",Very G,"Structure wear , substantial corner wear, frayed stitch(es)",Scratch(es),,Scuffs,
Vinyl La Pausa Bay Backpack White,https://www.fashionphile.com/chanel-vinyl-la-pausa-bay-backpack-white-503325,"
                                                    $1,495                                            ",Chanel,"3,200",503325,Backpacks,11 ,13 ,4.5 ,12 ,2017,authenticity card,"We guarantee this is an authentic CHANEL Vinyl La Pausa Bay Backpack White or 100% of your money back. This is a stylish backpack is crafted of black and white vinyl. The bag features a black leather top handle, black canvas shoulder straps and silver hardware. The top wrap around zipper opens to a black fabric interior with a zipper pocket. This phenomenal backpack will be a true treasure for any Chanel aficionado!    ",Excell,,Faint scratch(es),,,
Glazed Calfskin Large Boy Flap Black,https://www.fashionphile.com/chanel-glazed-calfskin-large-boy-flap-black-503491,"
                                                    $2,150                                            ",Chanel,,503491,Crossbody,11.75 ,8 ,3 ,19.5 ,2012,,"We guarantee this is an authentic CHANEL Glazed Calfskin Large Boy Flap Black or 100% of your money back. This chic shoulder bag is crafted of smooth luxurious glazed calfskin leather in black with a linear trim. The handbag features an aged silver chain shoulder strap with a leather shoulder pad, a Chanel logo stitched prominently on top, and a frontal unique Chanel boy pushes lock. This opens the front flap to a black fabric interior with zipper and patch pockets. This is a stylish shoulder bag with a one of a kind look, from Chanel!",Very G,"Corner wear, creases, scuffs , structure wear , edge wear , marks","Scratch(es) , tarnish","Edge wear , creases, sizing marks , marks","Creases, scuffs , surface wear, marks, edge wea",
Caviar Quilted Jumbo Kelly Flap Black,https://www.fashionphile.com/chanel-caviar-quilted-jumbo-kelly-flap-black-503734,"
                                                    $2,250                                            ",Chanel,,503734,Handbags,11.75 ,9.25 ,4.25 ,3.5 ,Circa 2000s,,"We guarantee this is an authentic CHANEL Caviar Quilted Jumbo Kelly Flap Black or 100% of your money back. This circa classic handbag is crafted of diamond quilted caviar leather in black. It features a leather top handle with gold links, a rear patch pocket and a gold plated Chanel CC turn-lock for the facing flap. This opens to a black leather interior with zipper and patch pockets. This tote has room for all of your essentials, with the timeless style of Chanel!",Very G,"Structure wear , edge wear , faint corner wea",Scratch(es),Edge wear,"Scuffs , marks",Serial number detached
Caviar Quilted CC Shoulder Bag Black,https://www.fashionphile.com/chanel-caviar-quilted-cc-shoulder-bag-black-498391,"
                                                    $1,295                                            ",Chanel,,498391,Handbags,9.5 ,5.5 ,1.75 ,10.5 ,,,We guarantee this is an authentic CHANEL Caviar Quilted CC Shoulder Bag Black or 100% of your money back. This bowler style tote is crafted of luxurious black caviar leather with a deep diamond quilt. The bag features gold chain leather threaded handles. The front of this shoulder bag has a quilted Chanel CC logo and polished gold hardware. The top zipper opens to a black fabric interior with zipper pocket. This is a beautiful bag that will be ideal for both day and evening with the timeless quality and style of Chanel!,Very G,"dge wear , bowed base, popped stitch(es)",Scratch(es),Edge wear,Residue marks,
Caviar Quilted Maxi Double Flap Black,https://www.fashionphile.com/chanel-caviar-quilted-maxi-double-flap-black-504199,"
                                                    $4,395                                            ",Chanel,"6,900",504199,Crossbody,13 ,8.75 ,3.5 ,19.75 ,2013,"dust bag, authenticity card","We guarantee this is an authentic CHANEL Caviar Quilted Maxi Double Flap Black or 100% of your money back. This stylish shoulder bag is crafted of luxurious caviar textured leather in black. It features a leather-threaded silver chain-link shoulder strap, a rear patch pocket, and a front flap with a polished silver CC turn-lock. The flap opens to reveal an inner flap and a Bordeaux leather interior with patch pockets. This is an ideal shoulder bag perfect for day or evening, from Chanel!",Excell,"Corner wear, edge wear , marks, faint scuffs",Scratch(es),Edge wear,"Scuffs , marks, imprints, frayed stitch(es)",
Metallic Aged Calfskin 2.55 Reissue 225 Flap Dark Navy Blue,https://www.fashionphile.com/chanel-metallic-aged-calfskin-255-reissue-225-flap-dark-navy-blue-504674,"
                                                    $2,995                                            ",Chanel,"5,800",504674,Handbags,9.5 ,5.5 ,2.75 ,20.5 ,2008,"box, dust bag, authenticity card",We guarantee this is an authentic CHANEL Metallic Aged Calfskin 2.55 Reissue 225 Flap Dark Navy Blue or 100% of your money back. This stylish shoulder bag is beautifully crafted of diamond quilted aged calfskin leather in a lustrous metallic navy blue. The bag features thick silver bijoux chain shoulder straps and a squared Mademoiselle turn lock. This opens to a leather interior with patch pockets. This is a beautiful shoulder bag that is ideal for everyday use from Chanel! ,Very G,"Corner wear, edge wea",Scratch(es),Scratches,"Scuffs , surface wear, imprints, stain(s)",
