productname,productpage,price,brand,estretailpr,itemnr,category,length,height,width,drop,year,acc_included,description,condition,cond_ext,cond_hw,cond_handle,cond_int,cond_other
Calfskin Quilted Small Dionysus Hobo White,https://www.fashionphile.com/gucci-calfskin-quilted-small-dionysus-hobo-white-417881,"
                                                    $520                                            ",Gucci,,417881,Handbags,12 ,9 ,2 ,20.5 ,,additional strap not included,"We guarantee this is an authentic GUCCI Calfskin Quilted Small Dionysus Hobo White or 100% of your money back. This stylish bag is crafted of soft white calfskin leather. This bag features a looping leather shoulder strap and a large silver textured horseshoe closure with tiger heads at the ends. This opens to a beige suede interior with zipper and patch pockets. This is a perfect tote for a sophisticated look for everyday essentials, from Gucci.   ",Very G,"Scuffs , marks, indentations",,"Creases, missing additional strap","Musty odor, marks",
Guccissima Linea A Bee Foldover Bag Black,https://www.fashionphile.com/gucci-guccissima-linea-a-bee-foldover-bag-black-492090,"
                                                    $1,115                                            ",Gucci,"1,890",492090,Handbags,11.25 ,11.25 ,5.25 ,18.5 ,,"dust bag, strap","We guarantee this is an authentic GUCCI Guccissima Linea A Bee Foldover Bag Black or 100% of your money back. This stylish tote is finely crafted of Guccissima monogram embossed leather in black. The tote features thin and sturdy leather handles, an optional shoulder strap, and a flap that closes the bag with a magnet. The bag opens to a natural fabric interior with zipper and patch pockets. This tote is suitable for all of your everyday necessities with the sophisticated style only from Gucci!",Excell,"Creases, scuffs , marks","Scratch(es) , plating","Sizing marks , marks","Scuffs , marks",
Elaphe Radiata Small Osiride Shoulder Bag Brown,https://www.fashionphile.com/gucci-elaphe-radiata-small-osiride-shoulder-bag-brown-488982,"
                                                    $1,560                                            ",Gucci,"3,200",488982,Crossbody,8 ,6.5 ,2 ,16.5 ,,"dust bag, retail tags attached","We guarantee this is an authentic GUCCI Elaphe Radiata Small Osiride Shoulder Bag Brown or 100% of your money back. This stylish shoulder bag is beautiful and exotic snakeskin in brown. This bag features an enameled feline head with red Swarovski eyes, the bag is trimmed with brown leather and features an abstract design highlighted with gold fabric edges. This opens to a beige and brown leather interior. This shoulder bag has a sophisticated look, from Gucci!   ",Excell,,"Plating wear , faint scratch(es)",Sizing marks,"mprints, bubbled",
Calfskin Web GG Marmont Shoulder Bag Brown,https://www.fashionphile.com/gucci-calfskin-web-gg-marmont-shoulder-bag-brown-494101,"
                                                    $1,560                                            ",Gucci,"3,800",494101,Handbags,12.5 ,9 ,3.75 ,9 ,,,"We guarantee this is an authentic GUCCI Calfskin Web GG Marmont Shoulder Bag Brown or 100% of your money back. This shoulder bag is crafted of lovely calfskin leather in brown. It features a red and green canvas strip, and an aged gold chain shoulder strap. The front crossover flap has an interlocking GG logo to a green leather interior with patch pockets and the rear flap to a zipper pocket. This compact, yet spacious shoulder bag is perfect for anytime of the day, from Gucci!",Very G,"Scuffs , pilling",,,Scuffs,
Grained Calfskin Bee Star Tote Black,https://www.fashionphile.com/gucci-grained-calfskin-bee-star-tote-black-493659,"
                                                    $920                                            ",Gucci,,493659,Handbags,14 ,14.75 ,3 ,15 ,,"box, dust bag, strap","We guarantee this is an authentic GUCCI Grained Calfskin Bee Star Tote Black or 100% of your money back. This chic tote bag is crafted of black calfskin leather with a gold bee print overlay. The handbag features black leather top handles and an optional, adjustable black canvas shoulder strap with aged brass hardware. The top is open to a natural canvas interior with two zipper pockets. This is a unique handbag for everyday use, with the classic style of Gucci!",Excell,Marks,Faint scratch(es),,,
Textured Calfskin Small 1969 Sylvie Shoulder Bag Black,https://www.fashionphile.com/gucci-textured-calfskin-small-1969-sylvie-shoulder-bag-black-493087,"
                                                    $2,040                                            ",Gucci,"3,800",493087,Crossbody,9.25 ,7 ,2.75 ,10 ,,dust bag,We guarantee this is an authentic GUCCI Textured Calfskin Small 1969 Sylvie Shoulder Bag Black or 100% of your money back. This handbag is crafted of smooth leather in black. The shoulder bag has a polished gold tone buckle lock closure and a leather shoulder strap. The top flap opens to an accordion style taupe leather interior with a zipper pocket and an exterior coin compartment. This handbag is an ideal statement bag with a sophisticated style only from Gucci!,New,Faint scuffs,Scratch(es),,Marks,
Calfskin Pearl Studded Mini Broadway Bee Shoulder Bag Light Pink,https://www.fashionphile.com/gucci-calfskin-pearl-studded-mini-broadway-bee-shoulder-bag-light-pink-490543,"
                                                    $1,435                                            ",Gucci,"3,200",490543,Crossbody,9.75 ,6.25 ,1 ,21 ,,"dust bag, strap","We guarantee this is an authentic GUCCI Calfskin Pearl Studded Mini Broadway Bee Shoulder Bag Light Pink or 100% of your money back. This shoulder bag is crafted of smooth and supple pink calfskin leather with faux pearl studs throughout. The bag features is an aged gold chain-link shoulder strap, an optional red, white, and blue nylon web stripe shoulder strap, and a large decorative brass bee embellished with faux pearls and red gems. The bag opens to a beige leather interior with a patch pocket. This chic shoulder bag is perfect for anytime of the day; whether it be for casual or formal wear, from Gucci!",New,,,,,
Calfskin Snakeskin Studded Medium Ottilia Top Handle Bag Black,https://www.fashionphile.com/gucci-calfskin-snakeskin-studded-medium-ottilia-top-handle-bag-black-491435,"
                                                    $2,475                                            ",Gucci,"4,200",491435,Handbags,12.5 ,7.75 ,3 ,15.75 ,,"dust bag, strap","We guarantee this is an authentic GUCCI Calfskin Snakeskin Studded Medium Ottilia Top Handle Bag Black or 100% of your money back. This trendy bag is crafted of black leather with accents of brass insects and bugs printed on the front flap. This bag features a white and black snakeskin secondary flap, a looping sturdy bamboo top handle, and an optional brass chain link shoulder strap. Each flap opens to a separate compartment with a floral satin interior and pockets. This unique bag is perfect for any occasion, with the sophisticated style from Gucci!",Excell,"Imprints, faint scuffs",Faint scratch(es),,Scuffs,Scales lifting
Smooth Calfskin Small GG Ring Shoulder Bag Black,https://www.fashionphile.com/gucci-smooth-calfskin-small-gg-ring-shoulder-bag-black-487089,"
                                                    $1,515                                            ",Gucci,"2,590",487089,Crossbody,9.5 ,6 ,2.25 ,,,dust bag,We guarantee this is an authentic GUCCI Smooth Calfskin Small GG Ring Shoulder Bag Black or 100% of your money back. This chic structured shoulder bag is crafted of smooth calfskin leather in black. It features an adjustable shoulder strap and a prominent front flap detailed with a gold GG logo surrounded by a gold ring. The flap opens to a green fabric interior with zipper and patch pockets. This is a one of a kind bag for a one of a kind look only from Gucci! ,New,Imprints,,,Creases,
Calfskin Coco Capitan Logo Drawstring Backpack Hibiscus Red,https://www.fashionphile.com/gucci-calfskin-coco-capitan-logo-drawstring-backpack-hibiscus-red-426086,"
                                                    $720                                            ",Gucci,"1,890",426086,Backpacks,15 ,17.75 ,1 ,2.25 ,,dust bag,"We guarantee this is an authentic GUCCI Calfskin Coco Capitan Logo Drawstring Backpack Hibiscus Red or 100% of your money back. This stylish backpack is crafted of soft red calfskin leather. The shoulder bag features black leather top handles, and black drawstring. The side cording gathers around the top to cinch the backpack closed and opens to a spacious red suede interior. This stylish backpack is suitable for daily necessities or light travel, with the designer appeal of Gucci!",New,,,,,
Calfskin Embroidered Small Sylvie Shoulder Bag White,https://www.fashionphile.com/gucci-calfskin-embroidered-small-sylvie-shoulder-bag-white-490586,"
                                                    $1,035                                            ",Gucci,"2,590",490586,Handbags,10 ,6.75 ,2.75 ,13.25 ,,"dust bag, strap","We guarantee this is an authentic GUCCI Calfskin Embroidered Small Sylvie Shoulder Bag White or 100% of your money back. This structured shoulder bag is crafted of white calfskin leather with a beautiful floral design. The shoulder bag features a prominent front flap detailed with central red and blue web stripe embellished with a gold chain buckle lock closure. This stylish bag has two interchangeable and detachable shoulder straps: a classic white leather strap and a webbed stripe Sylvie ribbon in red and blue. The top flap opens to a beige microfiber interior with a zipper and patch pocket. This shoulder bag is an ideal statement bag, with the sophisticated style only from Gucci!",Excell,"Pilling , frayed stitch(es)",Scratch(es),Creases,Scuffs,
Calfskin Large Dionysus Hobo Red,https://www.fashionphile.com/gucci-calfskin-large-dionysus-hobo-red-488703,"
                                                    $1,195                                            ",Gucci,"1,890",488703,Crossbody,16.25 ,12.75 ,2.25 ,22.75 ,,rap,"We guarantee this is an authentic GUCCI Calfskin Large Dionysus Hobo Red or 100% of your money back. This stylish bag is crafted of soft calfskin leather in red. This bag features a looping leather shoulder strap and an optional fabric shoulder strap. There is a cross-over strap with a large textured red enamel horseshoe closure with lion heads at the end. This opens to a natural suede interior with a zipper pocket. This is a fantastic hobo for a sophisticated look for everyday essentials, from Gucci.   ",Excell,"Scuffs , edge wea",Faint scratch(es),"Scuffs , pilling, structure wear","Scuffs , marks",
Calfskin Pearl Studded Mini Broadway Bee Shoulder Bag White,https://www.fashionphile.com/gucci-calfskin-pearl-studded-mini-broadway-bee-shoulder-bag-white-490953,"
                                                    $1,700                                            ",Gucci,"3,200",490953,Crossbody,9.75 ,5.75 ,1.25 ,21.25 ,,"box, dust bag, strap","We guarantee this is an authentic GUCCI Calfskin Pearl Studded Mini Broadway Bee Shoulder Bag White or 100% of your money back. This stylish shoulder bag is crafted of calfskin leather in off white. The bag features a gold chain shoulder strap, an optional red, white and blue web shoulder strap, and faux pearl detailing with a gold bee motif on the flap. The flap opens to a beige leather interior with a flat pocket. This is on-trend mini bag that is versatile and stylish, by Gucci!",Excell,"Scuffs , marks",,Structure wear,Scuffs,
