productname,productpage,price,brand,estretailpr,itemnr,category,length,height,width,drop,year,acc_included,description,condition,cond_ext,cond_hw,cond_handle,cond_int,cond_other
Calfskin Matelasse Small GG Marmont Top Handle Bag Black,https://www.fashionphile.com/gucci-calfskin-matelasse-small-gg-marmont-top-handle-bag-black-493132,"
                                                    $1,660                                            ",Gucci,"1,980",493132,Crossbody,10 ,7.75 ,5 ,17 ,,"dust bag, strap","We guarantee this is an authentic GUCCI Calfskin Matelasse Small GG Marmont Top Handle Bag Black or 100% of your money back. This shoulder bag is crafted of chevron quilted smooth black calfskin leather. This bag features black leather top handles, an optional adjustable shoulder strap, and an aged gold GG logo on the front. The top is open to a partitioned camel suede interior with a central zippered compartment, zipper and patch pockets. This compact, yet spacious shoulder bag is perfect for anytime of the day; whether it be for casual or formal wear, from Gucci!",Excell,"Scuffs , faint corner wea",Scratch(es),,,
Monogram Calfskin Tote Dark Brown,https://www.fashionphile.com/gucci-monogram-calfskin-tote-dark-brown-505763,"
                                                    $405                                            ",Gucci,,505763,Handbags,10.25 ,13.5 ,4.75 ,8 ,,,"We guarantee this is an authentic GUCCI Monogram Calfskin Tote Dark Brown or 100% of your money back. This stylish tote is crafted of Gucci GG monogram canvas. The bag features dark brown leather trim and top handles, with aged brass hardware. The top of the bag is open to a chocolate brown fabric interior with a zipper pocket. This lovely tote is ideal for daily essentials, with the distinctive style of Gucci!",Very G,"Corner wear, scuffs , edge wear , stain(s), frayed stitch(es)","Scratch(es) , tarnish","Edge wear , scuffs , wear at resin glazing, sizing marks , splitting","Residue marks , scuffs , cigarette odor, edge wea",
Calfskin Mini Guccy Shoulder Bag Moon Steller White Gold,https://www.fashionphile.com/gucci-calfskin-mini-guccy-shoulder-bag-moon-steller-white-gold-432159,"
                                                    $765                                            ",Gucci,"1,790",432159,Crossbody,6.5 ,6.5 ,3.25 ,23.5 ,,"dust bag, strap","We guarantee this is an authentic GUCCI Calfskin Mini Guccy Shoulder Bag Moon Steller White Gold or 100% of your money back. This chic handbag is crafted of white calfskin leather with gold detailing and ""GUCCY"" printed across the center of the bag using large and bold lettering as an homage to the 80s. The bag features a long leather shoulder strap with aged silver hardware links and unzips to partitioned fabric interior with a central zipper compartment. This is a stylish shoulder bag with a classic style, from Gucci!",New,,Faint scratch(es),,,
Calfskin Matelasse Small GG Marmont Chain Shoulder Bag Black,https://www.fashionphile.com/gucci-calfskin-matelasse-small-gg-marmont-chain-shoulder-bag-black-505092,"
                                                    $995                                            ",Gucci,"1,290",505092,Crossbody,9.5 ,5.5 ,2.5 ,22.25 ,,,"We guarantee this is an authentic GUCCI Calfskin Matelasse Small GG Marmont Chain Shoulder Bag Black or 100% of your money back. This shoulder bag is crafted of smooth and supple calfskin leather in black. This bag features an aged gold chain with a leather shoulder strap and an interlocking GG logo on the front. The bag opens with the top zipper to a beige microfiber interior with a flat pocket. This compact, yet spacious shoulder bag is perfect for any time of the day, from Gucci!",Very G,"Warped or bent, faint scuffs","Scratch(es) , plating",Creases,"Musty odor, surface wear, marks",
Calfskin Snakeskin Small Lilith Top Handle Bag White,https://www.fashionphile.com/gucci-calfskin-snakeskin-small-lilith-top-handle-bag-white-466949,"
                                                    $1,950                                            ",Gucci,"3,500",466949,Handbags,10.5 ,7.5 ,3.25 ,16 ,,"dust bag, 2 strap","We guarantee this is an authentic GUCCI Calfskin Snakeskin Small Lilith Top Handle Bag White or 100% of your money back. This exquisite, one-of-a kind bag is crafted of white calfskin leather with a red, blue, black, and white snakeskin trim of the flap. The bag features a looping sturdy bamboo top handle, an optional leather shoulder strap, black ribbon strap, and a prominent snake head closure. The flap opens to reveal a dark beige leather interior with zipper and patch pockets. This unique bag is fabulous for day or evening wear with the sophisticated style from Gucci!",Excell,,,,"Residue marks , ink marks",
Vintage Effect Calfskin Matelasse Small Striped GG Marmont Shoulder Bag Black Beige,https://www.fashionphile.com/gucci-vintage-effect-calfskin-matelasse-small-striped-gg-marmont-shoulder-bag-black-beige-493156,"
                                                    $1,990                                            ",Gucci,"2,400",493156,Crossbody,10 ,6 ,3 ,22 ,,dust bag,"We guarantee this is an authentic GUCCI Vintage Effect Calfskin Matelasse Small Striped GG Marmont Shoulder Bag Black Beige or 100% of your money back. This handbag is crafted of soft calfskin leather in black and beige. This bag features red leather trim, an antique gold chain shoulder strap with black leather shoulder pad and an interlocking antique GG logo closure. The front flap opens to a beige fabric interior with a zipper pocket. This is a fashionable everyday shoulder bag, from Gucci!",New,,,,,
Metallic Pebbled Calfskin Small 1973 Chain Shoulder Bag Bronze,https://www.fashionphile.com/gucci-metallic-pebbled-calfskin-small-1973-chain-shoulder-bag-bronze-464021,"
                                                    $385                                            ",Gucci,850,464021,Crossbody,6.75 ,5.5 ,1.25 ,24.75 ,,,We guarantee this is an authentic GUCCI Metallic Pebbled Calfskin Small 1973 Chain Shoulder Bag Bronze or 100% of your money back. This chic bag is beautifully crafted of finely pebbled calfskin leather in metallic bronze. The bag features a polished gold chain shoulder strap and a crossover flap with a retro gold double GG logo detail. The bag opens to a beige suede interior with a patch pocket. This is a perfect compact crossbody bag with the sophisticated style of Gucci!,Very G,"Corner wear, edge wear , imprints",Scratch(es),,,
GG Supreme Monogram Web Small Ophidia Shoulder Bag Brown,https://www.fashionphile.com/gucci-gg-supreme-monogram-web-small-ophidia-shoulder-bag-brown-496485,"
                                                    $1,230                                            ",Gucci,"1,390",496485,Crossbody,8.75 ,7.5 ,3.25 ,15.5 ,,dust bag,"We guarantee this is an authentic GUCCI GG Supreme Monogram Web Small Ophidia Shoulder Bag Brown or 100% of your money back. This crossbody bag is crafted of GG Supreme monogram coated canvas with brown leather trim. The bag features an adjustable brown leather shoulder strap and gold hardware. The top zipper opens to a bright teal satin fabric interior with patch pocket and room for all of your daily essentials, with the sophisticated style from Gucci!",Excell,"Pilling , faint corner wea",Faint scratch(es),Sizing marks,,
Calfskin Embroidered Small Sylvie Shoulder Bag White,https://www.fashionphile.com/gucci-calfskin-embroidered-small-sylvie-shoulder-bag-white-458665,"
                                                    $1,325                                            ",Gucci,"2,590",458665,Handbags,10 ,6.5 ,3 ,13.25 ,,"dust bag, strap","We guarantee this is an authentic GUCCI Calfskin Embroidered Small Sylvie Shoulder Bag White or 100% of your money back. This structured shoulder bag is crafted of white calfskin leather and a beautiful floral design. The shoulder bag features a prominent front flap detailed with central web white, red and blue web stripe embellished with a gold chain buckle lock closure. This stylish bag has two interchangeable and detachable shoulder straps: a classic white leather strap and a webbed stripe Sylvie ribbon in red and blue. The top flap opens to a beige microfiber lining interior with a zipper and patch pocket. This shoulder bag is an ideal statement bag, with the sophisticated style only from Gucci!",Excell,,Faint scratch(es),,Marks,
Suede Patent GG Web Medium Ophidia Top Handle Bag Brown,https://www.fashionphile.com/gucci-suede-patent-gg-web-medium-ophidia-top-handle-bag-brown-505187,"
                                                    $1,565                                            ",Gucci,"2,350",505187,Crossbody,13.25 ,10.25 ,5.5 ,19 ,,"dust bag, strap, retail tags attached","We guarantee this is an authentic GUCCI Suede Patent GG Web Medium Ophidia Top Handle Bag Brown or 100% of your money back. This crossbody bag is crafted of brown suede with black patent leather trim. The bag features an adjustable black patent leather shoulder strap, patent leather handles, and gold hardware. The top zipper opens to a beige microfiber interior with a zipper and patch pockets, and room for all of your daily essentials, with the sophisticated style only from Gucci!",Excell,Faint scuffs,Faint scratch(es),,,
Calfskin Logo Drawstring Backpack Black,https://www.fashionphile.com/gucci-calfskin-logo-drawstring-backpack-black-489047,"
                                                    $995                                            ",Gucci,"1,980",489047,Backpacks,14.5 ,17.75 ,,9 ,,"dust bag, removable pouc","We guarantee this is an authentic GUCCI Calfskin Logo Drawstring Backpack Black or 100% of your money back. This stylish backpack is crafted of off black calfskin leather with the Gucci logo underlined by a green and red web stripe. The shoulder bag features black leather top handles, a red and green drawstring, and opens to a spacious black interior. This stylish backpack is suitable for daily necessities or light travel, with the designer appeal of Gucci!",New,,,,,
Microguccissima Mini Emily Shoulder Bag Ruby Red,https://www.fashionphile.com/gucci-microguccissima-mini-emily-shoulder-bag-ruby-red-504453,"
                                                    $805                                            ",Gucci,"1,200",504453,Crossbody,7 ,5.25 ,2 ,22.5 ,,"box, dust bag",We guarantee this is an authentic GUCCI Microguccissima Mini Emily Shoulder Bag Ruby Red or 100% of your money back. This chic shoulder bag is crafted of fine Gucci GG monogram embossed leather in red. The bag features gold link shoulder straps with a leather shoulder pad and a decorative horse bit embellishment with leather tassels as a secure for the cross over flap and strap insert. This opens to a spacious natural fiber interior with a patch pocket. This shoulder bag is ideal for all of your evening necessities with the distinctive style of Gucci! ,Excell,Imprints,Faint scratch(es),,Scuffs,
Textured Calfskin Small Sylvie 1969 Top Handle Bag Brown,https://www.fashionphile.com/gucci-textured-calfskin-small-sylvie-1969-top-handle-bag-brown-504680,"
                                                    $2,275                                            ",Gucci,"3,800",504680,Crossbody,10.25 ,7.75 ,3.25 ,20.5 ,,"dust bag, strap","We guarantee this is an authentic GUCCI Textured Calfskin Small Sylvie 1969 Top Handle Bag Brown or 100% of your money back. This structured shoulder bag is crafted of hard brown patent leather and features a prominent front flap detailed with a central gold chain buckle lock closure. This stylish bag has a detachable gold chain strap. The top flap opens to a grey leather interior with a patch pocket. This shoulder bag is an ideal statement bag, with the sophisticated style only from Gucci!",Excell,Faint corner wea,Faint scratch(es),"Sizing marks , popped stitch(es)",Marks,
Calfskin Medium Dionysus Hobo White,https://www.fashionphile.com/gucci-calfskin-medium-dionysus-hobo-white-507380,"
                                                    $1,090                                            ",Gucci,"1,980",507380,Handbags,14.25 ,10.75 ,2.25 ,21 ,,"dust bag, strap",We guarantee this is an authentic GUCCI Calfskin Medium Dionysus Hobo White or 100% of your money back. This stylish bag is crafted of white soft calfskin leather with a blue and red center stripe. This bag features a large textured horseshoe closure with lion heads at the end. This opens to a natural suede interior for a sophisticated look for everyday essentials from Gucci.   ,Very G,"Scuffs , marks",Faint scratch(es),Marks,Musty od,
GG Supreme Monogram Small Blooms Print Backpack Blue,https://www.fashionphile.com/gucci-gg-supreme-monogram-small-blooms-print-backpack-blue-505514,"
                                                    $1,185                                            ",Gucci,,505514,Backpacks,8.5 ,12 ,4 ,10 ,,dust bag,"We guarantee this is an authentic GUCCI GG Supreme Monogram Small Blooms Print Backpack Blue or 100% of your money back. This stylish backpack is crafted of Gucci GG monogram coated canvas with a blue floral print. The bag features an external pocket, nylon shoulder straps, silver hardware, and dark blue leather trim. The top zipper opens to a spacious grey microfiber interior with zipper and patch pockets. This stylish backpack is suitable for school or light travel with the designer appeal of Gucci!",Excell,"Faint scuffs, frayed stitch(es)",Protective plastic sticker(s) intact,,,
Calfskin Matelasse GG Marmont Belt Bag 95 Hibiscus Red,https://www.fashionphile.com/gucci-calfskin-matelasse-gg-marmont-belt-bag-95-hibiscus-red-502240,"
                                                    $755                                            ",Gucci,"1,100",502240,Belt Bags,7 ,4.25 ,1.75 ,,,"box, bel","We guarantee this is an authentic GUCCI Calfskin Matelasse GG Marmont Belt Bag 95 Hibiscus Red or 100% of your money back. This chic belt bag is crafted of smooth chevron-quilted calfskin leather in red, with a heart stitched on the back. The bag features a matching red leather belt strap with an aged gold Gucci GG logo buckle, and a matching logo on the front of the bag. The top zipper opens to a beige microfiber interior with a patch pocket. This compact belt bag is perfect for everyday, with classic style from Gucci!",Excell,"Scuffs , edge wea",Scratch(es),,Surface wea,
Calfskin Large GG Running Tote Orange,https://www.fashionphile.com/gucci-calfskin-large-gg-running-tote-orange-374228,"
                                                    $710                                            ",Gucci,,374228,Handbags,18 ,12 ,7 ,6 ,,luggage tag,We guarantee this is an authentic GUCCI Calfskin Large GG Running Tote Orange or 100% of your money back. This stunning tote is crafted of fine polished orange leather. The bag features rolled leather top handles and a top belt with loops with an aged brass Gucci GG buckle. This opens to a spacious natural fiber interior for all of your day or evening necessities with the sophisticated style of Gucci! ,Very G,"Corner wear, creases, scuffs , structure wear , edge wea",Scratch(es),"Smoothing of leather , darkening , frayed stitch(es)","Residue marks , ink marks, marks",
Calfskin Soft Backpack Black,https://www.fashionphile.com/gucci-calfskin-soft-backpack-black-461001,"
                                                    $1,850                                            ",Gucci,"2,100",461001,Backpacks,12.5 ,15.75 ,6.5 ,7 ,,"2 straps, dust bag","We guarantee this is an authentic GUCCI Calfskin Soft Backpack Black or 100% of your money back. The bag features a black leather top handle and adjustable leather backpack straps. The silver zipper opens to a black fabric interior with an interior zipper pocket. This backpack is ideal for everyday wear, with a one of a kind look, from Gucci!",New,,Protective plastic sticker(s) intact,,,
Calfskin Owl Embroidered Medium Dionysus Shoulder Bag Brown,https://www.fashionphile.com/gucci-calfskin-owl-embroidered-medium-dionysus-shoulder-bag-brown-433106,"
                                                    $1,915                                            ",Gucci,"4,200",433106,Handbags,11.75 ,8.25 ,3.75 ,14.5 ,,dust bag,"We guarantee this is an authentic GUCCI Calfskin Owl Embroidered Medium Dionysus Shoulder Bag Brown or 100% of your money back. This stylish bag is crafted of sturdy calfskin leather in brown with decorative floral patches on the front and a beaded owl. This bag features an aged silver chain shoulder strap and a textured brass horseshoe closure with lion heads at the end. This opens to a partitioned beige microfiber interior with a center zipper compartment. This is a perfect bag for a sophisticated look and for everyday essentials, from Gucci!  ",New,Pilling,,,,
Calfskin Embroidered Medium Sylvie Top Handle Bag White,https://www.fashionphile.com/gucci-calfskin-embroidered-medium-sylvie-top-handle-bag-white-499005,"
                                                    $1,470                                            ",Gucci,"3,500",499005,Crossbody,12.25 ,8.75 ,4.5 ,15.5 ,,"rap, dust bag","We guarantee this is an authentic GUCCI Calfskin Embroidered Medium Sylvie Top Handle Bag White or 100% of your money back. This shoulder bag is crafted of smooth white calfskin leather that features a prominent front detailed with a central nylon red and blue web stripe and signature floral embroidering. There is a gold chain with a buckle closure that accents the front of the bag and comes with an optional shoulder strap. The front flap opens to a camel microfiber interior with zipper and patch pockets. This handbag is a chic statement bag, with the sophisticated style only from Gucci!",Excell,"Scuffs , pilling , frayed stitch(es)",Faint scratch(es),Structure wear,,
Calfskin Embroidered Strawberry Small Padlock Shoulder Bag Black,https://www.fashionphile.com/gucci-calfskin-embroidered-strawberry-small-padlock-shoulder-bag-black-507010,"
                                                    $1,390                                            ",Gucci,,507010,Crossbody,7.75 ,5.25 ,3 ,20 ,,"clochette, 2 key","We guarantee this is an authentic GUCCI Calfskin Embroidered Strawberry Small Padlock Shoulder Bag Black or 100% of your money back. This stylish tote is crafted of smooth calfskin leather in black. The bag features sequined strawberries and rays of crystals on the front, and a polished gold chain-link shoulder strap. The crossover flap opens to a beige microfiber interior with a patch pocket. This is an ideal everyday bag with a sophisticated style, from Gucci!",Excell,Faint scuffs,Faint scratch(es),,mprints,
Pebbled Calfskin Small Soho Messenger Bag Grey,https://www.fashionphile.com/gucci-pebbled-calfskin-small-soho-messenger-bag-grey-505120,"
                                                    $690                                            ",Gucci,,505120,Crossbody,14 ,9.5 ,1 ,16.25 ,,dust bag,"We guarantee this is an authentic GUCCI Pebbled Calfskin Small Soho Messenger Bag Grey or 100% of your money back. This stylish messenger is crafted of grey calfskin leather. It features a looping shoulder strap, a front stitched interlocking GG logo and light gold hardware including a gold-trimmed leather tassel zipper pull. The top unzips to a spacious natural cotton linen fabric interior with zipper and patch pockets. This is a chic hobo, ideal for everyday use, from Gucci!",Very G,"dge wear , glue residue , faint scuffs","Scratch(es) , tarnish","Edge wear , sizing marks","Marks, edge wea",
GG Supreme Monogram Bee Small Soft Tote Black,https://www.fashionphile.com/gucci-gg-supreme-monogram-bee-small-soft-tote-black-405153,"
                                                    $1,230                                            ",Gucci,,405153,Crossbody,11 ,8.5 ,4.25 ,19.25 ,,"dust bag, strap","We guarantee this is an authentic GUCCI GG Supreme Monogram Bee Small Soft Tote Black or 100% of your money back. This chic tote is crafted of Gucci GG supreme monogram coated canvas, with a gold bee print overlay. The bag features black leather trim, top handles, and an optional, adjustable shoulder strap with polished gold hardware. The top is open to beige microfiber interior with zipper and patch pockets. This is a unique handbag, suitable for everyday use, with the classic sophistication of Gucci!",Excell,Faint scuffs,Faint scratch(es),"Edge wear , sizing marks","Residue marks , surface wear, pocket(s) stretched",
Calfskin Small Sylvie Shoulder Bag Grey,https://www.fashionphile.com/gucci-calfskin-small-sylvie-shoulder-bag-grey-401473,"
                                                    $1,185                                            ",Gucci,"2,590",401473,Handbags,10 ,6.25 ,2.75 ,13 ,,rap,"We guarantee this is an authentic GUCCI Calfskin Small Sylvie Shoulder Bag Grey or 100% of your money back. This structured shoulder bag is crafted of smooth calfskin leather in gray. It features a prominent front flap detailed with a central nylon red and navy blue web stripe embellished with a chain buckle lock closure. This stylish bag has two interchangeable and detachable shoulder straps; one being a classic grey leather strap and the other, a red and navy blue webbed stripe ribbon. The top flap opens to a camel microfiber lining interior with a zipper and patch pocket. This shoulder bag is an ideal statement bag, with the sophisticated style only from Gucci!",Very G,"Creases, scuffs , edge wear , imprints, substantial corner wea","Scratch(es) , tarnish","Creases, wear at resin glazing, ink marks, marks, structure wear","Residue marks , ink marks, scuffs , surface wear, marks",
Calfskin Matelasse Mini GG Marmont Top Handle Black,https://www.fashionphile.com/gucci-calfskin-matelasse-mini-gg-marmont-top-handle-black-445460,"
                                                    $1,625                                            ",Gucci,"1,980",445460,Crossbody,8 ,5.5 ,3 ,,,"dust bag, strap","We guarantee this is an authentic GUCCI Calfskin Matelasse Mini GG Marmont Top Handle Black or 100% of your money back. This shoulder bag is crafted of smooth and supple calfskin leather in black. This bag features a leather top handle and an optional leather chain link shoulder strap. The front crossover flap features an interlocking GG logo and opens to a beige interior with a patch pocket. This compact, yet spacious shoulder bag is perfect for anytime of the day, whether it be for casual or formal wear, from Gucci!",Excell,"Faint corner wear, faint scuffs",Faint scratch(es),,"mprints, pocket(s) stretched",
Dollar Calfskin Interlocking G Shoulder Bag Soft Pink,https://www.fashionphile.com/gucci-dollar-calfskin-interlocking-g-shoulder-bag-soft-pink-431441,"
                                                    $1,340                                            ",Gucci,,431441,Crossbody,11 ,7.5 ,2 ,21.25 ,,dust bag,We guarantee this is an authentic GUCCI Dollar Calfskin Interlocking G Shoulder Bag Soft Pink or 100% of your money back. This chic shoulder bag is crafted of grained calfskin leather in light pink. The bag has a waist-length shoulder strap in gold and a facing flap with a polished gold interlocking GG emblem lock closure. The flap opens to a partitioned taupe fabric interior with a zipper and pocket. This glamorous handbag radiates stylish sophistication from Gucci!  ,New,,Protective plastic sticker(s) intact,,,
Ayers Snakeskin Small Dionysus Shoulder Bag Pink,https://www.fashionphile.com/gucci-ayers-snakeskin-small-dionysus-shoulder-bag-pink-458005,"
                                                    $1,765                                            ",Gucci,"4,980",458005,Handbags,10.75 ,6.75 ,3.75 ,8.25 ,,dust bag,"We guarantee this is an authentic GUCCI Ayers Snakeskin Small Dionysus Shoulder Bag Pink or 100% of your money back. This exquisite, one-of-a kind bag is crafted of chevron snakeskin in pink, brown, gold, and red. The bag has an aged silver chain link shoulder strap and a prominent tiger head horseshoe closure. The flap opens to reveal a natural beige fabric partitioned interior with patch pockets and a central dividing zipper compartment. This unique bag is ideal for any occasion with the sophisticated style of Gucci!",Very G,"Scuffs , marks",Faint scratch(es),,,
Calfskin Small Sylvie Shoulder Bag Hibiscus Red,https://www.fashionphile.com/gucci-calfskin-small-sylvie-shoulder-bag-hibiscus-red-498197,"
                                                    $1,185                                            ",Gucci,"2,590",498197,Handbags,10 ,6.75 ,3 ,12 ,,"dust bag, 2 strap","We guarantee this is an authentic GUCCI Calfskin Small Sylvie Shoulder Bag Hibiscus Red or 100% of your money back. This structured shoulder bag is crafted of smooth red calfskin leather and features a prominent front flap detailed with a central red and blue web stripe embellished with a chain buckle lock closure. This stylish bag has two interchangeable and detachable shoulder straps; one being a classic red leather strap and the other, a red and green webbed stripe ribbon. The top flap opens to a camel microfiber lining interior with a zipper and patch pocket. This shoulder bag is an ideal statement bag, with the sophisticated style only from Gucci!",Excell,,Faint scratch(es),"Creases, marks",,
Suede Wave Flap Bag Black,https://www.fashionphile.com/gucci-suede-wave-flap-bag-black-500743,"
                                                    $310                                            ",Gucci,,500743,Handbags,10 ,8.5 ,1 ,9.75 ,,dust bag,We guarantee this is an authentic GUCCI Suede Wave Flap Bag Black or 100% of your money back. This is a classic hobo with Gucci quality and hallmarks. It is constructed of black suede leather with patent leather trim and accents. The flap opens to a fabric interior with a striped textile and a zipper pocket. This is an excellent bag for everyday use from Gucci!,Very G,"Faded area(s), pilling",Scratch(es),"Creases, scuffs , sizing marks",Stain(s),
Metallic Calfskin Medium Galaxy Hobo Navy,https://www.fashionphile.com/gucci-metallic-calfskin-medium-galaxy-hobo-navy-504200,"
                                                    $355                                            ",Gucci,"1,050",504200,Handbags,11.5 ,10.5 ,4.25 ,,,,We guarantee this is an authentic GUCCI Metallic Calfskin Medium Galaxy Hobo Navy or 100% of your money back. This sleek and modern creation features metallic blue leather trimmed with brighter blue at the corners. The long single chain dark silver shoulder strap features stylized GG hardware links at each side. The top zipper opens to a black fabric monogrammed interior with zipper and patch pockets. ,Very G,"Corner wear, scuffs , nicks , edge wear , marks, imprints",Scratch(es),,"Discoloration, musty odor, surface wear, marks",
Pebbled Calfskin Medium Soho Messenger Bag Black,https://www.fashionphile.com/gucci-pebbled-calfskin-medium-soho-messenger-bag-black-466073,"
                                                    $610                                            ",Gucci,"1,350",466073,Crossbody,10.25 ,10.75 ,3.5 ,20.25 ,,dust bag,"We guarantee this is an authentic GUCCI Pebbled Calfskin Medium Soho Messenger Bag Black or 100% of your money back. This stylish messenger bag is crafted of pebbled black calfskin leather, and features an adjustable looping shoulder strap with silver hardware, and a Gucci GG logo stitched on the front zipper pocket. The top zipper opens the bag to a spacious natural fabric interior with zipper and patch pockets. This is a beautiful shoulder bag, ideal for everyday use, from Gucci!",Very G,"Marks, faint corner wea",Scratch(es),"Sizing marks , marks",,
Calfskin Bamboo Clutch Red,https://www.fashionphile.com/gucci-calfskin-bamboo-clutch-red-463011,"
                                                    $385                                            ",Gucci,,463011,Clutch & Evening,10.25 ,6.25 ,,,,dust bag,"We guarantee this is an authentic GUCCI Calfskin Bamboo Clutch Red or 100% of your money back. This chic case is crafted of pebbled calfskin leather in red. The polished gold top zipper opens with a braided and bamboo zipper pull to a black fabric interior with a patch pocket. This is an excellent case that is practical and chic, with a one of a kind look, from Gucci!",New,,,,,Employee or sale stamp
Monogram Suede Shearling Medium Jolicoeur Tote Black,https://www.fashionphile.com/gucci-monogram-suede-shearling-medium-jolicoeur-tote-black-485416,"
                                                    $375                                            ",Gucci,,485416,Handbags,12 ,10 ,6 ,8.25 ,,"dust bag, removable pouc",We guarantee this is an authentic GUCCI Monogram Suede Shearling Medium Jolicoeur Tote Black or 100% of your money back. This is a unique tote that is beautifully crafted of fine Gucci GG monogram black suede. The bag also features black cowhide leather top strap handles and light brass hardware. The top is open to a soft black shearling lambswool interior with zipper and patch pockets. This is an excellent bag that is ideal for day and all of your everyday essentials that call for the right accent of stylish sophistication from Gucci!,Very G,"Marks, faint scuffs",,Edge wear,,
Patent Mini Sylvie 1969 Top Handle Bag Black,https://www.fashionphile.com/gucci-patent-mini-sylvie-1969-top-handle-bag-black-496481,"
                                                    $2,275                                            ",Gucci,"3,200",496481,Crossbody,8 ,5.75 ,2 ,3.25 ,,"dust bag, strap","We guarantee this is an authentic GUCCI Patent Mini Sylvie 1969 Top Handle Bag Black or 100% of your money back. This structured shoulder bag is crafted of hard black patent leather and features a prominent front flap detailed with a central gold chain buckle lock closure. This stylish bag has a detachable gold chain strap. The top flap opens to a burgundy leather interior with a patch pocket. This shoulder bag is an ideal statement bag, with the sophisticated style only from Gucci!",New,,,,,
Grained Calfskin Bee Stars Small Padlock Shoulder Bag Black,https://www.fashionphile.com/gucci-grained-calfskin-bee-stars-small-padlock-shoulder-bag-black-499396,"
                                                    $1,090                                            ",Gucci,,499396,Crossbody,7.75 ,5.25 ,3 ,19.75 ,,,We guarantee this is an authentic GUCCI Grained Calfskin Bee Stars Small Padlock Shoulder Bag Black or 100% of your money back. This stylish shoulder bag is crafted of black leather accented with gold bee silhouettes. The bag features a gold chain shoulder strap and gold toned hardware. The flap opens to a blue fabric interior with a patch pocket. This is an ideal everyday bag with the sophisticated style of Gucci!,Very G,Faint corner wea,Scratch(es),,"Marks, stain(s)",
Calfskin 1955 Horsebit Bucket Bag White,https://www.fashionphile.com/gucci-calfskin-1955-horsebit-bucket-bag-white-499398,"
                                                    $1,755                                            ",Gucci,"1,980",499398,Crossbody,8.75 ,10 ,5 ,19.5 ,,dust bag,"We guarantee this is an authentic GUCCI Calfskin 1955 Horsebit Bucket Bag White or 100% of your money back. This stylish shoulder bag is crafted of luxuriously textured calfskin leather in white. The bag has a sturdy base with a cinch-cord top. The bag also features an adjustable leather shoulder strap. The bag opens to a beige microfiber interior with a patch pocket. This is a chic shoulder bag for everyday use, only from Gucci! ",Excell,,Scratch(es),,Marks,
Calfskin Large Dionysus Hobo Red,https://www.fashionphile.com/gucci-calfskin-large-dionysus-hobo-red-499399,"
                                                    $1,185                                            ",Gucci,"1,890",499399,Crossbody,16.25 ,12.25 ,2.5 ,23 ,,rap,"We guarantee this is an authentic GUCCI Calfskin Large Dionysus Hobo Red or 100% of your money back. This stylish bag is crafted of soft calfskin leather in red. This bag features a looping leather shoulder strap and an optional fabric shoulder strap. There is a crossover strap with a large textured silver and red enamel horseshoe closure with tiger heads at the end.  This opens to a natural microfiber interior with zipper and patch pockets. This is a fantastic hobo for a sophisticated look for everyday essentials, from Gucci.   ",Excell,"Marks, imprints",,Scuffs,,
Monogram Travel Backpack Dark Brown,https://www.fashionphile.com/gucci-monogram-travel-backpack-dark-brown-498064,"
                                                    $830                                            ",Gucci,,498064,Backpacks,11.75 ,14.5 ,5.25 ,6 ,,dust bag,"We guarantee this is an authentic GUCCI Monogram Travel Backpack Dark Brown or 100% of your money back. This chic backpack is crafted of traditional brown on beige Gucci GG monogram canvas. The bag features a chocolate brown fabric handle that matches the brown nylon of the adjustable shoulder straps. The polished silver wrap-around zippers open to a dark brown fabric interior with zipper pockets. This is a practical backpack that is ideal for everyday use, from Gucci! ",Excell,,Faint scratch(es),,,Employee or sale stamp
Patent Leopard Print Betty Chain Wallet Red Brick Black,https://www.fashionphile.com/gucci-patent-leopard-print-betty-chain-wallet-red-brick-black-455417,"
                                                    $485                                            ",Gucci,660,455417,Clutch & Evening,7.5 ,4.5 ,1.25 ,24 ,,rap,We guarantee this is an authentic GUCCI Patent Leopard Print Betty Chain Wallet Red Brick Black or 100% of your money back. This stylish wallet is crafted of finely grained patent leather with a leopard print. This wallet baguette features a removable below-the-waist cross-body light polished gold chain link shoulder strap and a flap that opens to a spacious black leather interior with card slots and a zippered pocket. Ideal for day or evening necessities with the sophisticated style of Gucci!     ,Excell,"Corner wear, structure wea",Faint scratch(es),,Bubbled,
Pebbled Calfskin Small Soho Disco Bag Rose Beige,https://www.fashionphile.com/gucci-pebbled-calfskin-small-soho-disco-bag-rose-beige-499442,"
                                                    $1,040                                            ",Gucci,"1,190",499442,Crossbody,8 ,6.25 ,3 ,21 ,,dust bag,"We guarantee this is an authentic GUCCI Pebbled Calfskin Small Soho Disco Bag Rose Beige or 100% of your money back. This stylish crossbody bag is crafted of pebbled calfskin leather in rose-toned beige. The bag features an adjustable leather shoulder strap with polished light gold hardware, and a prominent interlocking GG logo stitched on the front. The light gold-knobbed leather tassel zipper pull opens to a natural fiber interior with patch pockets. This is a stylish and classic everyday bag, only from Gucci!",Excell,"Structure wear , faint corner wear, frayed stitch(es)",Scratch(es),Sizing marks,Marks,
