prname,page2,price,authnumber,sizeInch,color_material,accessories,outside_condition,inside_condition,other,smell,product_nr
LOUIS VUITTON PETIT NOE SHOULDER BAG MONOGRAM M42226,/collections/louis-vuitton/products/ao24327,"89,800",AR 1916,"W 9.8 x H 10.6 x D 7.5 ""

Strap Drop. 10.2 - 13.4 ""","Brown
/
Monogram Canvas Leather",-,AO24327,There is sign of use overall.,Good condition,-,AO24327
LOUIS VUITTON SPEEDY 30 HAND BAG VI1904 PURSE BLUE EPI M43005,/collections/louis-vuitton/products/ao24324,"69,800",VI 1904,"W 13.0 x H 8.7 x D 7.1 ""

Handle Drop. 3.1 ""","Blue
/
Epi leather, Leather",-,AO24324,"There is sign of use overall.

Leather part and outside: scratches and mold stain

Pocket has mold stain","There is sign of use overall.

Stain",-,AO24324
LOUIS VUITTON POCHE MONTECARLO JEWELRY CASE PURSE MONOGRAM M47350,/collections/louis-vuitton/products/ao24323,"49,800",MI0095,"W 8.7 x H 7.1 x D 2.0 ""","Brown
/
Monogram Canvas, Leather",-,AO24323,Excellent condition,Excellent condition,-,AO24323
LOUIS VUITTON SAC SOUPLE 55 TRAVEL HAND BAG MONOGRAM M41622,/collections/louis-vuitton/products/ao24155,"89,800",TH 0930,"W 21.7 x H 11.8 x D 9.4 ""

Handle Drop. 7.5 ""","Brown
/
Monogram Canvas, Leather",-,AO24155,"Good condition

Leather part: stain and minor crack","Good condition

Metal fittings: rust",-,AO24155
LOUIS VUITTON ODEON PM CROSS BODY SHOULDER BAG MONOGRAM M56390,/collections/louis-vuitton/products/ao24154,"189,000",CA 4140,"W 10.2 x H 10.6 x D 2.0 ""

Strap Drop. 19.9 - 22.4 ""","Brown
/
Monogram Canvas, Leather","Dust Bag, Manual, Box",AO24154,"Excellent condition

Leather parts: minor scuff.",Excellent condition,-,AO24154
LOUIS VUITTON VERNIS LEXINGTON HAND BAG PERLE PATENT M91345,/collections/louis-vuitton/products/ao24148,"49,800",VI 0025,"W 7.9 x H 4.5 x D 1.4 ""

Handle Drop. 6.3 ""","Perle
/
Patent Leather, Leather",Manual,AO24148,"Excellent condition

minor stain",Excellent condition,-,AO24148
LOUIS VUITTON MINI PLEATY HAND BAG CA0026 PINK MONOGRAM DENIM M95216,/collections/louis-vuitton/products/ao24147,"168,000",CA 0026,"W 10.6 x H 5.7 x D 2.4 ""

Handle Drop. 7.5 ""","Pink, Brown
/
Monogram Denim Canvas, Leather","Dust Bag, Box",AO24147,Good condition,Excellent condition,-,AO24147
LOUIS VUITTON SPEEDY 30 HAND BAG MONOGRAM DENIM PATCHWORK M95380,/collections/louis-vuitton/products/ao24144,"368,000",TH2017,"W 12.2 x H 8.7 x D 6.7 ""

Handle Drop. 3.1 ""","Indigo
/
Monogram Denim, Leather","Name Tag, Dust Bag, Padlock, Keys*2, Manual",AO24144,Excellent condition,Excellent condition,-,AO24144
LOUIS VUITTON ALMA 2WAY HAND BAG BLACK EPI M52142,/collections/louis-vuitton/products/ao24142,"108,000",AR 0927,"W 12.0 x H 9.1 x D 6.3 ""

Handle Drop. 3.5 ""

Strap Drop. 19.7 - 23.2 ""","Black
/
Epi Leather, Leather","Manual, Shoulder Strap",AO24142,Excellent condition,Excellent condition,-,AO24142
LOUIS VUITTON PAPILLON 30 HAND BAG MONOGRAM M51385,/collections/louis-vuitton/products/ao24052,"89,800",SP 0065,"W 12.0 x H 5.9 x D 5.9 ""

Handle Drop. 7.9 ""","Brown
/
Monogram Canvas, Leather",Pouch,AO24052,"Good condition

Dirt",Good condition,Little smell of perfume.,AO24052
LOUIS VUITTON PAPILLON 30 HAND BAG DAMIER N51303,/collections/louis-vuitton/products/ao24051,"89,800",MB 2180,"W 12.2 x H 5.9 x D 5.9 ""

Handle Drop. 6.7 ""","Brown
/
Damier Canvas, Leather",Pouch,AO24051,Excellent condition,Excellent condition,-,AO24051
LOUIS VUITTON CONCORDE BUSINESS HAND BAG SATCHEL MONOGRAM M51190,/collections/louis-vuitton/products/ao24050,"69,800",MI0941,"W 10.6 x H 7.5 x D 3.1 ""

Handle Drop. 5.9 ""","Brown
/
Monogram canvas, Leather",Dust Bag,AO24050,"Good condition

Dirt.","Good condition

Dirt.

Pocket：JUNK ; Peeled, Sticky",-,AO24050
LOUIS VUITTON POCHETTE MONTAIGNE SHOULDER BAG IVOIRE EPI M5929J,/collections/louis-vuitton/products/ao24046,"89,800",TH 2017,"W 9.8 x H 4.3 x D 2.4 ""

Strap Drop. 7.1 - 8.7 ""","Ivoire
/
Epi Leather, Leather",-,AO24046,Good condition,Good condition,-,AO24046
LOUIS VUITTON SAC BANDOULIERE PM SHOULDER BAG MONOGRAM M51364,/collections/louis-vuitton/products/ao24039,"59,800",842,"W 11.4 x H 7.5 x D 2.8 ""

Strap Drop. 9.1 - 18.5 ""","Brown
/
Monogram Canvas, Leather",-,AO24039,Good condition,Good condition,-,AO24039
LOUIS VUITTON MINI SPEEDY 2WAY HAND BAG BLACK MONOGRAM MULTI M92644,/collections/louis-vuitton/products/ao23987,"298,000",TH 0014,"W 6.3 x H 3.9 x D 2.8 ""

Handle Drop. 2.4 ""

Strap Drop. 22.8 ""","Black, etc
/
Monogram Multi-Color Canvas, Leather","Shoulder Strap, Dust Bag, Box",AO23987,There is sign of use overall.,Good condition,Strong smell of preservative.,AO23987
LOUIS VUITTON CONTE DE FEES POCHETTE HAND BAG BLACK SATIN M92275,/collections/louis-vuitton/products/ao23983,"98,000",TH 0042,"W 8.9 x H 5.1 x D 2.0 ""

Handle Drop. 6.7 ""","Black, etc
/
Monogram Satin, Leather",Dust Bag,AO23983,Excellent condition,Excellent condition,-,AO23983
LOUIS VUITTON BEVERLY MM SHOULDER BAG MONOGRAM M40121,/collections/louis-vuitton/products/ao23981,"108,000",FL 2077,"W 13.0 x H 7.9 x D 4.9 ""

Strap Drop. 7.9 ""","Brown
/
Monogram Canvas, Leather","Manual, Dust Bag",AO23981,Excellent condition,Excellent condition,-,AO23981
LOUIS VUITTON PAPILLON 19 MINI HAND BAG MONOGRAM M51389,/collections/louis-vuitton/products/ao23976,"138,000",DU 0043,"W 7.5 x H 3.9 x D 3.9 ""

Handle Drop. 4.3 ""","Brown
/
Monogram Canvas, Leather",-,AO23976,Good condition,Good condition,-,AO23976
LOUIS VUITTON PAPILLON ATTACHED POUCH MONOGRAM,/collections/louis-vuitton/products/ao23975,"45,800",-,"W 6.1 x H 2.8 x D 2.4 ""

Strap Drop : 5.9 ""","Brown
/
Monogram Canvas, Leather",-,AO23975,Good condition,Excellent condition,-,AO23975
LOUIS VUITTON PAPILLON ATTACHED POUCH DAMIER,/collections/louis-vuitton/products/ao23974,"45,800",-,"W 6.1 x H 2.8 x D 2.4 ""

Strap Drop : 5.9 ""","Brown
/
Damier Canvas, Leather",-,AO23974,Excellent condition,Excellent condition,-,AO23974
LOUIS VUITTON BUCKET PM SHOULDER TOTE BAG MONOGRAM M42238,/collections/louis-vuitton/products/ao23972,"89,800",FL 0074,"W 9.1 x H 10.2 x D 6.3 ""

Strap Drop. 5.9 - 9.4 ""","Brown
/
Monogram Canvas, Leather",-,AO23972,Good condition,Excellent condition,-,AO23972
LOUIS VUITTON NILE MESSENGER SHOULDER BAG MONOGRAM M45244,/collections/louis-vuitton/products/ao23971,"49,800",AR 0062,"W 11.0 x H 7.9 x D 4.7 ""

Strap Drop. 17.3 - 20.9 ""","Brown
/
Monogram Canvas, Leather",-,AO23971,There is sign of use overall.,"Good condition

Pocket：minor peeled.",-,AO23971
LOUIS VUITTON SAINT CLOUD GM SHOULDER BAG MONOGRAM M51242,/collections/louis-vuitton/products/ao23968,"89,800",TH 1013,"W 9.4 x H 8.3 x D 2.4 ""

Strap Drop. 17.3 - 20.9 ""","Brown
/
Monogram Canvas, Leather",-,AO23968,"Good condition

Flap side: minor crack(monogram)",Good condition,-,AO23968
LOUIS VUITTON GOBELINS BACKPACK BAG BLACK EPI M52292,/collections/louis-vuitton/products/ao23965,"98,000",VI 0939,"W 12.2 x H 14.2 x D 5.5 ""

Strap total length. 28.0 - 31.1 ""","Black
/
Epi Leather, Leather",-,AO23965,Good condition,Good condition,-,AO23965
LOUIS VUITTON KEEPALL 55 TRAVEL HAND BAG CIPANGO GOLD EPI M42968,/collections/louis-vuitton/products/ao23964,"98,000",VI 1904,"W 20.1 "" x H 11.8 "" x D 8.7 ""

Handle Drop. 3.5 ""","Cipango Gold
/
Epi Leather, Leather","Name Tag, Handle Holder",AO23964,"Good condition

minor frayed and dirt",There is sign of use overall.,-,AO23964
LOUIS VUITTON ELLIPSE SAC A DOS BACKPACK BAG MONOGRAM M51125,/collections/louis-vuitton/products/ao23962,"89,800",MI 1928,"W 9.4 x H 11.8 x D 3.9 ""

Strap total length. 26.0 - 30.7 ""","Brown
/
Monogram Canvas, Leather",Dust Bag,AO23962,"There is sign of use overall.

mold stain",Good condition,-,AO23962
LOUIS VUITTON SOUFFLOT ATTACHED POUCH BLACK EPI M52222,/collections/louis-vuitton/products/ao23846,"42,800",MI 0010,"W 6.1 x H 2.4 x D 2.4 ""

Handle Strap. 3.5 ""","Black
/
Epi Leather, Leather",-,AO23846,Good condition,Good condition,-,AO23846
LOUIS VUITTON PAPILLON ATTACHED POUCH PURSE MONOGRAM,/collections/louis-vuitton/products/ao23794,"39,800",-,"W 6.1 x H 2.8 x D 2.4 ""

Strap Drop : 5.1 ""","Brown
/
Monogram Canvas, Leather",-,AO23794,Excellent condition,Excellent condition,-,AO23794
LOUIS VUITTON SPEEDY 30 HAND BAG BLACK MONOGRAM MULTI M92642,/collections/louis-vuitton/products/ao23730,"268,000",SP 1023,"W 12.2 x H 8.3 x D 6.7 ""

Handle Drop. 4.7 ""","Black, etc./ Monogram Multi Color Canvas, Leather","Cover of Key, Keys*2",Good Condition,Good Condition,-,-,AO23730
LOUIS VUITTON POCHETTE CITE SHOULDER BAG MONOGRAM M51183,/collections/louis-vuitton/products/ao23677,"118,000",MI 0021,"W 8.3 x H 4.7 x D 2.4 ""

Strap Drop. 9.8 ""","Brown/ Monogram Canvas, Leather",-,Good Condition,Good Condition,-,-,AO23677
LOUIS VUITTON MINI SPEEDY 2WAY HAND BAG WHITE MONOGRAM MULTI M92645,/collections/louis-vuitton/products/ao23653,"168,000",TH 0073,"W 6.3 x H 3.9 x D 2.8 ""

Handle Drop. 2.4 ""

Strap Drop. 18.1 - 21.7 ""","White, etc./ Monogram Multi-Color Canvas, Leather",Shoulder Strap,"Obvious sigh of use with heavy damages

Discoloration",Good Condition,-,-,AO23653
LOUIS VUITTON POPINCOURT HAND BAG MONOGRAM M40009,/collections/louis-vuitton/products/ao23652,"89,800",VI 0066,"W 11.8 x H 5.5 x D 4.3 ""

Handle Drop. 2.8 ""","Brown/ Monogram Canvas, Leather",-,"There is sign of use overall

Leather part: Stains, Minor crack",Good Condition,-,-,AO23652
LOUIS VUITTON BOITE A TOUT JEWELRY BOX MONOGRAM SP ORDER,/collections/louis-vuitton/products/ao23568,"108,000",-,"W 8.7 x H 3.7 x D 5.7 ""

Handle Drop. 1.2 ""","Brown/ Monogram Canvas, Leather",-,"Good Condition

Handle: Crack",Good Condition,-,-,AO23568
LOUIS VUITTON PACK ALL PM 2WAY TRAVEL HAND BAG MONOGRAM M24001,/collections/louis-vuitton/products/ao23567,"128,000",BA 1011,"W 17.3 x H 13.8 x D 6.3 ""

Handle Drop. 1.2 ""

Strap Drop. 22.8 ""(Max)","Brown/ Monogram Canvas, Leather",-,There is sign of use overall,Excellent Condition,-,-,AO23567
LOUIS VUITTON SPEEDY 35 HAND BAG EPI BLUE M42995,/collections/louis-vuitton/products/ao23564,"79,800",SP 0997,"W 14.6 x H 9.4 x D 7.5 ""

Handle Drop. 3.7 """,Blue/ Epi Leather,-,"Good Condition

Dirt","Good Condition

Scratches",-,-,AO23564
LOUIS VUITTON SAINT JACQUES POIGNEES LONG SHOULDER TOTE BAG EPI BLUE M52335,/collections/louis-vuitton/products/ao23562,"69,800",AS 0927,"W 9.1 x H 9.4 x D 3.9 ""

Strap Drop. 10.6 """,Blue/ Epi Leather,-,Excellent Condition,Excellent Condition,-,-,AO23562
LOUIS VUITTON SAC PLAT HAND TOTE BAG MONOGRAM M51140,/collections/louis-vuitton/products/ao23543,"59,800", MI 878,"W 14.2 x H 15.0 x D 3.9 ""

Handle Drop. 4.7 ""","Brown/ Monogram Canvas, Leather",-,There is sign of use overall,There is sign of use overall,-,-,AO23543
LOUIS VUITTON CANNES COSMETIC VANITY HAND BAG EPI BLACK M48032,/collections/louis-vuitton/products/ao23541,"69,800",AS 1905,"W 7.5 x H 7.5 x D 7.1 ""

Handle Drop. 3.9 """,Black/ Epi Leather,"Dust Bag, Manual",Good Condition,Good Condition,"JUNK : Junk condition, in need of repair.
It can not be used.",-,AO23541
LOUIS VUITTON MINI PLEATY HAND BAG MONOGRAM DENIM M95050,/collections/louis-vuitton/products/ao23517,"148,000",CA 0056,"W 10.6 x H 5.7 x D 2.4 ""

Handle Drop. 7.5 ""","Indigo/ Monogram Denim, Leather",-,There is sign of use overall,"There is sign of use overall

Stains","There is sign of use overall

Minor pen mark",-,AO23517
LOUIS VUITTON POCHETTE MONTAIGNE SHOULDER BAG EPI BLACK M59292,/collections/louis-vuitton/products/ao23515,"79,800",TJ 2112,"W 9.8 x H 4.3 x D 2.4 ""

Strap Drop. 7.1 - 8.7 "" ",Black/ Epi Leather,-,Good Condition,Good Condition,-,-,AO23515
LOUIS VUITTON SIRIUS 45 TRAVEL HAND BAG MONOGRAM M41408,/collections/louis-vuitton/products/ao23508,"128,000",AA 4018,"W 17.7 x H 12.4 x D 5.9 ""

Handle Drop. 5.9 ""","Brown/ Monogram Canvas, Leather","Name Tag, Handle Holder",Excellent Condition,Excellent Condition,-,-,AO23508
LOUIS VUITTON SAC PLAT HAND TOTE BAG MONOGRAM M51140,/collections/louis-vuitton/products/ao23507,"158,000",MI 1002,"W 14.2 x H 15.0 x D 3.9 ""

Handle Drop. 4.7 ""","Brown/ Monogram Canvas, Leather",Dust Bag,"Excellent Condition

Suntanned

Metal fittings: Patina",Good Condition,-,-,AO23507
LOUIS VUITTON CEINTURE POCHETTE DUO WAIST BUM BAG MONOGRAM M9836,/collections/louis-vuitton/products/ao23444,"59,800", CA0120,"W 5.5 x H 3.3 x D 0.6 ""","Brown/ Monogram Canvas, Leather",-,Excellent Condition,Excellent Condition,-,-,AO23444
LOUIS VUITTON NAVONA HAND BAG DAMIER N51983,/collections/louis-vuitton/products/ao23391,"69,800",FL0015,"W 8.3 x H 4.7 x D 1.6 ""

Handle Drop. 6.3 ""","Blue, Brown/ Monogram Denim , Leather",-,Excellent Condition,Excellent Condition,-,-,AO23391
LOUIS VUITTON TROUSSE BIJOU PRIVATE JEWELRY CASE MONOGRAM M47837,/collections/louis-vuitton/products/ao23360,"79,800",SN 4029,"W 7.9 x H 10.2 x D 0.8 ""","Brown/ Monogram Canvas, Leather",Dust Bag,Excellent Condition,Excellent Condition,-,-,AO23360
LOUIS VUITTON WITH HALLS TOTE BAG MONOGRAMM40279 COMME DES GARCONS COLLABORATION LIMITED,/collections/louis-vuitton/products/ao23355,"498,000",SP 4144(Bag) / B04134(Inner Bag),"W 12.6 x H 15.7 x D 5.5 ""

Handle Drop. 4.3 ""","Brown/ Monogram Canvas, Leather","Name Tag, Inner Bag, Dust Bag","Good Condition

Minor Stains",Excellent Condition,-,-,AO23355
LOUIS VUITTON BORDEAUX GM SHOULDER BAG MONOGRAM M51797,/collections/louis-vuitton/products/ao23354,"79,800",A20834,"W 10.4 x H 7.5 x D 1.2 ""

Strap Drop. 18.9 ""","Brown/ Monogram Canvas, Leather",Dust Bag,Good Condition,Good Condition,-,-,AO23354
LOUIS VUITTON SAC RUBBER SHOULDER BAG EYE LOVE MONOGRAM MULTI M92051,/collections/louis-vuitton/products/ao23282,"298,000",TH 0023,"W 8.7 x H 5.9 x D 2.0 ""

Shoulder Drop. 5.9 ""","White, etc./ Eye Love Monogram Multi-Color Canvas, Leather","Cover of Key, Keys*2, Padlock, Manual",There is sign of use overall,"Good Condition

Flap: Suntanned",-,-,AO23282
LOUIS VUITTON ELIZA SHOULDER BAG MONOGRAM MULTI M40098,/collections/louis-vuitton/products/ao23280,"168,000",TH 1006,"W 10.6 x H 5.9 x D 3.9 ""

Strap Drop. 7.9 ""","White, etc./ Monogram Multi-Color Canvas, Leather","Manual, Dust Bag",Good Condition,Good Condition,-,Smell of mold.,AO23280
LOUIS VUITTON PLEATY HAND BAG MONOGRAM INDIGO DENIM M95020,/collections/louis-vuitton/products/ao23252,"148,000",VI 1006,"W 12.2 x H 6.5 x D 3.1 ""

Handle Drop. 3.9 ""","Indigo/ Monogram Denim, Leather",-,Good Condition,Excellent Condition,-,-,AO23252
LOUIS VUITTON SOUFFLOT HAND BAG EPI GREEN M52224,/collections/louis-vuitton/products/ao23247,"79,800",AR 1926,"W 12.2 x H 5.9 x D 5.5 ""

Handle Drop. 6.7 """,Green/ Epi Leather,Pouch,Good Condition,"Good Condition

Minor mold stains",-,-,AO23247
LOUIS VUITTON POPINCOURT LONG SHOULDER BAG MONOGRAM M40008,/collections/louis-vuitton/products/ao23227,"118,000",DU 1005,"W 12.4 x H 5.9 x D 5.1 ""

Strap Drop. 17.3 - 20.9 ""","Brown/ Monogram Canvas, Leather",Dust Bag,There is sign of use overall,Excellent Condition,-,-,AO23227
LOUIS VUITTON SAC MARINE 2WAY TRAVEL HAND BAG MONOGRAM M41235,/collections/louis-vuitton/products/ao23225,"108,000",NO 1900,"W 13.6 x H 25.2 x D 11.4 ""

Handle Drop. 3.1 ""

Strap total length. 37.8 - 56.3 ""","Brown/ Monogram Canvas, Leather",Shoulder Strap,"There is sign of use overall

Scratches，Crack, stains","There is sign of use overall

Stains",-,-,AO23225
LOUIS VUITTON POCHETTE FLORENTINE WAIST BUM BAG MONOGRAM M51855 #M,/collections/louis-vuitton/products/ao23168,"79,800",FL 0073/FL 0023,"W 6.3 x H 4.3 x D 1.6 ""

Waist. 34.6 - 43.7 "" (#M)","Brown/ Monogram Canvas, Leather","Dust Bag, Manual","Good Condition

Leather: Minor Dirt",Excellent Condition,-,-,AO23168
LOUIS VUITTON LUCILLE PM HAND TOTE BAG BLUE MONOGRAM MINI M92676,/collections/louis-vuitton/products/ao23112,"59,800",SR 0043,"W 11.0 x H 7.5 x D 3.1 ""

Handle Drop. 7.7 ""","Blue/ Monogram Mini Canvas, Leather",Manual,Good Condition,"Good Condition

Yellow tint",-,-,AO23112
LOUIS VUITTON MALESHERBES HAND BAG DAMIER N51379,/collections/louis-vuitton/products/ao23027,"108,000",SR 0918,"W 10.2 x H 8.3 x D 2.4 ""

Handle Drop. 4.3 ""","Brown/ Damier Canvas, Leather",Dust Bag,"Good Condition

Handle: Crack","Good Condition

Dirt，Crack",-,-,AO23027
LOUIS VUITTON POCHETTE ACCESSOIRES HAND BAG MONOGRAM MULTI M92649,/collections/louis-vuitton/products/ao23013,"148,000",SL 0074,"W 8.5 x H 5.1 x D 1.6 ""

Handle Drop. 5.5 ""","White, etc./ Monogram Multi-Color Canvas, Leather",Dust Bag,There is sign of use overall,Good Condition,-,-,AO23013
LOUIS VUITTON JULIET PM SHOULDER BAG BLUE MONOGRAM MINI M92005,/collections/louis-vuitton/products/ao22966,"59,800",TH 0030,"W 4.5 x H 5.7 x D 1.6 ""

Strap Drop. 20.1 - 22.4 ""","Blue/ Monogram Mini Canvas, Leather",-,"There is sign of use overall

Discoloration",There is sign of use overall,-,-,AO22966
LOUIS VUITTON PETIT NOE DRAWSTRING SHOULDER BAG EPI YELLOW M44109,/collections/louis-vuitton/products/ao22905,"89,800",AR 1929,"W 9.8 x H 10.6 x D 7.5 ""

Strap Drop. 8.7 - 11.8 """,Yellow/ Epi Leather,Dust Bag,Good Condition,"Good Condition

Pen mark",-,-,AO22905
LOUIS VUITTON SAC PROMENADE SHOULDER BAG MONOGRAM M51114,/collections/louis-vuitton/products/ao22829,"69,800",NO 0940,"W 20.1 x H 12.6 x D 3.9 ""

Strap Drop. 16.1 - 19.7 ""","Brown/ Monogram Canvas, Leather",-,"Obvious sigh of use with heavy damages

Stains","Good Condition

Pen Mark",-,-,AO22829
LOUIS VUITTON SAC DEPAULE PM SHOULDER BAG EPI BLACK M80157,/collections/louis-vuitton/products/ao22827,"79,800",VI 0912,"W 10.2 x H 11.4 x D 5.7 ""

Strap Drop. 13.8 - 15.7 """,Black/ Epi Leather,-,Good Condition,Good Condition,-,Smell of perfume and cigarettes,AO22827
LOUIS VUITTON POCHETTE ACCESSOIRES HAND BAG MONOGRAM M51980,/collections/louis-vuitton/products/ao22779,"59,800",BJ 1010,"W 8.3 x H 5.1 x D 1.6 ""

Handle Drop. 5.5 ""","Brown/ Monogram Canvas, Leather",-,Good Condition,Excellent Condition,-,-,AO22779
LOUIS VUITTON POCHETTE ACCESSOIRES HAND BAG MONOGRAM PANDA M51981 TAKASHI MURAKAMI,/collections/louis-vuitton/products/ao22731,"148,000",VI 0094,"W 8.3 x H 5.1 x D 1.6 ""

Handle Drop. 5.5 ""","Brown/ Monogram Canvas, Leather",Dust Bag,Good Condition,Good Condition,-,-,AO22731
LOUIS VUITTON POCHETTE SECRET SHOULDER BAG POCHETTE MONOGRAM M45484,/collections/louis-vuitton/products/ao22550,"69,800",863 AN,"W 4.1 x H 5.5 ""

Strap Drop. 15.7 ""","Brown/ Monogram Canvas, Leather",-,There is sign of use overall,There is sign of use overall,-,-,AO22550
LOUIS VUITTON BISCAYNE BAY PM SHOULDER BAG VERNIS PEPPER MINT M91289,/collections/louis-vuitton/products/ao22412,"89,800",TH 0034,"W 9.8 x H 6.7 x D 2.8 ""

Strap Drop. 8.3 ""","Pepper Mint/ Patent Leather, Leather",Manual,Good Condition,Good Condition,-,-,AO22412
LOUIS VUITTON SOLOGNE SHOULDER BAG MONOGRAM M42250,/collections/louis-vuitton/products/ao22365,"128,000",SL 1003,"W 10.6 x H 7.9 x D 3.1 ""

Strap Drop. 19.7 - 23.2 ""","Brown/ Monogram Canvas, Leather",-,"Good Condition

Suntanned, Stains","Good Condition

Stains",-,-,AO22365
LOUIS VUITTON SAINT CLOUD GM SHOULDER BAG EPI BLACK M52192,/collections/louis-vuitton/products/ao22075,"108,000",TH 0945,"W 9.4 x H 8.7 x D 2.4 ""

Strap Drop. 15.0 - 18.5 """,Black/ Epi Leather,-,Good Condition,Good Condition,-,-,AO22075
LOUIS VUITTON MABILLON BACKPACK BAG EPI CIPANGO GOLD M52238,/collections/louis-vuitton/products/ao22013,"79,800",VI 0063,"W 8.3 x H 11.0 x D 3.5 ""

Strap total length. 28.3 - 31.5 """,Cipango Gold/ Epi leather,-,"Good Condition

Minor Frayed",Good Condition,Pocket: Minor peeled,-,AO22013
LOUIS VUITTON CABAS AMBRE GM HAND TOTE BAG MONOGRAM M92500,/collections/louis-vuitton/products/ao22010,"228,000",LB 1022,"W 18.5 x H 13.6 x D 8.3 ""

Handle Drop. 7.1 ""","Brown/ Monogram Vinyl, Leather",Pouch,"Good Condition

Stains",Good Condition,-,-,AO22010
LOUIS VUITTON SAINT CLOUD GM SHOULDER BAG MONOGRAM M51242,/collections/louis-vuitton/products/ao22006,"158,000",TH1005,"W 9.4 x H 9.1 x D 2.8 ""

Strap Drop. 15.7 - 19.3 ""","Brown/ Monogram Canvas, Leather","Dust Bag, Box",Excellent Condition,Excellent Condition,-,-,AO22006
LOUIS VUITTON PONT NEUF HAND BAG ZIPANG GOLD EPI M52058,/collections/louis-vuitton/products/ao21786,"89,800",MI 0998,"W 9.4 x H 9.1 x D 4.1 ""

Handle Drop. 4.5 """,Zipang Gold/ Epi Leather,-,Excellent Condition,Excellent Condition,-,-,AO21786
LOUIS VUITTON ALZER 60 TRUNK HARD CASE BAG MONOGRAM M21228,/collections/louis-vuitton/products/ao21538,"268,000",910307,"W 23.8 x H 8.5 x D 16.3 ""

Handle Drop. 2.0 ""","Brown/ Monogram Canvas, Leather",-,"There is sign of use overall

Crack","There is sign of use overall

Stains",-,,AO21538
LOUIS VUITTON NEO SPEEDY HAND BAG PINK MONOGRAM DENIM M95214,/collections/louis-vuitton/products/ao21350,"128,000",SP 0026,"W 12.0 x H 6.5 x D 6.3 ""

Handle Drop. 4.3 ""","Pink/ Monogram Denim Canvas, Leather",-,Good Condition,Good Condition,-,,AO21350
LOUIS VUITTON COURCELLES SHOULDER BAG MONOGRAM M51375,/collections/louis-vuitton/products/ao21194,"128,000",SR 0948,"W 11.6 x H 8.9 x D 3.1 ""

Strap Drop. 14.6 - 18.1 ""","Brown/ Monogram Canvas, Leather",-,Good Condition,Good Condition,-,,AO21194
LOUIS VUITTON OPERA AEGEAN CLUTCH HAND BAG BLACK EPI M63962,/collections/louis-vuitton/products/ao20818,"89,800",MI 1905,"W 10.6 x H 6.1 x D 1.2 """,Black/ Epi Leather,-,Good Condition,Good Condition,-,,AO20818
LOUIS VUITTON RANDONNEE PM DRAWSTRING SHOULDER BAG MONOGRAM M42243,/collections/louis-vuitton/products/ao20763,"148,000",AR 0091,"W 11.0 x H 15.7 x D 5.9 ""

Strap total length. 24.8 - 29.5 ""","Brown/ Monogram Canvas, Leather",Manual,"Good Condition

Minor Scratches",Good Condition,-,Smell of cigarettes,AO20763
LOUIS VUITTON BLOIS SHOULDER BAG MONOGRAM M51221,/collections/louis-vuitton/products/ao20352,"128,000",SN 0064,"W 9.6 x H 7.5 x D 4.3 ""

Strap Drop. 16.9 - 19.7 ""","Brown/ Monogram Canvas, Leather",-,Excellent condition,Excellent condition,-,-,AO20352
LOUIS VUITTON PAPILLON 22 HAND BAG MONOGRAM M51367,/collections/louis-vuitton/products/ao20351,"69,800",-,"W 8.7 x H 4.1 x D 4.1 ""

Handle Drop. 5.1 ""","Brown/ Monogram Canvas, Leather",-,There is sign of use overall,"There is sign of use overall

Pen Mark",-,-,AO20351
LOEWE VELAZQUEZ 2way Hand Bag Black,/collections/louis-vuitton/products/ao20294,"148,000",-,"W 11.8 x H 10.2 x D 3.9 ""

Handle Drop. 2.0 ""

Strap Drop. 14.2 ""","Black, Brown/ Leather","Shoulder Strap, Manual, Dust Bag",Excellent condition,Excellent condition,-,-,AO20294
LOUIS VUITTON SAINT JACQUES LONG SHOULDER BAG EPI YELLOW M52339,/collections/louis-vuitton/products/ao20216,"69,800",AS 0032,"W 9.1 x H 9.4 x D 3.9 ""

Strap Drop. 10.6 """,Yellow/ Epi Leather,-,Excellent condition,Excellent condition,-,-,AO20216
LOUIS VUITTON MARE SHOULDER TOTE BAG DAMIER N42240,/collections/louis-vuitton/products/ao20198,"118,000",SP 0061,"W 8.9 x H 9.8 x D 6.3 ""

Strap Drop. 7.1 - 9.1 ""","Brown/ Damier Canvas, Leather",Pouch,Excellent condition,Excellent condition,-,-,AO20198
LOUIS VUITTON VERNIS BEDFORD HAND BAG PERLE M91331,/collections/louis-vuitton/products/ao20100,"59,800",VI 0046,"W 12.0 x H 5.9 x D 5.9 ""

Handle Drop. 7.9 ""","Perle/ Patent Leather, Leather",Dust Bag,Good condition,Excellent condition,-,,AO20100
LOUIS VUITTON SOUFFLOT HAND BAG EPI RED M52227,/collections/louis-vuitton/products/ao19940,"89,800",MI0081,"W 12.2 x H 5.9 x D 5.5 ""

Handle Drop. 6.7 ""","Red/ Epi Leather, Leather","Pouch, Dust Bag",Excellent condition,Excellent condition,-,-,AO19940
LOUIS VUITTON POCHETTE ACCESSOIRES POUCH HAND BAG RED EPI M52947,/collections/louis-vuitton/products/ao19856,"49,800",AR 0021,"W 9.4 x H 5.1 x D 1.0 ""

Handle Drop. 5.9 """,Red/ Epi Leather,-,Excellent condition,Excellent condition,-,-,AO19856
