productname,productpage,price,brand,estretailpr,itemnr,category,length,height,width,drop,year,acc_included,description,condition,cond_ext,cond_hw,cond_handle,cond_int,cond_other
Ostrich Market Drawstring Bag 28 Vert Olive,https://www.fashionphile.com/hermes-ostrich-market-drawstring-bag-28-vert-olive-323004,"
                                                    $1,345                                            ",Hermes,,323004,Handbags,10.5 ,10.5 ,5.5 ,9.5 ,,,"We guarantee this is an authentic HERMES Ostrich Market Drawstring Bag 28 Vert Olive or 100% of your money back. This stylish drawstring bag is crafted of distinctive olive green ostrich. The bag features a leather shoulder strap and a leather cinch cord with gold hardware. The top is open to a spacious leather interior. This is a perfect shoulder bag for everyday use, only from Hermes! ",G,"Scuffs , structure wear , edge wear , substantial corner wea",Scratch(es),"Edge wear , scuffs , sizing marks , nick(s)","Scuffs , musty odor, surface wea",
Epsom Kelly Sellier 28 Bleu Electrique,https://www.fashionphile.com/hermes-epsom-kelly-sellier-28-bleu-electrique-500846,"
                                                    $15,500                                            ",Hermes,,500846,Handbags,11.5 ,8.25 ,4.5 ,17.5 ,,"box, dust bag, strap, rain coat, clochette, lock, 2 key","We guarantee this is an authentic HERMES Epsom Kelly Sellier 28 Bleu Electrique or 100% of your money back. This Hermes classic handbag is beautifully crafted in stamped Epsom calfskin leather in deep blue. A single rolled leather top handle is secured with polished gold plated hardware and an optional leather shoulder strap is included. The traditional gold Kelly turn-lock secures the small flap with a padlock. A hanging leather key clochette accessorizes this handbag. The interior features two flat pockets, as well as a zippered pocket, both in chevre goatskin leather. Timeless and sophisticated, this Kelly is a wonderful complement to any Hermes collection!",Excell,,Scratch(es),,Scuffs,
Toile Cabag Elan Black,https://www.fashionphile.com/hermes-toile-cabag-elan-black-494587,"
                                                    $765                                            ",Hermes,"1,725",494587,Handbags,15.75 ,9.25 ,5.75 ,10 ,2008,,We guarantee this is an authentic HERMES Toile Cabag Elan Black or 100% of your money back. This stylish tote is finely crafted of black toile canvas. This features leather top handles and swivels leather shoulder straps with expandable sides. The top is open to a matching fabric interior with zipper and patch pockets. This is a marvelous tote that is ideal for everyday use from Hermes!,G,"Corner wear, pilling , marks, imprints, frayed stitch(es)","Scratch(es) , tarnish","Creases, scuffs , wear at resin glazing, darkening , scratches, structure wear","Musty odor, marks, pilling",
Negonda Garden Party 36 MM Rouge H,https://www.fashionphile.com/hermes-negonda-garden-party-36-mm-rouge-h-489433,"
                                                    $1,345                                            ",Hermes,"3,750",489433,Handbags,14 ,10.5 ,6.75 ,,2010,dust bag,"We guarantee this is an authentic HERMES Negonda Garden Party 36 MM Rouge H or 100% of your money back. This sophisticated tote is finely crafted of luxurious grained dark red leather. The bag features expandable sides with a snap, facing trim that transitions into rolled leather top handles and a top snap in palladium silver that opens to a spacious beige fabric interior with a zipper pocket. This is a splendid tote for everyday wear, from Hermes!",G,"Corner wear, scuffs , structure loss , discoloration, smoothing of leather , edge wear , marks",Scratch(es),"Smoothing of leather , scuffs , wear at resin glazing, darkening , marks, splitting","Residue marks , discoloration, musty odor, edge wea",
Veau Grain Lisse Kelly Sellier 32 Black,https://www.fashionphile.com/hermes-veau-grain-lisse-kelly-sellier-32-black-497431,"
                                                    $9,950                                            ",Hermes,,497431,Handbags,12.75 ,9.5 ,4.5 ,17.5 ,2001,"lock & 2 keys, strap, dust bag, cloc","We guarantee this is an authentic HERMES Veau Grain Lisse Kelly Sellier 32 Black or 100% of your money back. This classic tote is crafted of textured black calfskin leather, and features a sturdy rolled leather top handle, an optional shoulder strap, and a crossover flap with a polished gold plate Kelly turn lock and strap closure. This opens to a spacious black leather interior with zipper and patch pockets. This stylish bag is is suitable for every occasion, with the classical sophistication only from Hermes!",Very G,"Corner wear, scuffs , marks","Scratch(es) , protective plastic sticker(s) intact",Marks,"Scuffs , imprints",
Epsom Constance 18 Black,https://www.fashionphile.com/hermes-epsom-constance-18-black-499878,"
                                                    $10,755                                            ",Hermes,,499878,Crossbody,7.25 ,6 ,1.5 ,20.75 ,,"box, dust bag","We guarantee this is an authentic HERMES Epsom Constance 18 Black or 100% of your money back. This is a chic small bag that is finely crafted of luxurious Epsom calfskin leather in black. The bag features a leather crossbody strap and a facing flap with a palladium silver Hermes H clasp. The flap opens to a partitioned black leather interior with a patch pocket. This is a fabulous day or evening bag with classic sophistication, only from Hermes!",Excell,,Scratch(es),,"Scuffs , marks",
Epsom Mini Illico Tosca,https://www.fashionphile.com/hermes-epsom-mini-illico-tosca-488915,"
                                                    $3,775                                            ",Hermes,,488915,Crossbody,7.25 ,5.75 ,2.25 ,23.75 ,2012,dust bag (keys and clochette not included),"We guarantee this is an authentic HERMES Epsom Mini Illico Tosca or 100% of your money back. This stylish handbag is crafted of grained calfskin leather in purple. The bag features a long leather shoulder strap and a silver lock on the front flap. This opens to a partitioned leather interior patch pockets. This is a chic bag for any occasion, only from Hermes!",Very G,Corner wea,Scratch(es),Edge wear,,"Missing key clochette, missing lock and/or key(s)"
Box Kelly Sellier 28 Black,https://www.fashionphile.com/hermes-box-kelly-sellier-28-black-499089,"
                                                    $8,055                                            ",Hermes,,499089,Handbags,11.5 ,8.75 ,4.5 ,17.5 ,1992,"rap, clochette, lock, 2 key","We guarantee this is an authentic HERMES Box Kelly Sellier 28 Black or 100% of your money back. This handbag is crafted of calfskin leather in black. This bag features a rolled leather top handle, an optional shoulder strap, and polished gold hardware. The flap opens with a signature Kelly turn lock to a matching black leather interior with zipper and patch pockets. This is a classic handbag, from Hermes!",Very G,"Painted or dyed, faint corner wear, faint scuffs","Scratch(es) , tarnished, plating","Scuffs , frayed stitch(es)","Scuffs , imprints, edge wea",
Courchevel Bolide 45 Naturelle,https://www.fashionphile.com/hermes-courchevel-bolide-45-naturelle-436272,"
                                                    $1,585                                            ",Hermes,,436272,Handbags,17.5 ,14.25 ,9.5 ,4.25 ,1996,"clochette, lock, 2 key","We guarantee this is an authentic HERMES Courchevel Bolide 45 Naturelle or 100% of your money back. This stylish tote is crafted of lovely stamped courchevel calfskin leather in tan brown. The bag features rolled leather top handles, a cadena lock, gold hardware and a hanging clochette with keys. The top zipper opens to a spacious fabric and leather interior making this an ideal for weekender bag, only from Hermes!",Very G,"Corner wear, warped or bent, scuffs , faded area(s), marks, painted or dyed","Tarnished, faint scratch(es)","Scuffs , wear at resin glazing, darkening , color transfer, marks","k marks, scuffs , marks",Employee or sale stamp
Epsom Kelly Sellier 25 Black,https://www.fashionphile.com/hermes-epsom-kelly-sellier-25-black-418909,"
                                                    $17,500                                            ",Hermes,,418909,Crossbody,9.75 ,7.5 ,3.75 ,17.25 ,2018,"box, dust bag, rain coat, strap, clochette, lock, 2 key","We guarantee this is an authentic HERMES Epsom Kelly Sellier 25 Black or 100% of your money back. This stunning Hermes classic handbag is beautifully crafted in stamped epsom calfskin leather in black. A single rolled leather top handle is secured gold plated hardware and an optional leather shoulder strap is included. The traditional Kelly turn lock secures the small flap with a padlock and a hanging leather key clochette accessorizes this handbag. The interior features a single flat pocket as well as a zipped wide pocket, both in chèvre goatskin leather. Timeless and sophisticated, this Kelly is a wonderful complement to any Hermes collection!",Excell,,Plating,,"Perfume or cologne odor, marks",
Taurillon Clemence Birkin 30 Black,https://www.fashionphile.com/hermes-taurillon-clemence-birkin-30-black-324641,"
                                                    $13,250                                            ",Hermes,,324641,Handbags,11.5 ,9.25 ,6 ,4.25 ,2010,"dust bag, lock & key, cloc","We guarantee this is an authentic HERMES Taurillon Clemence Birkin 30 Black or 100% of your money back. This ultra-chic classic handbag is crafted of luxurious clemence leather in black. The bag features thin but sturdy rolled leather top handles, a cross over flap with a strap closure, clasps with a palladium silver plated turn lock with a matching padlock and a hanging clochette with keys. The top opens to a spacious interior with a zipper and patch pocket. This iconic handbag is ideal for day and evening use, only from Hermes!",Excell,Faint corner wea,Scratch(es),Wear at resin glazing,Surface wea,
Epsom Birkin 35 Rose Tyrien,https://www.fashionphile.com/hermes-epsom-birkin-35-rose-tyrien-317421,"
                                                    $9,600                                            ",Hermes,,317421,Handbags,13 ,11.25 ,7 ,4.5 ,,"lock & 2 keys, cloc","We guarantee this is an authentic HERMES Epsom Birkin 35 Rose Tyrien or 100% of your money back. This stylish tote is beautifully crafted of epsom calfskin leather in dark pink with contrast white stitching. The bag features rolled leather top handles, a short flap and strap closure and silver plated hardware including a turn lock and padlock and keys. This opens to a matte chevre goatskin interior with zipper and patch pockets. This is an excellent tote that will be ideal for day with the classic, one of a kind classic style, from Hermes!",Very G,"Scuffs , structure loss , faint corner wea",Scratch(es),Edge wear,"Surface wear, pocket(s) stretched",
Taurillon Clemence Horseshoe Birkin 35 Bleu Brighton Bleu Jean,https://www.fashionphile.com/hermes-taurillon-clemence-horseshoe-birkin-35-bleu-brighton-bleu-jean-301051,"
                                                    $8,500                                            ",Hermes,,301051,Handbags,13.75 ,10.5 ,6.75 ,3.75 ,2009,"dust bag, clochette, lock, 2 keys, rain coa","We guarantee this is an authentic HERMES Taurillon Clemence Horseshoe Birkin 35 Bleu Brighton Bleu Jean or 100% of your money back. This stunning two tone Birkin handbag is crafted of grained taurillon clemence calfskin leather in deep and light blue. The bag features rolled leather top handles, a cross over flap and a leather strap closure with palladium hardware including a silver turn lock and a hanging clochette with keys to the padlock. This opens to a chevre goatskin leather interior with zipper and patch pockets. This is an excellent tote, ideal for everyday use, from Hermes!",Very G,"Creases, scuffs , structure wear , marks",Scratch(es),Wear at resin glazing,"Scuffs , marks",
Taurillon Maurice Sombrero 24/24 35 Black,https://www.fashionphile.com/hermes-taurillon-maurice-sombrero-2424-35-black-496817,"
                                                    $10,500                                            ",Hermes,,496817,Handbags,13.5 ,10.75 ,6.25 ,3.75 ,2018,dust bag,"We guarantee this is an authentic HERMES Taurillon Maurice Sombrero 24/24 35 Black or 100% of your money back. This handbag is crafted of richly textured calfskin leather in black. The bag features a reinforced leather top handle, a rear patch pocket, and a gold plated turn-lock on the front. This opens to a smooth black leather interior with a zipper pocket. This is an iconic and very sought after handbag, ideal for occasions that call for the luxury and style only from Hermes!",Excell,"Scuffs , faint corner wea","Scratch(es) , pitt",Scuffs,"Scuffs , marks",
Taurillon Clemence Picotin Lock 26 GM Bougainvillea,https://www.fashionphile.com/hermes-taurillon-clemence-picotin-lock-26-gm-bougainvillea-497194,"
                                                    $2,335                                            ",Hermes,"3,500",497194,Handbags,10.5 ,10.5 ,8.25 ,7 ,2013,"lock, 2 key",We guarantee this is an authentic HERMES Taurillon Clemence Picotin Lock 26 GM Bougainvillea or 100% of your money back. This stunning tote is crafted of grained clemence calfskin leather in a vibrant coral pink. This bag features a unique one-piece reinforced design with leather top handles and a crossover closure strap that can be secured by a palladium silver padlock. This opens to a spacious matching pink suede interior. This is an excellent tote for everyday wear with the classical sophistication from Hermes!,Very G,"Structure wear , marks, faint corner wea",Scratch(es),,Marks,
Epsom Kelly Sellier 28 Rose Jaipur,https://www.fashionphile.com/hermes-epsom-kelly-sellier-28-rose-jaipur-496820,"
                                                    $14,500                                            ",Hermes,,496820,Handbags,11.5 ,8.75 ,4.5 ,17.25 ,2016,"dust bag, strap, clochette, lock, 2 key","We guarantee this is an authentic HERMES Epsom Kelly Sellier 28 Rose Jaipur or 100% of your money back. This stunning Hermes handbag is beautifully crafted of stamped Epsom calfskin leather in coral pink. A single rolled leather top handle is secured with palladium silver hardware and a removable leather shoulder strap is included. The traditional Kelly turn-lock secures the small flap with a padlock. A hanging leather key clochette accessorizes this handbag. The interior features two flat pockets as well as a zipped pocket, both in chevre goatskin leather. Timeless and sophisticated, this Kelly is a wonderful compliment to any Hermes collection!",Excell,,Scratch(es),,mprints,
Togo HAC Endless Road Birkin 50 Bleu de Prusse,https://www.fashionphile.com/hermes-togo-hac-endless-road-birkin-50-bleu-de-prusse-498543,"
                                                    $39,950                                            ",Hermes,,498543,Handbags,19.25 ,18.25 ,10.5 ,3.25 ,2018,"box, dust bag, lock, 2 keys, cloc","We guarantee this is an authentic HERMES Togo HAC Endless Road Birkin 50 Bleu de Prusse or 100% of your money back. This spacious travel tote is crafted of textured togo calfskin leather in dark blue, with a smooth leather scene depicting an endless road in various shades of blue. The bag features rolled leather top handles and a front flap with palladium silver-tipped straps and a turn-lock closure with a padlock and a leather key clochette. This opens to a matte chevre goatskin leather interior. This is a chic travel companion, with the superb craftsmanship and appeal only from Hermes! ",Excell,,,,Marks,
Swift Constance 18 Etain,https://www.fashionphile.com/hermes-swift-constance-18-etain-499427,"
                                                    $12,500                                            ",Hermes,,499427,Crossbody,7.25 ,5.75 ,1.75 ,20.25 ,2019,"box, dust bag","We guarantee this is an authentic HERMES Swift Constance 18 Etain or 100% of your money back. This is a chic small bag that is finely crafted of luxurious swift calfskin leather in dark gray. The bag features a leather cross body shoulder strap, a frontal flap and a rose gold plated Hermes H logo. The flap opens to a partitioned leather interior with patched pockets. This is a fabulous day or evening bag with the classical sophistication, only from Hermes!",Excell,Faint scuffs,Faint scratch(es),,,
Box Taurillon Clemence Faco Clutch Black,https://www.fashionphile.com/hermes-box-taurillon-clemence-faco-clutch-black-489376,"
                                                    $1,435                                            ",Hermes,,489376,Clutch & Evening,9.25 ,7.25 ,1.25 ,16 ,2013,"dust bag, strap","We guarantee this is an authentic HERMES Box Taurillon Clemence Faco Clutch Black or 100% of your money back. This elegant large clutch is crafted of box and taurillon Clemence leathers in black.  The bag features a looping end to end shoulder strap and a body of finely pebbled taurillon Clemence calf with a cross over the flap of smooth box leather.  A stylized belt tucks into a strap of leather and the flap opens to a leather interior with a pochette, an ideal bag for an evening with the classical sophistication of Hermes.    ",Very G,"Scuffs , marks, indentations, popped stitch(es), stretched leather/canvas, faint corner wea",,Cracks,"Scuffs , tear in lining, marks, glue residu",
Silk Barenia Cavalcadour Airsilk Backpack Black Bleu Marine Fauve,https://www.fashionphile.com/hermes-silk-barenia-cavalcadour-airsilk-backpack-black-bleu-marine-fauve-491057,"
                                                    $1,255                                            ",Hermes,"2,025",491057,Backpacks,9 ,14.75 ,4.75 ,8 ,2017,,"We guarantee this is an authentic HERMES Silk Barenia Cavalcadour Airsilk Backpack Black Bleu Marine Fauve or 100% of your money back. This chic backpack is crafted of silk and features a colorful design of equestrian belts. The zipper opens to a spacious interior with a snap pocket. This lightweight backpack is perfect for the essentials, with the classic sophistication of Hermes! ",Excell,Marks,Faint scratch(es),Sizing marks,,
Toile Vache Calfskin Herbag 30 PM Black Natural,https://www.fashionphile.com/hermes-toile-vache-calfskin-herbag-30-pm-black-natural-496264,"
                                                    $895                                            ",Hermes,,496264,Handbags,12.25 ,9.75 ,4.5 ,3 ,,"clochette, lock, 2 keys (missing strap & second insert)","We guarantee this is an authentic HERMES Toile Vache Calfskin Herbag 30 PM Black Natural or 100% of your money back. This stylish large tote is crafted of sturdy toile canvas in black. The handbag features a brown leather top crest with a leather top handle and strap closure with palladium silver hardware. This opens to a toile canvas interior with a hanging patch pocket. This is a perfect tote for everyday use, from Hermes!",Very G,"Corner wear, scuffs , edge wear , marks, wear at resin glazing","Scratch(es) , tarnished, pitt","Scuffs , wear at resin glazing, missing additional strap","Musty odor, surface wear, marks",
Swift Kelly Cut Clutch Pochette Bleu Electrique,https://www.fashionphile.com/hermes-swift-kelly-cut-clutch-pochette-bleu-electrique-481232,"
                                                    $7,065                                            ",Hermes,,481232,Clutch & Evening,12.25 ,5 ,0.75 ,0.75 ,2017,dust bag,"We guarantee this is an authentic HERMES Swift Kelly Cut Clutch Pochette Bleu Electrique or 100% of your money back. This chic clutch is crafted of fine swift calfskin leather in blue. In the style of the Kelly handbags, the clutch has a leather top handle, a cross over flap and closure with polished gold plated turn lock. This opens to a leather interior with enough room for just your essentials. This is an excellent clutch, ideal for evening and special occasions, from Hermes!",Very G,"Marks, faint scuffs",Scratch(es),,,
Evercolor Verso Kelly Retourne 28 Bleu Encre Bleu Zellige,https://www.fashionphile.com/hermes-evercolor-verso-kelly-retourne-28-bleu-encre-bleu-zellige-497205,"
                                                    $11,655                                            ",Hermes,,497205,Handbags,11 ,8.5 ,4.75 ,3.5 ,2019,"box, dust bag, 1 rain coat, clochette, lock & 2 keys, strap","We guarantee this is an authentic HERMES Evercolor Verso Kelly Retourne 28 Bleu Encre Bleu Zellige or 100% of your money back. This chic Kelly handbag is crafted of rich veau evercolor calfskin leather in navy blue. The bag features a reinforced rolled leather top handle, an optional shoulder strap, a crossover flap and strap closure, palladium silver palladium plated hardware including a signature Kelly turn lock, a padlock, and a hanging clochette with keys. The flap opens to a matte bright blue leather interior with zipper and flat pockets. This is an iconic and very sought after handbag, ideal for occasions that call for the luxury and style only from Hermes!",Excell,"Imprints, faint corner wea",Scratch(es),Marks,"Scuffs , marks",
Taurillon Clemence Evelyne III GM Gold,https://www.fashionphile.com/hermes-taurillon-clemence-evelyne-iii-gm-gold-496622,"
                                                    $2,555                                            ",Hermes,,496622,Crossbody,12.5 ,13.25 ,3.75 ,19 ,2016,"box, dust bag","We guarantee this is an authentic HERMES Taurillon Clemence Evelyne III GM Gold or 100% of your money back. This stylish messenger bag is crafted of taurillon clemence leather in golden brown and features a perforated Hermes H oval logo on the front, an adjustable canvas shoulder strap, a rear pocket, and polished palladium hardware. The top of the bag opens to a golden brown suede interior. This is a beautiful messenger bag, only from Hermes!",Excell,,Faint scratch(es),Sizing marks,,
Togo Matte Alligator Kelly Retourne Touch 32 Black,https://www.fashionphile.com/hermes-togo-matte-alligator-kelly-retourne-touch-32-black-497204,"
                                                    $19,600                                            ",Hermes,,497204,Handbags,12.25 ,9.5 ,5 ,17.5 ,2019,"box, dust bag, strap, rain coat, lock, 2 keys, cloc","We guarantee this is an authentic HERMES Togo Matte Alligator Kelly Retourne Touch 32 Black or 100% of your money back. This chic and iconic handbag is expertly handcrafted of black togo leather with a matte exotic crocodile top handle in black. The bag features an optional shoulder strap, a frontal flap with a strap closure with palladium plated hardware including a leather-covered padlock and keys. The top flap opens to a matte black chevre goatskin leather interior with zipper and patch pockets. This sophisticated and timeless Kelly is a true masterpiece, from Hermes!",Excell,,Faint scratch(es),,,
Togo Birkin 35 Brique,https://www.fashionphile.com/hermes-togo-birkin-35-brique-488917,"
                                                    $8,490                                            ",Hermes,,488917,Handbags,14 ,10.5 ,7 ,4 ,2005,"dust bag, clochette, 2 key","We guarantee this is an authentic HERMES Togo Birkin 35 Brique or 100% of your money back. This stylish tote is beautifully crafted of togo calfskin leather in burnt red. The bag features rolled leather top handles, a frontal flap, and palladium plated strap links with a front turn lock. This opens the top flap to a matching chevre goatskin leather interior with zipper and patch pockets. This is an excellent tote that will be ideal for day or evening wear, with the classic, one of a kind style from Hermes!",Very G,"Structure wear , edge wear , marks, faint corner wea","Oxidation , scratch(es) , tarnish","Wear at resin glazing, marks","k marks, scuffs , marks, imprints, pocket(s) stretched",
Ardennes Tsako Black,https://www.fashionphile.com/hermes-ardennes-tsako-black-492814,"
                                                    $795                                            ",Hermes,,492814,Handbags,12 ,8.5 ,3.25 ,12.25 ,1995,dust bag,"We guarantee this is an authentic HERMES Ardennes Tsako Black or 100% of your money back. This stylish shoulder bag is beautifully crafted of black leather. The bag features a looping canvas shoulder strap with polished gold plated hardware and a crossover strap with a gold latch. This opens to a spacious interior with zipper and patch pockets. This shoulder bag is perfect for everyday wear, from Hermes!",Very G,"Corner wear, edge wear , glue residue , faint scuffs","Scratch(es) , plating",,Marks,
Taurillon Maurice Swift 24/24 29 Black,https://www.fashionphile.com/hermes-taurillon-maurice-swift-2424-29-black-495370,"
                                                    $10,950                                            ",Hermes,,495370,Handbags,10.75 ,8 ,5.25 ,13.5 ,,"2 dust bag, strap","We guarantee this is an authentic HERMES Taurillon Maurice Swift 24/24 29 Black or 100% of your money back. This handbag is crafted of richly textured calfskin leather in black. The bag features a reinforced leather top handle, an optional leather shoulder strap and gold plated hardware including a padlock. The flap opens to a goatskin leather interior with a zipper pocket. This is an iconic and very sought after handbag, ideal for occasions that call for the luxury and style only from Hermes!",New,,Protective plastic sticker(s) intact,,,
Taurillon Clemence Birkin 35 Rouge Venetian,https://www.fashionphile.com/hermes-taurillon-clemence-birkin-35-rouge-venetian-492562,"
                                                    $6,950                                            ",Hermes,,492562,Handbags,14 ,11.25 ,7.25 ,4 ,2010,"clochette, lock & 2 key","We guarantee this is an authentic HERMES Taurillon Clemence Birkin 35 Rouge Venetian or 100% of your money back. This chic classic handbag is finely crafted of Taurillon Clemence calfskin leather in red orange. The bag features rolled leather top handles, a front flap, silver hardware including a turn lock and a signature Hermes padlock with a hanging clochette for the key. The top flap opens to a matching goatskin leather lining with zipper and patch pockets. This is a stylish handbag classic for day or evening, from Hermes!",Very G,"Corner wear, structure loss , edge wear , marks, wear at resin glazing",Scratch(es),"Wear at resin glazing, marks","Scuffs , marks, edge wea",
Togo Birkin 30 Gold,https://www.fashionphile.com/hermes-togo-birkin-30-gold-487355,"
                                                    $11,950                                            ",Hermes,,487355,Handbags,11.25 ,9.5 ,6 ,3.75 ,2003,clochette (lock and keys not included),"We guarantee this is an authentic HERMES Togo Birkin 30 Gold or 100% of your money back. This iconic handbag is finely crafted of grained golden brown calfskin leather in the sought after mid-size. The bag features rolled leather top handles, a leather belt and a gold-plated turn lock with a padlock, and a hanging clochette for the keys. This opens to a leather interior with zipper and patch pockets. This is a beautiful tote for any day, from Hermes!",Very G,"dge wear , faint corner wea",Scratch(es),"Wear at resin glazing, cracks","mprints, pocket(s) stretched",
Taurillon Clemence Evelyne III PM Chocolate,https://www.fashionphile.com/hermes-taurillon-clemence-evelyne-iii-pm-chocolate-456874,"
                                                    $2,140                                            ",Hermes,"3,375",456874,Crossbody,11 ,10.25 ,3.5 ,19.5 ,2011,dust bag,"We guarantee this is an authentic HERMES Taurillon Clemence Evelyne III PM Chocolate or 100% of your money back. This chic messenger bag is crafted of taurillon clemence leather in brown and features an adjustable canvas shoulder strap, a rear pocket, palladium silver hardware, and a perforated Hermes H oval logo on the front. The top of the bag opens with a cross over strap to a brown suede interior. This is a fabulous messenger bag, ideal for everyday essentials, from Hermes!",Very G,"dge wear , marks, frayed stitch(es)",Scratch(es),"Surface wear , sizing marks , pilling","Surface wear, pilling",
Fjord Kelly Retourne 40 Black,https://www.fashionphile.com/hermes-fjord-kelly-retourne-40-black-472963,"
                                                    $8,650                                            ",Hermes,,472963,Handbags,15.75 ,10.75 ,5.75 ,14 ,2008,"dust bag, strap, rain coat, clochette, lock, 2 key","We guarantee this is an authentic HERMES Fjord Kelly Retourne 40 Black or 100% of your money back. This stylish and classic Kellly handbag is crafted of beautifully textured leather in black. The bag features a leather top handle with palladium links and an optional shoulder strap with palladium clasps. The short crossover flap secures with a strap and signature Kelly turn-lock closure and opens to an interior of black chevre goatskin leather with zipper and patch pockets. This timeless handbag is ideal for any occasion, from Hermes. ",Excell,"Marks, faint corner wea",Scratch(es),Marks,"Scuffs , marks",
Swift Birkin 25 Rose Azalee,https://www.fashionphile.com/hermes-swift-birkin-25-rose-azalee-441356,"
                                                    $14,645                                            ",Hermes,,441356,Handbags,9.5 ,7.75 ,5 ,2.5 ,2018,"dust bag, box, lock & two keys, clochette, rain coa","We guarantee this is an authentic HERMES Swift Birkin 25 Rose Azalee or 100% of your money back. This classic handbag is beautifully crafted of supple swift leather with a fine grain in pink. The bag features rolled leather top handles, a frontal flap and strap closure and silver-plated hardware including a turn lock and keys in the clochette. This opens to a matte leather interior with zipper and patch pockets. This beautiful neutral handbag is spacious enough for daily outings or evening out, with the classical sophistication of Hermes!",Excell,Frayed stitch(es),Protective plastic sticker(s) intact,,,
Taurillon Clemence Kelly Retourne 32 Black,https://www.fashionphile.com/hermes-taurillon-clemence-kelly-retourne-32-black-489816,"
                                                    $7,950                                            ",Hermes,,489816,Handbags,12.5 ,8 ,4.75 ,17.5 ,2004,"dust bag, strap, clochette, lock, 2 key","We guarantee this is an authentic HERMES Taurillon Clemence Kelly Retourne 32 Black or 100% of your money back. This Kelly handbag is crafted of richly textured calfskin leather in black. The bag features a reinforced leather top handle, an optional leather shoulder strap and palladium silver hardware including a padlock and leather clochette with keys. This bag has a strap closure with a signature Kelly turn lock. The flap opens to a goatskin leather interior with zipper and flat pockets. This is an iconic and very sought after handbag, ideal for occasions that call for the luxury and style only from Hermes!",Very G,"Corner wear, structure wear , edge wear , marks, wear at resin glazing, frayed stitch(es), splitting","Scratch(es) , plating wear , pitt",Edge wear,"Scuffs , imprints, edge wea",
Taurillon Clemence Victoria II 35 Black,https://www.fashionphile.com/hermes-taurillon-clemence-victoria-ii-35-black-496645,"
                                                    $1,720                                            ",Hermes,"5,150",496645,Handbags,14 ,9 ,6 ,8.5 ,2007,"clochette, lock, 2 keys, luggage tag","We guarantee this is an authentic HERMES Taurillon Clemence Victoria II 35 Black or 100% of your money back. This stylish tote is crafted of fine, supple taurillon clemence leather. The bag features very tall leather strap handles with palladium hardware. The top zipper opens to a herringbone fabric interior with zipper and patch pockets. This is a marvelous tote, ideal for everyday use, from Hermes! ",Very G,"Corner wear, structure wear , marks",Scratch(es),Cracks,"Residue marks , musty od",
Togo Birkin 30 Etoupe,https://www.fashionphile.com/hermes-togo-birkin-30-etoupe-496962,"
                                                    $13,500                                            ",Hermes,,496962,Handbags,12 ,9.25 ,6.25 ,3.75 ,2018,"dust bag, clochette, lock & 2 key","We guarantee this is an authentic HERMES Togo Birkin 30 Etoupe or 100% of your money back. This iconic handbag is finely crafted of grained calfskin leather in taupe. The bag features rolled leather top handles, a leather belt and polished palladium plated hardware, including a turn lock, a padlock and a hanging clochette with keys. The front flap opens to a matching goatskin leather interior with zipper and patch pockets. This is a fabulous tote for everyday use, from Hermes! ",Excell,Marks,"Protective plastic sticker(s) intact, faint scratch(es)",,mprints,
Taurillon Clemence Jypsiere 28 Black,https://www.fashionphile.com/hermes-taurillon-clemence-jypsiere-28-black-440958,"
                                                    $3,470                                            ",Hermes,"8,800",440958,Crossbody,11 ,8.25 ,4.75 ,19.5 ,,,"We guarantee this is an authentic HERMES Taurillon Clemence Jypsiere 28 Black or 100% of your money back. This stylish shoulder bag is crafted of Taurillon Clemence calfskin leather in black. The bag features a lengthy cross body adjustable shoulder strap with palladium hardware and a broad front flap that closes with a silver palladium turn lock. The flap opens to a black chevre goatskin leather interior with zipper and patch pockets. This is an excellent shoulder crossbody bag for all of your everyday essentials, from Hermes!",Very G,"Corner wear, scuffs , structure wear , smoothing of leather , edge wear , marks, imprints, wear at resin glazing","Scratch(es) , pitt","Surface wear , wear at resin glazing, structure wear","Scuffs , surface wear, marks, pilling, edge wea",Worn serial number(s)
Taurillon Clemence Evelyne III GM Blue Jean,https://www.fashionphile.com/hermes-taurillon-clemence-evelyne-iii-gm-blue-jean-492240,"
                                                    $1,160                                            ",Hermes,"3,750",492240,Crossbody,12.75 ,12 ,3.75 ,20.25 ,2014,,"We guarantee this is an authentic HERMES Taurillon Clemence Evelyne III GM Blue Jean or 100% of your money back. This stylish smaller sized cross-body bag is finely crafted of clemence calfskin leather in denim blue. The handbag features a canvas cross-body strap, a frontal perforated Hermes H and palladium hardware including clasps for the shoulder strap. The top opens to a matching suede interior. This is a fabulous cross-body bag for everyday wear, from Hermes!",G,"Corner wear, scuffs , edge wear , marks",Scratch(es),"Edge wear , pilling, marks","Residue marks , ink marks, surface wear, edge wea",
